场景ID	场景类型	是否可发送组队邀请	场景类型	副本类型	小地图倍数	小地图左右偏移	小地图上下偏移	开启等级	能否使用坐骑	区域组	地图名字	最小等级	最大等级	每条线最大人数限制	背景音	探索的奖励	场景描述	副本初始任务	摄像机设置2.5D	摄像机设置3D	最长挑战时间	场景名字显示	主界面显示的活动按钮	开启场景任务	是否可以托管	评分限制	是否自动追踪任务	视野同步距离	是否回归默认镜头	场景中心点	是否有白天黑夜	小岛场景亮度设置	是否允许星之子觉醒	是否允许召唤使者	是否允许召唤元素灵	场景复活时间
1980	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1975	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1981	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1971	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1982	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1972	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1983	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1973	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1984	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1974	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1985	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1975	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1986	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1971	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1987	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1972	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1988	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1973	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1989	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1974	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1990	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1975	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1991	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1971	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1992	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1972	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1993	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1973	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1994	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1974	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1995	ElementCubeScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1975	20	109	-1	26			581100	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1996	ElementCubeScene	1	76	1	1.800000	0	10	1	1	-1	MapName1996	1	109	100	2	item102000010037	SceneDes1996	0	1	2	0	2.000000	3;14	0	1	0		20	0	15,15	0	1	0	0	0	0
1220	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1971	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1221	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1972	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1222	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1973	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1223	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1974	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1224	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1975	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1225	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1971	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1226	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1972	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1227	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1973	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1228	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1974	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1229	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1975	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1230	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1971	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1231	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1972	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1232	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1973	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1233	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1974	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
1234	ElementTrialScene	1	76	1	10.000000	0	15	-1	0	-1	MapName1975	20	109	-1	26			581100	1	2	60	2.000000	0	0	1	0		50	1		0	1	0	0	1	0
