流水id	npc编号	技能分类	灵魂技能解锁需佣兵等级	灵魂技能Id	灵魂技能等级	升级灵魂技能所需消耗
2846	soldier_npc_10055	2	41	skill404604	6	item105000000071,10
2847	soldier_npc_10055	2	61	skill404604	7	item105000000071,12
2848	soldier_npc_10055	2	61	skill404604	8	item105000000071,14
2849	soldier_npc_10055	2	71	skill404604	9	item105000000071,16
2850	soldier_npc_10055	2	71	skill404604	10	item105000000071,18
2851	soldier_npc_10055	3	0	skill404606	1	
2852	soldier_npc_10055	3	0	skill404607	1	
2853	soldier_npc_10055	3	0	skill404608	1	
2854	soldier_npc_10055	3	0	skill404609	1	
2855	soldier_npc_10056	1	0	skill404705	1	
2856	soldier_npc_10056	1	0	skill404705	2	
2857	soldier_npc_10056	1	0	skill404705	3	
2858	soldier_npc_10056	1	0	skill404705	4	
2859	soldier_npc_10056	1	0	skill404705	5	
2860	soldier_npc_10056	1	0	skill404705	6	
2861	soldier_npc_10056	1	0	skill404705	7	
2862	soldier_npc_10056	1	0	skill404705	8	
2863	soldier_npc_10056	1	0	skill404705	9	
2864	soldier_npc_10056	1	0	skill404705	10	
2865	soldier_npc_10056	2	35	skill404701	1	
2866	soldier_npc_10056	2	35	skill404701	2	item105000000068,2
2867	soldier_npc_10056	2	35	skill404701	3	item105000000068,4
2868	soldier_npc_10056	2	35	skill404701	4	item105000000068,6
2869	soldier_npc_10056	2	41	skill404701	5	item105000000068,8
2870	soldier_npc_10056	2	41	skill404701	6	item105000000068,10
2871	soldier_npc_10056	2	61	skill404701	7	item105000000068,12
2872	soldier_npc_10056	2	61	skill404701	8	item105000000068,14
2873	soldier_npc_10056	2	71	skill404701	9	item105000000068,16
2874	soldier_npc_10056	2	71	skill404701	10	item105000000068,18
2875	soldier_npc_10056	2	35	skill404702	1	
2876	soldier_npc_10056	2	35	skill404702	2	item105000000069,2
2877	soldier_npc_10056	2	35	skill404702	3	item105000000069,4
2878	soldier_npc_10056	2	35	skill404702	4	item105000000069,6
2879	soldier_npc_10056	2	41	skill404702	5	item105000000069,8
2880	soldier_npc_10056	2	41	skill404702	6	item105000000069,10
2881	soldier_npc_10056	2	61	skill404702	7	item105000000069,12
2882	soldier_npc_10056	2	61	skill404702	8	item105000000069,14
2883	soldier_npc_10056	2	71	skill404702	9	item105000000069,16
2884	soldier_npc_10056	2	71	skill404702	10	item105000000069,18
2885	soldier_npc_10056	2	35	skill404703	1	
2886	soldier_npc_10056	2	35	skill404703	2	item105000000070,2
2887	soldier_npc_10056	2	35	skill404703	3	item105000000070,4
2888	soldier_npc_10056	2	35	skill404703	4	item105000000070,6
2889	soldier_npc_10056	2	41	skill404703	5	item105000000070,8
2890	soldier_npc_10056	2	41	skill404703	6	item105000000070,10
2891	soldier_npc_10056	2	61	skill404703	7	item105000000070,12
2892	soldier_npc_10056	2	61	skill404703	8	item105000000070,14
2893	soldier_npc_10056	2	71	skill404703	9	item105000000070,16
2894	soldier_npc_10056	2	71	skill404703	10	item105000000070,18
2895	soldier_npc_10056	2	35	skill404704	1	
2896	soldier_npc_10056	2	35	skill404704	2	item105000000071,2
2897	soldier_npc_10056	2	35	skill404704	3	item105000000071,4
2898	soldier_npc_10056	2	35	skill404704	4	item105000000071,6
2899	soldier_npc_10056	2	41	skill404704	5	item105000000071,8
2900	soldier_npc_10056	2	41	skill404704	6	item105000000071,10
2901	soldier_npc_10056	2	61	skill404704	7	item105000000071,12
2902	soldier_npc_10056	2	61	skill404704	8	item105000000071,14
2903	soldier_npc_10056	2	71	skill404704	9	item105000000071,16
2904	soldier_npc_10056	2	71	skill404704	10	item105000000071,18
2905	soldier_npc_10056	3	0	skill404706	1	
2906	soldier_npc_10056	3	0	skill404707	1	
2907	soldier_npc_10056	3	0	skill404708	1	
2908	soldier_npc_10056	3	0	skill404709	1	
2909	soldier_npc_10057	1	0	skill404805	1	
2910	soldier_npc_10057	1	0	skill404805	2	
2911	soldier_npc_10057	1	0	skill404805	3	
2912	soldier_npc_10057	1	0	skill404805	4	
2913	soldier_npc_10057	1	0	skill404805	5	
2914	soldier_npc_10057	1	0	skill404805	6	
2915	soldier_npc_10057	1	0	skill404805	7	
2916	soldier_npc_10057	1	0	skill404805	8	
2917	soldier_npc_10057	1	0	skill404805	9	
2918	soldier_npc_10057	1	0	skill404805	10	
2919	soldier_npc_10057	2	35	skill404801	1	
2920	soldier_npc_10057	2	35	skill404801	2	item105000000068,2
2921	soldier_npc_10057	2	35	skill404801	3	item105000000068,4
2922	soldier_npc_10057	2	35	skill404801	4	item105000000068,6
2923	soldier_npc_10057	2	41	skill404801	5	item105000000068,8
2924	soldier_npc_10057	2	41	skill404801	6	item105000000068,10
2925	soldier_npc_10057	2	61	skill404801	7	item105000000068,12
2926	soldier_npc_10057	2	61	skill404801	8	item105000000068,14
2927	soldier_npc_10057	2	71	skill404801	9	item105000000068,16
2928	soldier_npc_10057	2	71	skill404801	10	item105000000068,18
2929	soldier_npc_10057	2	35	skill404802	1	
2930	soldier_npc_10057	2	35	skill404802	2	item105000000069,2
2931	soldier_npc_10057	2	35	skill404802	3	item105000000069,4
2932	soldier_npc_10057	2	35	skill404802	4	item105000000069,6
2933	soldier_npc_10057	2	41	skill404802	5	item105000000069,8
2934	soldier_npc_10057	2	41	skill404802	6	item105000000069,10
2935	soldier_npc_10057	2	61	skill404802	7	item105000000069,12
2936	soldier_npc_10057	2	61	skill404802	8	item105000000069,14
2937	soldier_npc_10057	2	71	skill404802	9	item105000000069,16
2938	soldier_npc_10057	2	71	skill404802	10	item105000000069,18
2939	soldier_npc_10057	2	35	skill404803	1	
2940	soldier_npc_10057	2	35	skill404803	2	item105000000070,2
2941	soldier_npc_10057	2	35	skill404803	3	item105000000070,4
2942	soldier_npc_10057	2	35	skill404803	4	item105000000070,6
2943	soldier_npc_10057	2	41	skill404803	5	item105000000070,8
2944	soldier_npc_10057	2	41	skill404803	6	item105000000070,10
2945	soldier_npc_10057	2	61	skill404803	7	item105000000070,12
2946	soldier_npc_10057	2	61	skill404803	8	item105000000070,14
2947	soldier_npc_10057	2	71	skill404803	9	item105000000070,16
2948	soldier_npc_10057	2	71	skill404803	10	item105000000070,18
2949	soldier_npc_10057	2	35	skill404804	1	
2950	soldier_npc_10057	2	35	skill404804	2	item105000000071,2
2951	soldier_npc_10057	2	35	skill404804	3	item105000000071,4
2952	soldier_npc_10057	2	35	skill404804	4	item105000000071,6
2953	soldier_npc_10057	2	41	skill404804	5	item105000000071,8
2954	soldier_npc_10057	2	41	skill404804	6	item105000000071,10
2955	soldier_npc_10057	2	61	skill404804	7	item105000000071,12
2956	soldier_npc_10057	2	61	skill404804	8	item105000000071,14
2957	soldier_npc_10057	2	71	skill404804	9	item105000000071,16
2958	soldier_npc_10057	2	71	skill404804	10	item105000000071,18
2959	soldier_npc_10057	3	0	skill404806	1	
2960	soldier_npc_10057	3	0	skill404807	1	
2961	soldier_npc_10057	3	0	skill404808	1	
2962	soldier_npc_10057	3	0	skill404809	1	
2963	soldier_npc_10058	1	0	skill404905	1	
2964	soldier_npc_10058	1	0	skill404905	2	
2965	soldier_npc_10058	1	0	skill404905	3	
2966	soldier_npc_10058	1	0	skill404905	4	
2967	soldier_npc_10058	1	0	skill404905	5	
2968	soldier_npc_10058	1	0	skill404905	6	
2969	soldier_npc_10058	1	0	skill404905	7	
2970	soldier_npc_10058	1	0	skill404905	8	
2971	soldier_npc_10058	1	0	skill404905	9	
2972	soldier_npc_10058	1	0	skill404905	10	
2973	soldier_npc_10058	2	35	skill404901	1	
2974	soldier_npc_10058	2	35	skill404901	2	item105000000068,2
2975	soldier_npc_10058	2	35	skill404901	3	item105000000068,4
2976	soldier_npc_10058	2	35	skill404901	4	item105000000068,6
2977	soldier_npc_10058	2	41	skill404901	5	item105000000068,8
2978	soldier_npc_10058	2	41	skill404901	6	item105000000068,10
2979	soldier_npc_10058	2	61	skill404901	7	item105000000068,12
2980	soldier_npc_10058	2	61	skill404901	8	item105000000068,14
2981	soldier_npc_10058	2	71	skill404901	9	item105000000068,16
2982	soldier_npc_10058	2	71	skill404901	10	item105000000068,18
2983	soldier_npc_10058	2	35	skill404902	1	
2984	soldier_npc_10058	2	35	skill404902	2	item105000000069,2
2985	soldier_npc_10058	2	35	skill404902	3	item105000000069,4
2986	soldier_npc_10058	2	35	skill404902	4	item105000000069,6
2987	soldier_npc_10058	2	41	skill404902	5	item105000000069,8
2988	soldier_npc_10058	2	41	skill404902	6	item105000000069,10
2989	soldier_npc_10058	2	61	skill404902	7	item105000000069,12
2990	soldier_npc_10058	2	61	skill404902	8	item105000000069,14
2991	soldier_npc_10058	2	71	skill404902	9	item105000000069,16
2992	soldier_npc_10058	2	71	skill404902	10	item105000000069,18
2993	soldier_npc_10058	2	35	skill404903	1	
2994	soldier_npc_10058	2	35	skill404903	2	item105000000070,2
2995	soldier_npc_10058	2	35	skill404903	3	item105000000070,4
2996	soldier_npc_10058	2	35	skill404903	4	item105000000070,6
2997	soldier_npc_10058	2	41	skill404903	5	item105000000070,8
2998	soldier_npc_10058	2	41	skill404903	6	item105000000070,10
2999	soldier_npc_10058	2	61	skill404903	7	item105000000070,12
3000	soldier_npc_10058	2	61	skill404903	8	item105000000070,14
3001	soldier_npc_10058	2	71	skill404903	9	item105000000070,16
3002	soldier_npc_10058	2	71	skill404903	10	item105000000070,18
3003	soldier_npc_10058	2	35	skill404904	1	
3004	soldier_npc_10058	2	35	skill404904	2	item105000000071,2
3005	soldier_npc_10058	2	35	skill404904	3	item105000000071,4
3006	soldier_npc_10058	2	35	skill404904	4	item105000000071,6
3007	soldier_npc_10058	2	41	skill404904	5	item105000000071,8
3008	soldier_npc_10058	2	41	skill404904	6	item105000000071,10
3009	soldier_npc_10058	2	61	skill404904	7	item105000000071,12
3010	soldier_npc_10058	2	61	skill404904	8	item105000000071,14
3011	soldier_npc_10058	2	71	skill404904	9	item105000000071,16
3012	soldier_npc_10058	2	71	skill404904	10	item105000000071,18
3013	soldier_npc_10058	3	0	skill404906	1	
3014	soldier_npc_10058	3	0	skill404907	1	
3015	soldier_npc_10058	3	0	skill404908	1	
3016	soldier_npc_10058	3	0	skill404909	1	
3017	soldier_npc_10059	1	0	skill405005	1	
3018	soldier_npc_10059	1	0	skill405005	2	
3019	soldier_npc_10059	1	0	skill405005	3	
3020	soldier_npc_10059	1	0	skill405005	4	
3021	soldier_npc_10059	1	0	skill405005	5	
3022	soldier_npc_10059	1	0	skill405005	6	
3023	soldier_npc_10059	1	0	skill405005	7	
3024	soldier_npc_10059	1	0	skill405005	8	
3025	soldier_npc_10059	1	0	skill405005	9	
3026	soldier_npc_10059	1	0	skill405005	10	
3027	soldier_npc_10059	2	35	skill405001	1	
3028	soldier_npc_10059	2	35	skill405001	2	item105000000068,2
3029	soldier_npc_10059	2	35	skill405001	3	item105000000068,4
3030	soldier_npc_10059	2	35	skill405001	4	item105000000068,6
3031	soldier_npc_10059	2	41	skill405001	5	item105000000068,8
3032	soldier_npc_10059	2	41	skill405001	6	item105000000068,10
3033	soldier_npc_10059	2	61	skill405001	7	item105000000068,12
3034	soldier_npc_10059	2	61	skill405001	8	item105000000068,14
3035	soldier_npc_10059	2	71	skill405001	9	item105000000068,16
3036	soldier_npc_10059	2	71	skill405001	10	item105000000068,18
3037	soldier_npc_10059	2	35	skill405002	1	
3038	soldier_npc_10059	2	35	skill405002	2	item105000000069,2
3039	soldier_npc_10059	2	35	skill405002	3	item105000000069,4
3040	soldier_npc_10059	2	35	skill405002	4	item105000000069,6
3041	soldier_npc_10059	2	41	skill405002	5	item105000000069,8
3042	soldier_npc_10059	2	41	skill405002	6	item105000000069,10
3043	soldier_npc_10059	2	61	skill405002	7	item105000000069,12
3044	soldier_npc_10059	2	61	skill405002	8	item105000000069,14
3045	soldier_npc_10059	2	71	skill405002	9	item105000000069,16
3046	soldier_npc_10059	2	71	skill405002	10	item105000000069,18
3047	soldier_npc_10059	2	35	skill405003	1	
3048	soldier_npc_10059	2	35	skill405003	2	item105000000070,2
3049	soldier_npc_10059	2	35	skill405003	3	item105000000070,4
3050	soldier_npc_10059	2	35	skill405003	4	item105000000070,6
3051	soldier_npc_10059	2	41	skill405003	5	item105000000070,8
3052	soldier_npc_10059	2	41	skill405003	6	item105000000070,10
3053	soldier_npc_10059	2	61	skill405003	7	item105000000070,12
3054	soldier_npc_10059	2	61	skill405003	8	item105000000070,14
3055	soldier_npc_10059	2	71	skill405003	9	item105000000070,16
3056	soldier_npc_10059	2	71	skill405003	10	item105000000070,18
3057	soldier_npc_10059	2	35	skill405004	1	
3058	soldier_npc_10059	2	35	skill405004	2	item105000000071,2
3059	soldier_npc_10059	2	35	skill405004	3	item105000000071,4
3060	soldier_npc_10059	2	35	skill405004	4	item105000000071,6
3061	soldier_npc_10059	2	41	skill405004	5	item105000000071,8
3062	soldier_npc_10059	2	41	skill405004	6	item105000000071,10
3063	soldier_npc_10059	2	61	skill405004	7	item105000000071,12
3064	soldier_npc_10059	2	61	skill405004	8	item105000000071,14
3065	soldier_npc_10059	2	71	skill405004	9	item105000000071,16
3066	soldier_npc_10059	2	71	skill405004	10	item105000000071,18
3067	soldier_npc_10059	3	0	skill405006	1	
3068	soldier_npc_10059	3	0	skill405007	1	
3069	soldier_npc_10059	3	0	skill405008	1	
3070	soldier_npc_10059	3	0	skill405009	1	
