ID		标签类型	拍卖类型	等待竞价时间	生命时长（开始竞价后）	货币类型	起拍竞价	每次竞价提升百分比	一口价	重置时间的节点	购买限制
1421	item104000000009	2	3	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1422	item104000000010	2	3	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1423	item104000000011	2	3	300	3600	2	3600	1000	7200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1424	item104000000012	2	3	300	3600	2	16800	1000	33600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1425	item104000000013	2	3	300	3600	2	32000	1000	64000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1426	item200000800004	2	3	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1427	item8230000000117	2	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1428	item8230000000118	2	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1429	item8230000000119	2	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1430	item8230000000120	2	3	300	7200	2	160000	1000	320000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1431	item8230000000105	2	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1432	item8230000000106	2	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1433	item8230000000109	2	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1434	item8230000000107	2	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1435	item8230000000108	2	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1436	item8230000000110	2	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1437	item8230000000205	2	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1438	item8230000000206	2	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1439	item8230000000209	2	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1440	item8230000000207	2	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1441	item8230000000208	2	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1442	item8230000000210	2	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1443	item8230000000111	2	3	300	7200	2	480000	1000	960000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1444	item8230000000211	2	3	300	3600	2	9600	1000	19200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1445	item8102020061003	2	3	300	7200	2	144000	1000	288000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1446	item8102020061004	2	3	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1447	item8102020061005	2	3	300	7200	2	500000	1000	1000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1448	item8102020061006	2	3	300	7200	2	800000	1000	1600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1449	item8101020505311	5	3	300	7200	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1450	item8103010121008	1	3	300	7200	2	240000	1000	480000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1451	item8107999900012	2	3	300	7200	15	20000	1000	50000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1452	item200000830003	2	1	300	7200	15	6400	1000	16000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1453	item200000831003	2	1	300	3600	15	640	1000	1600	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1454	item8103015110403	2	1	300	7200	15	1600	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1455	item8103015110406	2	1	300	7200	15	8000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1456	item8103010111019	2	1	300	7200	15	800	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1457	item8103015110412	2	1	300	7200	15	800	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1458	item104000000014	2	1	300	3600	15	160	1000	480	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1459	item8103010132201	2	1	300	7200	15	8000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1460	item8103010132211	2	1	300	7200	15	8000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1461	item8103010132221	2	1	300	7200	15	8000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1462	item8103010132231	2	1	300	7200	15	8000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1463	item8103010132301	2	1	300	7200	15	40000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1464	item8103010132311	2	1	300	7200	15	40000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1465	item8103010132321	2	1	300	7200	15	40000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1466	item8103010132331	2	1	300	7200	15	40000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1467	item8171000101081	2	1	300	7200	15	2000	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1468	item8200000515001	2	1	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1469	item8200000515002	2	1	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1470	item8200000515003	2	1	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1471	item8200000515004	2	1	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1472	item8200000515005	2	1	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1473	item8200000515006	2	1	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1474	item8200000515007	2	1	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1475	item8200000515008	2	1	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1476	item8200000515009	2	1	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1477	item8107999900012	2	1	300	7200	15	20000	1000	50000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1478	item817902040101001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1479	item817902040102001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1480	item817902040103001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1481	item817902040104001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1482	item817902040105001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1483	item817902040106001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1484	item817902040107001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1485	item817902040108001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1486	item817902040201001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1487	item817902040202001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1488	item817902040203001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1489	item817902040204001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1490	item817902040205001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1491	item817902040206001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1492	item817902040207001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1493	item817902040208001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1494	item817902040301001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1495	item817902040302001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1496	item817902040303001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1497	item817902040304001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1498	item817902040305001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1499	item817902040306001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1500	item817902040307001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1501	item817902040308001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1502	item817902040401001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1503	item817902040402001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1504	item817902040403001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1505	item817902040404001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1506	item817902040405001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1507	item817902040406001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1508	item817902040407001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1509	item817902040408001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1510	item817902040501001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1511	item817902040502001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1512	item817902040503001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1513	item817902040504001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1514	item817902040505001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1515	item817902040506001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1516	item817902040507001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1517	item817902040508001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1518	item817902040601001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1519	item817902040602001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1520	item817902040603001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1521	item817902040604001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1522	item817902040605001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1523	item817902040606001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1524	item817902040607001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1525	item817902040608001	8	2	300	3600	2	18000	1000	36000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1526	item817902040101001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1527	item817902040102001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1528	item817902040103001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1529	item817902040104001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1530	item817902040105001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1531	item817902040106001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1532	item817902040107001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1533	item817902040108001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1534	item817902040201001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1535	item817902040202001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1536	item817902040203001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1537	item817902040204001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1538	item817902040205001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1539	item817902040206001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1540	item817902040207001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1541	item817902040208001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1542	item817902040301001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1543	item817902040302001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1544	item817902040303001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1545	item817902040304001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1546	item817902040305001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1547	item817902040306001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1548	item817902040307001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1549	item817902040308001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1550	item817902040401001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1551	item817902040402001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1552	item817902040403001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1553	item817902040404001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1554	item817902040405001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1555	item817902040406001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1556	item817902040407001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1557	item817902040408001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1558	item817902040501001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1559	item817902040502001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1560	item817902040503001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1561	item817902040504001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1562	item817902040505001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1563	item817902040506001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1564	item817902040507001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1565	item817902040508001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1566	item817902040601001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1567	item817902040602001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1568	item817902040603001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1569	item817902040604001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1570	item817902040605001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1571	item817902040606001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1572	item817902040607001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1573	item817902040608001	8	1	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1574	item17907000000014	8	2	300	7200	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1575	item17907000000015	8	2	300	7200	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1576	item17907000000016	8	2	300	7200	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1577	item17907000000017	8	2	300	7200	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1578	item17907000000018	8	2	300	7200	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1579	item17907000000019	8	2	300	7200	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1580	item17907000000020	8	2	300	7200	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1581	item17907000000021	8	2	300	7200	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1582	item17907000000022	8	2	300	7200	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1583	item17907000000023	8	2	300	7200	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1584	item17907000000024	8	2	300	7200	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1585	item17907000000025	8	2	300	7200	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1586	item17907000000026	8	2	300	7200	2	144000	1000	288000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1587	item17907000000027	8	2	300	7200	2	144000	1000	288000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1588	item17907000000028	8	2	300	7200	2	144000	1000	288000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1589	item17907000000029	8	2	300	7200	2	144000	1000	288000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1590	item17907000000030	8	2	300	7200	2	144000	1000	288000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1591	item17907000000031	8	2	300	7200	2	144000	1000	288000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1592	item17907000000032	8	2	300	7200	2	144000	1000	288000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1593	item17907000000033	8	2	300	7200	2	144000	1000	288000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1594	item17907000000034	8	2	300	7200	2	144000	1000	288000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1595	item17907000000035	8	2	300	7200	2	144000	1000	288000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1596	item17907000000036	8	2	300	7200	2	144000	1000	288000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1597	item17907000000037	8	2	300	7200	2	144000	1000	288000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1598	item17907000000038	8	2	300	3600	2	54000	1000	108000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1599	item17907000000039	8	2	300	7200	2	216000	1000	432000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1600	item17907000000005	8	2	300	3600	2	27000	1000	54000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1601	item17907000000006	8	2	300	7200	2	108000	1000	216000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1602	item17907000000014	8	1	300	7200	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1603	item17907000000015	8	1	300	7200	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1604	item17907000000016	8	1	300	7200	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1605	item17907000000017	8	1	300	7200	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1606	item17907000000018	8	1	300	7200	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1607	item17907000000019	8	1	300	7200	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1608	item17907000000020	8	1	300	7200	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1609	item17907000000021	8	1	300	7200	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1610	item17907000000022	8	1	300	7200	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1611	item17907000000023	8	1	300	7200	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1612	item17907000000024	8	1	300	7200	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1613	item17907000000025	8	1	300	7200	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1614	item17907000000026	8	1	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1615	item17907000000027	8	1	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1616	item17907000000028	8	1	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1617	item17907000000029	8	1	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1618	item17907000000030	8	1	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1619	item17907000000031	8	1	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1620	item17907000000032	8	1	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1621	item17907000000033	8	1	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1622	item17907000000034	8	1	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1623	item17907000000035	8	1	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1624	item17907000000036	8	1	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1625	item17907000000037	8	1	300	7200	2	120000	1000	240000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1626	item17907000000038	8	1	300	3600	2	45000	1000	90000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1627	item17907000000039	8	1	300	7200	2	180000	1000	360000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1628	item17907000000005	8	1	300	3600	2	22500	1000	45000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1629	item17907000000006	8	1	300	7200	2	90000	1000	180000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
1630	item8200000800001	2	1	300	7200	2	3000	1000	6000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
