流水ID	遗物ID	等级	星级	升级类型	特殊属性库id(前端用)	消耗道具	消耗碎片	消耗任意品质碎片	模型NPCID	模型特效
1896	5010	37	6	4	5010037		9005010,50	3,800;4,400	npc_relic_510	5900510
1897	5011	1	1	1	5011001		9005011,40		npc_relic_511	5900511
1898	5011	2	1	2	5011002	item171002000001,5			npc_relic_511	5900511
1899	5011	3	1	2	5011003	item171002000001,5			npc_relic_511	5900511
1900	5011	4	1	2	5011004	item171002000001,5			npc_relic_511	5900511
1901	5011	5	1	2	5011005	item171002000001,5			npc_relic_511	5900511
1902	5011	6	1	2	5011006	item171002000001,5			npc_relic_511	5900511
1903	5011	7	1	2	5011007	item171002000001,5			npc_relic_511	5900511
1904	5011	8	2	3	5011008	item171002000001,50			npc_relic_511	5900511
1905	5011	9	2	2	5011009	item171002000001,10			npc_relic_511	5900511
1906	5011	10	2	2	5011010	item171002000001,10			npc_relic_511	5900511
1907	5011	11	2	2	5011011	item171002000001,10			npc_relic_511	5900511
1908	5011	12	2	2	5011012	item171002000001,10			npc_relic_511	5900511
1909	5011	13	2	2	5011013	item171002000001,10			npc_relic_511	5900511
1910	5011	14	2	2	5011014	item171002000001,10			npc_relic_511	5900511
1911	5011	15	3	3	5011015	item171002000001,100			npc_relic_511	5900511
1912	5011	16	3	2	5011016	item171002000001,15			npc_relic_511	5900511
1913	5011	17	3	2	5011017	item171002000001,15			npc_relic_511	5900511
1914	5011	18	3	2	5011018	item171002000001,15			npc_relic_511	5900511
1915	5011	19	3	2	5011019	item171002000001,15			npc_relic_511	5900511
1916	5011	20	3	2	5011020	item171002000001,15			npc_relic_511	5900511
1917	5011	21	3	2	5011021	item171002000001,15			npc_relic_511	5900511
1918	5011	22	4	3	5011022	item171002000002,15	9005011,10	3,200;4,100	npc_relic_511	5900511
1919	5011	23	4	2	5011023	item171002000002,5			npc_relic_511	5900511
1920	5011	24	4	2	5011024	item171002000002,5			npc_relic_511	5900511
1921	5011	25	4	2	5011025	item171002000002,5			npc_relic_511	5900511
1922	5011	26	4	2	5011026	item171002000002,5			npc_relic_511	5900511
1923	5011	27	4	2	5011027	item171002000002,5			npc_relic_511	5900511
1924	5011	28	4	2	5011028	item171002000002,5			npc_relic_511	5900511
1925	5011	29	5	3	5011029	item171002000002,20	9005011,20	3,400;4,200	npc_relic_511	5900511
1926	5011	30	5	2	5011030	item171002000003,2			npc_relic_511	5900511
1927	5011	31	5	2	5011031	item171002000003,2			npc_relic_511	5900511
1928	5011	32	5	2	5011032	item171002000003,2			npc_relic_511	5900511
1929	5011	33	5	2	5011033	item171002000003,2			npc_relic_511	5900511
1930	5011	34	5	2	5011034	item171002000003,2			npc_relic_511	5900511
1931	5011	35	5	2	5011035	item171002000003,2			npc_relic_511	5900511
1932	5011	36	6	3	5011036	item171002000003,5	9005011,30	3,600;4,300	npc_relic_511	5900511
1933	5011	37	6	4	5011037		9005011,50	3,800;4,400	npc_relic_511	5900511
1934	5012	1	1	1	5012001		9005012,40		npc_relic_512	5900512
1935	5012	2	1	2	5012002	item171002000001,5			npc_relic_512	5900512
1936	5012	3	1	2	5012003	item171002000001,5			npc_relic_512	5900512
1937	5012	4	1	2	5012004	item171002000001,5			npc_relic_512	5900512
1938	5012	5	1	2	5012005	item171002000001,5			npc_relic_512	5900512
1939	5012	6	1	2	5012006	item171002000001,5			npc_relic_512	5900512
1940	5012	7	1	2	5012007	item171002000001,5			npc_relic_512	5900512
1941	5012	8	2	3	5012008	item171002000001,50			npc_relic_512	5900512
1942	5012	9	2	2	5012009	item171002000001,10			npc_relic_512	5900512
1943	5012	10	2	2	5012010	item171002000001,10			npc_relic_512	5900512
1944	5012	11	2	2	5012011	item171002000001,10			npc_relic_512	5900512
1945	5012	12	2	2	5012012	item171002000001,10			npc_relic_512	5900512
1946	5012	13	2	2	5012013	item171002000001,10			npc_relic_512	5900512
1947	5012	14	2	2	5012014	item171002000001,10			npc_relic_512	5900512
1948	5012	15	3	3	5012015	item171002000001,100			npc_relic_512	5900512
1949	5012	16	3	2	5012016	item171002000001,15			npc_relic_512	5900512
1950	5012	17	3	2	5012017	item171002000001,15			npc_relic_512	5900512
1951	5012	18	3	2	5012018	item171002000001,15			npc_relic_512	5900512
1952	5012	19	3	2	5012019	item171002000001,15			npc_relic_512	5900512
1953	5012	20	3	2	5012020	item171002000001,15			npc_relic_512	5900512
1954	5012	21	3	2	5012021	item171002000001,15			npc_relic_512	5900512
1955	5012	22	4	3	5012022	item171002000002,15	9005012,10	3,200;4,100	npc_relic_512	5900512
1956	5012	23	4	2	5012023	item171002000002,5			npc_relic_512	5900512
1957	5012	24	4	2	5012024	item171002000002,5			npc_relic_512	5900512
1958	5012	25	4	2	5012025	item171002000002,5			npc_relic_512	5900512
1959	5012	26	4	2	5012026	item171002000002,5			npc_relic_512	5900512
1960	5012	27	4	2	5012027	item171002000002,5			npc_relic_512	5900512
1961	5012	28	4	2	5012028	item171002000002,5			npc_relic_512	5900512
1962	5012	29	5	3	5012029	item171002000002,20	9005012,20	3,400;4,200	npc_relic_512	5900512
1963	5012	30	5	2	5012030	item171002000003,2			npc_relic_512	5900512
1964	5012	31	5	2	5012031	item171002000003,2			npc_relic_512	5900512
1965	5012	32	5	2	5012032	item171002000003,2			npc_relic_512	5900512
1966	5012	33	5	2	5012033	item171002000003,2			npc_relic_512	5900512
1967	5012	34	5	2	5012034	item171002000003,2			npc_relic_512	5900512
1968	5012	35	5	2	5012035	item171002000003,2			npc_relic_512	5900512
1969	5012	36	6	3	5012036	item171002000003,5	9005012,30	3,600;4,300	npc_relic_512	5900512
1970	5012	37	6	4	5012037		9005012,50	3,800;4,400	npc_relic_512	5900512
1971	5013	1	1	1	5013001		9005013,40		npc_relic_513	5900513
1972	5013	2	1	2	5013002	item171002000001,5			npc_relic_513	5900513
1973	5013	3	1	2	5013003	item171002000001,5			npc_relic_513	5900513
1974	5013	4	1	2	5013004	item171002000001,5			npc_relic_513	5900513
1975	5013	5	1	2	5013005	item171002000001,5			npc_relic_513	5900513
1976	5013	6	1	2	5013006	item171002000001,5			npc_relic_513	5900513
1977	5013	7	1	2	5013007	item171002000001,5			npc_relic_513	5900513
1978	5013	8	2	3	5013008	item171002000001,50			npc_relic_513	5900513
1979	5013	9	2	2	5013009	item171002000001,10			npc_relic_513	5900513
1980	5013	10	2	2	5013010	item171002000001,10			npc_relic_513	5900513
1981	5013	11	2	2	5013011	item171002000001,10			npc_relic_513	5900513
1982	5013	12	2	2	5013012	item171002000001,10			npc_relic_513	5900513
1983	5013	13	2	2	5013013	item171002000001,10			npc_relic_513	5900513
1984	5013	14	2	2	5013014	item171002000001,10			npc_relic_513	5900513
1985	5013	15	3	3	5013015	item171002000001,100			npc_relic_513	5900513
1986	5013	16	3	2	5013016	item171002000001,15			npc_relic_513	5900513
1987	5013	17	3	2	5013017	item171002000001,15			npc_relic_513	5900513
1988	5013	18	3	2	5013018	item171002000001,15			npc_relic_513	5900513
1989	5013	19	3	2	5013019	item171002000001,15			npc_relic_513	5900513
1990	5013	20	3	2	5013020	item171002000001,15			npc_relic_513	5900513
1991	5013	21	3	2	5013021	item171002000001,15			npc_relic_513	5900513
1992	5013	22	4	3	5013022	item171002000002,15	9005013,10	3,200;4,100	npc_relic_513	5900513
1993	5013	23	4	2	5013023	item171002000002,5			npc_relic_513	5900513
1994	5013	24	4	2	5013024	item171002000002,5			npc_relic_513	5900513
1995	5013	25	4	2	5013025	item171002000002,5			npc_relic_513	5900513
1996	5013	26	4	2	5013026	item171002000002,5			npc_relic_513	5900513
1997	5013	27	4	2	5013027	item171002000002,5			npc_relic_513	5900513
1998	5013	28	4	2	5013028	item171002000002,5			npc_relic_513	5900513
1999	5013	29	5	3	5013029	item171002000002,20	9005013,20	3,400;4,200	npc_relic_513	5900513
2000	5013	30	5	2	5013030	item171002000003,2			npc_relic_513	5900513
2001	5013	31	5	2	5013031	item171002000003,2			npc_relic_513	5900513
2002	5013	32	5	2	5013032	item171002000003,2			npc_relic_513	5900513
2003	5013	33	5	2	5013033	item171002000003,2			npc_relic_513	5900513
2004	5013	34	5	2	5013034	item171002000003,2			npc_relic_513	5900513
2005	5013	35	5	2	5013035	item171002000003,2			npc_relic_513	5900513
2006	5013	36	6	3	5013036	item171002000003,5	9005013,30	3,600;4,300	npc_relic_513	5900513
2007	5013	37	6	4	5013037		9005013,50	3,800;4,400	npc_relic_513	5900513
2008	5014	1	1	1	5014001		9005014,40		npc_relic_514	5900514
2009	5014	2	1	2	5014002	item171002000001,5			npc_relic_514	5900514
2010	5014	3	1	2	5014003	item171002000001,5			npc_relic_514	5900514
2011	5014	4	1	2	5014004	item171002000001,5			npc_relic_514	5900514
2012	5014	5	1	2	5014005	item171002000001,5			npc_relic_514	5900514
2013	5014	6	1	2	5014006	item171002000001,5			npc_relic_514	5900514
2014	5014	7	1	2	5014007	item171002000001,5			npc_relic_514	5900514
2015	5014	8	2	3	5014008	item171002000001,50			npc_relic_514	5900514
2016	5014	9	2	2	5014009	item171002000001,10			npc_relic_514	5900514
2017	5014	10	2	2	5014010	item171002000001,10			npc_relic_514	5900514
2018	5014	11	2	2	5014011	item171002000001,10			npc_relic_514	5900514
2019	5014	12	2	2	5014012	item171002000001,10			npc_relic_514	5900514
2020	5014	13	2	2	5014013	item171002000001,10			npc_relic_514	5900514
2021	5014	14	2	2	5014014	item171002000001,10			npc_relic_514	5900514
2022	5014	15	3	3	5014015	item171002000001,100			npc_relic_514	5900514
2023	5014	16	3	2	5014016	item171002000001,15			npc_relic_514	5900514
2024	5014	17	3	2	5014017	item171002000001,15			npc_relic_514	5900514
2025	5014	18	3	2	5014018	item171002000001,15			npc_relic_514	5900514
2026	5014	19	3	2	5014019	item171002000001,15			npc_relic_514	5900514
2027	5014	20	3	2	5014020	item171002000001,15			npc_relic_514	5900514
2028	5014	21	3	2	5014021	item171002000001,15			npc_relic_514	5900514
2029	5014	22	4	3	5014022	item171002000002,15	9005014,10	3,200;4,100	npc_relic_514	5900514
2030	5014	23	4	2	5014023	item171002000002,5			npc_relic_514	5900514
2031	5014	24	4	2	5014024	item171002000002,5			npc_relic_514	5900514
2032	5014	25	4	2	5014025	item171002000002,5			npc_relic_514	5900514
2033	5014	26	4	2	5014026	item171002000002,5			npc_relic_514	5900514
2034	5014	27	4	2	5014027	item171002000002,5			npc_relic_514	5900514
2035	5014	28	4	2	5014028	item171002000002,5			npc_relic_514	5900514
2036	5014	29	5	3	5014029	item171002000002,20	9005014,20	3,400;4,200	npc_relic_514	5900514
2037	5014	30	5	2	5014030	item171002000003,2			npc_relic_514	5900514
2038	5014	31	5	2	5014031	item171002000003,2			npc_relic_514	5900514
2039	5014	32	5	2	5014032	item171002000003,2			npc_relic_514	5900514
2040	5014	33	5	2	5014033	item171002000003,2			npc_relic_514	5900514
2041	5014	34	5	2	5014034	item171002000003,2			npc_relic_514	5900514
2042	5014	35	5	2	5014035	item171002000003,2			npc_relic_514	5900514
2043	5014	36	6	3	5014036	item171002000003,5	9005014,30	3,600;4,300	npc_relic_514	5900514
2044	5014	37	6	4	5014037		9005014,50	3,800;4,400	npc_relic_514	5900514
2045	5015	1	1	1	5015001		9005015,40		npc_relic_515	5900515
2046	5015	2	1	2	5015002	item171002000001,5			npc_relic_515	5900515
2047	5015	3	1	2	5015003	item171002000001,5			npc_relic_515	5900515
2048	5015	4	1	2	5015004	item171002000001,5			npc_relic_515	5900515
2049	5015	5	1	2	5015005	item171002000001,5			npc_relic_515	5900515
2050	5015	6	1	2	5015006	item171002000001,5			npc_relic_515	5900515
2051	5015	7	1	2	5015007	item171002000001,5			npc_relic_515	5900515
2052	5015	8	2	3	5015008	item171002000001,50			npc_relic_515	5900515
2053	5015	9	2	2	5015009	item171002000001,10			npc_relic_515	5900515
2054	5015	10	2	2	5015010	item171002000001,10			npc_relic_515	5900515
2055	5015	11	2	2	5015011	item171002000001,10			npc_relic_515	5900515
2056	5015	12	2	2	5015012	item171002000001,10			npc_relic_515	5900515
2057	5015	13	2	2	5015013	item171002000001,10			npc_relic_515	5900515
2058	5015	14	2	2	5015014	item171002000001,10			npc_relic_515	5900515
2059	5015	15	3	3	5015015	item171002000001,100			npc_relic_515	5900515
2060	5015	16	3	2	5015016	item171002000001,15			npc_relic_515	5900515
2061	5015	17	3	2	5015017	item171002000001,15			npc_relic_515	5900515
2062	5015	18	3	2	5015018	item171002000001,15			npc_relic_515	5900515
2063	5015	19	3	2	5015019	item171002000001,15			npc_relic_515	5900515
2064	5015	20	3	2	5015020	item171002000001,15			npc_relic_515	5900515
2065	5015	21	3	2	5015021	item171002000001,15			npc_relic_515	5900515
2066	5015	22	4	3	5015022	item171002000002,15	9005015,10	3,200;4,100	npc_relic_515	5900515
2067	5015	23	4	2	5015023	item171002000002,5			npc_relic_515	5900515
2068	5015	24	4	2	5015024	item171002000002,5			npc_relic_515	5900515
2069	5015	25	4	2	5015025	item171002000002,5			npc_relic_515	5900515
2070	5015	26	4	2	5015026	item171002000002,5			npc_relic_515	5900515
2071	5015	27	4	2	5015027	item171002000002,5			npc_relic_515	5900515
2072	5015	28	4	2	5015028	item171002000002,5			npc_relic_515	5900515
2073	5015	29	5	3	5015029	item171002000002,20	9005015,20	3,400;4,200	npc_relic_515	5900515
2074	5015	30	5	2	5015030	item171002000003,2			npc_relic_515	5900515
2075	5015	31	5	2	5015031	item171002000003,2			npc_relic_515	5900515
2076	5015	32	5	2	5015032	item171002000003,2			npc_relic_515	5900515
2077	5015	33	5	2	5015033	item171002000003,2			npc_relic_515	5900515
2078	5015	34	5	2	5015034	item171002000003,2			npc_relic_515	5900515
2079	5015	35	5	2	5015035	item171002000003,2			npc_relic_515	5900515
2080	5015	36	6	3	5015036	item171002000003,5	9005015,30	3,600;4,300	npc_relic_515	5900515
2081	5015	37	6	4	5015037		9005015,50	3,800;4,400	npc_relic_515	5900515
2082	5016	1	1	1	5016001		9005016,40		npc_relic_516	5900516
2083	5016	2	1	2	5016002	item171002000001,5			npc_relic_516	5900516
2084	5016	3	1	2	5016003	item171002000001,5			npc_relic_516	5900516
2085	5016	4	1	2	5016004	item171002000001,5			npc_relic_516	5900516
2086	5016	5	1	2	5016005	item171002000001,5			npc_relic_516	5900516
2087	5016	6	1	2	5016006	item171002000001,5			npc_relic_516	5900516
2088	5016	7	1	2	5016007	item171002000001,5			npc_relic_516	5900516
2089	5016	8	2	3	5016008	item171002000001,50			npc_relic_516	5900516
2090	5016	9	2	2	5016009	item171002000001,10			npc_relic_516	5900516
2091	5016	10	2	2	5016010	item171002000001,10			npc_relic_516	5900516
2092	5016	11	2	2	5016011	item171002000001,10			npc_relic_516	5900516
2093	5016	12	2	2	5016012	item171002000001,10			npc_relic_516	5900516
2094	5016	13	2	2	5016013	item171002000001,10			npc_relic_516	5900516
2095	5016	14	2	2	5016014	item171002000001,10			npc_relic_516	5900516
2096	5016	15	3	3	5016015	item171002000001,100			npc_relic_516	5900516
2097	5016	16	3	2	5016016	item171002000001,15			npc_relic_516	5900516
2098	5016	17	3	2	5016017	item171002000001,15			npc_relic_516	5900516
2099	5016	18	3	2	5016018	item171002000001,15			npc_relic_516	5900516
2100	5016	19	3	2	5016019	item171002000001,15			npc_relic_516	5900516
2101	5016	20	3	2	5016020	item171002000001,15			npc_relic_516	5900516
2102	5016	21	3	2	5016021	item171002000001,15			npc_relic_516	5900516
2103	5016	22	4	3	5016022	item171002000002,15	9005016,10	3,200;4,100	npc_relic_516	5900516
2104	5016	23	4	2	5016023	item171002000002,5			npc_relic_516	5900516
2105	5016	24	4	2	5016024	item171002000002,5			npc_relic_516	5900516
2106	5016	25	4	2	5016025	item171002000002,5			npc_relic_516	5900516
2107	5016	26	4	2	5016026	item171002000002,5			npc_relic_516	5900516
2108	5016	27	4	2	5016027	item171002000002,5			npc_relic_516	5900516
2109	5016	28	4	2	5016028	item171002000002,5			npc_relic_516	5900516
2110	5016	29	5	3	5016029	item171002000002,20	9005016,20	3,400;4,200	npc_relic_516	5900516
2111	5016	30	5	2	5016030	item171002000003,2			npc_relic_516	5900516
2112	5016	31	5	2	5016031	item171002000003,2			npc_relic_516	5900516
2113	5016	32	5	2	5016032	item171002000003,2			npc_relic_516	5900516
2114	5016	33	5	2	5016033	item171002000003,2			npc_relic_516	5900516
2115	5016	34	5	2	5016034	item171002000003,2			npc_relic_516	5900516
2116	5016	35	5	2	5016035	item171002000003,2			npc_relic_516	5900516
2117	5016	36	6	3	5016036	item171002000003,5	9005016,30	3,600;4,300	npc_relic_516	5900516
2118	5016	37	6	4	5016037		9005016,50	3,800;4,400	npc_relic_516	5900516
2119	5017	1	1	1	5017001		9005017,40		npc_relic_517	5900517
2120	5017	2	1	2	5017002	item171002000001,5			npc_relic_517	5900517
2121	5017	3	1	2	5017003	item171002000001,5			npc_relic_517	5900517
2122	5017	4	1	2	5017004	item171002000001,5			npc_relic_517	5900517
2123	5017	5	1	2	5017005	item171002000001,5			npc_relic_517	5900517
2124	5017	6	1	2	5017006	item171002000001,5			npc_relic_517	5900517
2125	5017	7	1	2	5017007	item171002000001,5			npc_relic_517	5900517
2126	5017	8	2	3	5017008	item171002000001,50			npc_relic_517	5900517
2127	5017	9	2	2	5017009	item171002000001,10			npc_relic_517	5900517
2128	5017	10	2	2	5017010	item171002000001,10			npc_relic_517	5900517
2129	5017	11	2	2	5017011	item171002000001,10			npc_relic_517	5900517
2130	5017	12	2	2	5017012	item171002000001,10			npc_relic_517	5900517
2131	5017	13	2	2	5017013	item171002000001,10			npc_relic_517	5900517
2132	5017	14	2	2	5017014	item171002000001,10			npc_relic_517	5900517
2133	5017	15	3	3	5017015	item171002000001,100			npc_relic_517	5900517
2134	5017	16	3	2	5017016	item171002000001,15			npc_relic_517	5900517
2135	5017	17	3	2	5017017	item171002000001,15			npc_relic_517	5900517
2136	5017	18	3	2	5017018	item171002000001,15			npc_relic_517	5900517
2137	5017	19	3	2	5017019	item171002000001,15			npc_relic_517	5900517
2138	5017	20	3	2	5017020	item171002000001,15			npc_relic_517	5900517
2139	5017	21	3	2	5017021	item171002000001,15			npc_relic_517	5900517
2140	5017	22	4	3	5017022	item171002000002,15	9005017,10	3,200;4,100	npc_relic_517	5900517
2141	5017	23	4	2	5017023	item171002000002,5			npc_relic_517	5900517
2142	5017	24	4	2	5017024	item171002000002,5			npc_relic_517	5900517
2143	5017	25	4	2	5017025	item171002000002,5			npc_relic_517	5900517
2144	5017	26	4	2	5017026	item171002000002,5			npc_relic_517	5900517
2145	5017	27	4	2	5017027	item171002000002,5			npc_relic_517	5900517
2146	5017	28	4	2	5017028	item171002000002,5			npc_relic_517	5900517
2147	5017	29	5	3	5017029	item171002000002,20	9005017,20	3,400;4,200	npc_relic_517	5900517
2148	5017	30	5	2	5017030	item171002000003,2			npc_relic_517	5900517
2149	5017	31	5	2	5017031	item171002000003,2			npc_relic_517	5900517
2150	5017	32	5	2	5017032	item171002000003,2			npc_relic_517	5900517
2151	5017	33	5	2	5017033	item171002000003,2			npc_relic_517	5900517
2152	5017	34	5	2	5017034	item171002000003,2			npc_relic_517	5900517
2153	5017	35	5	2	5017035	item171002000003,2			npc_relic_517	5900517
2154	5017	36	6	3	5017036	item171002000003,5	9005017,30	3,600;4,300	npc_relic_517	5900517
2155	5017	37	6	4	5017037		9005017,50	3,800;4,400	npc_relic_517	5900517
2156	5018	1	1	1	5018001		9005018,40		npc_relic_518	5900518
2157	5018	2	1	2	5018002	item171002000001,5			npc_relic_518	5900518
2158	5018	3	1	2	5018003	item171002000001,5			npc_relic_518	5900518
2159	5018	4	1	2	5018004	item171002000001,5			npc_relic_518	5900518
2160	5018	5	1	2	5018005	item171002000001,5			npc_relic_518	5900518
2161	5018	6	1	2	5018006	item171002000001,5			npc_relic_518	5900518
2162	5018	7	1	2	5018007	item171002000001,5			npc_relic_518	5900518
2163	5018	8	2	3	5018008	item171002000001,50			npc_relic_518	5900518
2164	5018	9	2	2	5018009	item171002000001,10			npc_relic_518	5900518
2165	5018	10	2	2	5018010	item171002000001,10			npc_relic_518	5900518
2166	5018	11	2	2	5018011	item171002000001,10			npc_relic_518	5900518
2167	5018	12	2	2	5018012	item171002000001,10			npc_relic_518	5900518
2168	5018	13	2	2	5018013	item171002000001,10			npc_relic_518	5900518
