宝图id	道具类型	掉落预览	奖励展示类型	奖励展示模型id	模型展示缩放	模型展示位置偏移	模型初始展示角度	展示语言包
item8100800000001	1	item160000320503;item160000120303;item160000120403;item160000220303;item160000220403;item160000320303;item160000320403;item102020060003;item1030;item160000000001;item119100000001;item119100000002	0		0.000000		0	UI_TreasureMap_TipsTittle
item8100800000002	1	item8100800000001;item160000120303;item160000120403;item160000220303;item160000220403;item160000320303;item160000320403;item160000000001;item161000000002;item161000000001;item107999900002	0		0.000000		0	UI_TreasureMap_TipsTittle
item8101020501041	1	item8101020505304;item8101020505303;item8101020505302;item8101020505301;item8101020505253;item8101020505333;item8101020505337;item8101020505251;item8101020505249;item8101020505247;item8101020505215;item8101020505245;item8101020505217;item8101020505241;item8101020505239;item8101020505237;item8101020505235;item8101020505233;item8101020505231;item8101020505229;item8101020505227;item8101020505225;item8101020505223;item8101020505213;item8101020505221;item8101020505211;item8101020505219;item8101020505209	0		0.000000		0	UI_TreasureMap_TipsTittle
item8101020503033	2		3	pet_179	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503044	2		3	pet_301	0.400000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503045	2		3	pet_303	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503046	2		3	pet_305	0.500000	0,-0.5	150	UI_TreasureMap_TipsTittle
item8101020503056	2		3	pet_325	1.300000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503086	2		3	pet_337	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503087	2		3	ride_148	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503088	2		3	ride_149	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503089	2		3	ride_150	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503090	2		3	ride_151	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503091	2		3	ride_152	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503092	2		3	ride_153	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503093	2		3	pet_338	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503094	2		3	ride_154	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503095	2		3	ride_155	1.000000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503096	2		3	ride_156	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503097	2		3	pet_339	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503098	2		3	ride_157	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503099	2		3	pet_340	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020503100	2		3	pet_341	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020505350	2		3	pet_346	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020505351	2		3	pet_347	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020505352	2		3	pet_348	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020505353	2		3	pet_349	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020505354	2		3	pet_350	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020505355	2		3	pet_351	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020505356	2		3	pet_352	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020505357	2		3	pet_353	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514001	2		3	ride_158	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514002	2		3	ride_159	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514003	2		3	ride_160	0.900000	0,-0.5	150	UI_TreasureMap_TipsTittle
item8101020514004	2		3	pet_342	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514005	2		3	pet_343	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514006	2		3	pet_344	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514007	2		3	pet_345	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514008	2		3	pet_346	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514009	2		3	pet_347	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514010	2		3	pet_348	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514011	2		3	pet_349	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514012	2		3	pet_350	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514013	2		3	pet_351	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514014	2		3	pet_352	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514015	2		3	pet_353	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505358	2		3	pet_354	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020514016	2		3	pet_354	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020505358	2		3	pet_354	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514016	2		3	pet_354	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505359	2		3	pet_355	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020514017	2		3	pet_355	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020505359	2		3	pet_355	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514017	2		3	pet_355	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505360	2		3	pet_356	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020514018	2		3	pet_356	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020505360	2		3	pet_356	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514018	2		3	pet_356	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505361	2		3	pet_357	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020514019	2		3	pet_357	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505362	2		3	pet_358	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020514020	2		3	pet_358	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505363	2		3	pet_359	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020514021	2		3	pet_359	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505364	2		3	pet_360	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020514022	2		3	pet_360	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020505364	2		3	pet_360	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514022	2		3	pet_360	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505365	2		3	pet_361	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020514023	2		3	pet_361	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020505366	2		3	pet_362	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020514024	2		3	pet_362	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505367	2		3	pet_363	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020514025	2		3	pet_363	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505368	2		3	pet_364	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020514026	2		3	pet_364	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514026	2		3	pet_364	0.900000	0,0	150	UI_TreasureMap_TipsTittle
item101020505369	2		3	pet_365	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020514027	2		3	pet_365	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020505370	2		3	pet_366	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020514028	2		3	pet_366	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020505371	2		3	pet_367	1.100000	0,0	150	UI_TreasureMap_TipsTittle
item101020514029	2		3	pet_367	1.100000	0,0	150	UI_TreasureMap_TipsTittle
item101020505372	2		3	pet_368	1.100000	0,0	150	UI_TreasureMap_TipsTittle
item101020514030	2		3	pet_368	1.100000	0,0	150	UI_TreasureMap_TipsTittle
item101020505373	2		3	pet_369	0.950000	0,0	150	UI_TreasureMap_TipsTittle
item101020514031	2		3	pet_369	0.950000	0,0	150	UI_TreasureMap_TipsTittle
item101020505374	2		3	pet_372	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020514032	2		3	pet_372	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020505375	2		3	pet_373	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020514033	2		3	pet_373	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020505376	2		3	pet_374	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020514034	2		3	pet_374	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020505377	2		3	pet_375	1.100000	0,0	150	UI_TreasureMap_TipsTittle
item101020514035	2		3	pet_375	1.100000	0,0	150	UI_TreasureMap_TipsTittle
item101020505378	2		3	pet_376	1.250000	-0.1,0	150	UI_TreasureMap_TipsTittle
item101020514036	2		3	pet_376	1.250000	-0.1,0	150	UI_TreasureMap_TipsTittle
item101020505379	2		3	pet_377	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020514037	2		3	pet_377	1.500000	0,0	150	UI_TreasureMap_TipsTittle
item101020505380	2		3	pet_385	1.100000	0,-0.1	150	UI_TreasureMap_TipsTittle
item101020514038	2		3	pet_385	1.100000	0,-0.1	150	UI_TreasureMap_TipsTittle
item101020505381	2		3	pet_386	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020514039	2		3	pet_386	0.700000	0,0	150	UI_TreasureMap_TipsTittle
item101020505382	2		3	pet_387	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020514040	2		3	pet_387	1.200000	0,0	150	UI_TreasureMap_TipsTittle
item101020505383	2		3	pet_391	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020514041	2		3	pet_391	0.800000	0,0	150	UI_TreasureMap_TipsTittle
item101020505384	2		3	pet_392	1.000000	0,0	170	UI_TreasureMap_TipsTittle
item101020514042	2		3	pet_392	1.000000	0,0	170	UI_TreasureMap_TipsTittle
item101020505385	2		3	pet_393	1.200000	0,0	170	UI_TreasureMap_TipsTittle
item101020514043	2		3	pet_393	1.200000	0,0	170	UI_TreasureMap_TipsTittle
item101020505386	2		3	pet_394	0.900000	0,0	170	UI_TreasureMap_TipsTittle
item101020514044	2		3	pet_394	0.900000	0,0	170	UI_TreasureMap_TipsTittle
item101020505387	2		3	pet_395	0.900000	0,0	170	UI_TreasureMap_TipsTittle
item101020514045	2		3	pet_395	0.900000	0,0	170	UI_TreasureMap_TipsTittle
item101020505388	2		3	pet_410	1.200000	0,0	170	UI_TreasureMap_TipsTittle
item101020514047	2		3	pet_410	1.200000	0,0	170	UI_TreasureMap_TipsTittle
item8101020514501	2		3	ride_161	0.900000	0,-0.8	150	UI_TreasureMap_TipsTittle
item8101020514502	2		3	ride_162	0.700000	0,-0.5	150	UI_TreasureMap_TipsTittle
item8101020514503	2		3	ride_163	0.700000	0,-0.5	150	UI_TreasureMap_TipsTittle
item8101020514504	2		3	ride_164	0.600000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514505	2		3	ride_165	0.600000	0,0	150	UI_TreasureMap_TipsTittle
item8101020514506	2		3	ride_166	0.600000	0,-0.5	150	UI_TreasureMap_TipsTittle
item8101020514045	2		3	pet_410	1.100000	0,0	170	UI_TreasureMap_TipsTittle
item8101020514047	2		3	pet_410	1.100000	0,0	170	UI_TreasureMap_TipsTittle
item8102020060013	1	item102020060014;item119100000004;item119100000005;item119100000006;item1031;item107000051101;item107000051102;item107000051201;item107000051202;item107000053212;item105000000019;item105000000035;item105000000036;item105000000037;item105000000038;item105000000039;item105000000040;item105000000041;item105000000042;item105000000043;item105000000020;item105000000045;item105000000046;item105000000047;item105000000048;item105100000001;item105000000044;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000016;item105100000023;item105100000028;item105100000029	0		0.000000		0	UI_TreasureMap_TipsTittle
item8102020060014	1	item102020060015;item119100000004;item119100000005;item119100000006;item1031;item107000051101;item107000051102;item107000051201;item107000051202;item107000053107;item105000000019;item105000000035;item105000000036;item105000000037;item105000000038;item105000000039;item105000000040;item105000000041;item105000000042;item105000000043;item105000000020;item105000000045;item105000000046;item105000000047;item105000000048;item105100000001;item105000000044;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000016;item105100000023;item105100000028;item105100000029	0		0.000000		0	UI_TreasureMap_TipsTittle
item8102020060015	1	item102020060016;item119100000004;item119100000005;item119100000006;item1031;item107000051101;item107000051102;item107000051201;item107000051202;item107000053307;item105000000019;item105000000035;item105000000036;item105000000037;item105000000038;item105000000039;item105000000040;item105000000041;item105000000042;item105000000043;item105000000020;item105000000045;item105000000046;item105000000047;item105000000048;item105100000001;item105000000044;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000016;item105100000023;item105100000028;item105100000029	0		0.000000		0	UI_TreasureMap_TipsTittle
item8102020060016	1	item102020060017;item119100000004;item119100000005;item119100000006;item1031;item107000051101;item107000051102;item107000051201;item107000051202;item107000053307;item107000053107;item107000053212;item105000000019;item105000000035;item105000000036;item105000000037;item105000000038;item105000000039;item105000000040;item105000000041;item105000000042;item105000000043;item105000000020;item105000000045;item105000000046;item105000000047;item105000000048;item105100000001;item105000000044;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000016;item105100000023;item105100000028;item105100000029	0		0.000000		0	UI_TreasureMap_TipsTittle
item8102020060017	1	item102020060018;item119100000004;item119100000005;item119100000006;item1031;item107000051101;item107000051102;item107000051201;item107000051202;item107000053212;item105000000019;item105000000035;item105000000036;item105000000037;item105000000038;item105000000039;item105000000040;item105000000041;item105000000042;item105000000043;item105000000020;item105000000045;item105000000046;item105000000047;item105000000048;item105100000001;item105000000044;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000016;item105100000023;item105100000028;item105100000029	0		0.000000		0	UI_TreasureMap_TipsTittle
item8102020060018	1	item102020060019;item119100000004;item119100000005;item119100000006;item1031;item107000051101;item107000051102;item107000051201;item107000051202;item107000053107;item105000000019;item105000000035;item105000000036;item105000000037;item105000000038;item105000000039;item105000000040;item105000000041;item105000000042;item105000000043;item105000000020;item105000000045;item105000000046;item105000000047;item105000000048;item105100000001;item105000000044;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000016;item105100000023;item105100000028;item105100000029	0		0.000000		0	UI_TreasureMap_TipsTittle
item8102020060019	1	item102020060020;item119100000004;item119100000005;item119100000006;item1031;item107000051101;item107000051102;item107000051201;item107000051202;item107000053307;item105000000019;item105000000035;item105000000036;item105000000037;item105000000038;item105000000039;item105000000040;item105000000041;item105000000042;item105000000043;item105000000020;item105000000045;item105000000046;item105000000047;item105000000048;item105100000001;item105000000044;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000016;item105100000023;item105100000028;item105100000029	0		0.000000		0	UI_TreasureMap_TipsTittle
item8102020060020	1	item102020060021;item119100000004;item119100000005;item119100000006;item1031;item107000051101;item107000051102;item107000051201;item107000051202;item107000053307;item107000053107;item107000053212;item105000000019;item105000000035;item105000000036;item105000000037;item105000000038;item105000000039;item105000000040;item105000000041;item105000000042;item105000000043;item105000000020;item105000000045;item105000000046;item105000000047;item105000000048;item105100000001;item105000000044;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000016;item105100000023;item105100000028;item105100000029	0		0.000000		0	UI_TreasureMap_TipsTittle
item8102020060021	1	item102020060022;item119100000004;item119100000005;item119100000006;item1031;item107000051101;item107000051102;item107000051201;item107000051202;item107000053307;item107000053107;item107000053212;item105000000019;item105000000035;item105000000036;item105000000037;item105000000038;item105000000039;item105000000040;item105000000041;item105000000042;item105000000043;item105000000020;item105000000045;item105000000046;item105000000047;item105000000048;item105100000001;item105000000044;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000016;item105100000023;item105100000028;item105100000029	0		0.000000		0	UI_TreasureMap_TipsTittle
item8102020060022	1	item102020060023;item119100000004;item119100000005;item119100000006;item1031;item107000051101;item107000051102;item107000051201;item107000051202;item107000053107;item107000053307;item107000053212;item105000000019;item105000000035;item105000000036;item105000000037;item105000000038;item105000000039;item105000000040;item105000000041;item105000000042;item105000000043;item105000000020;item105000000045;item105000000046;item105000000047;item105000000048;item105100000001;item105000000044;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000016;item105100000023;item105100000028;item105100000029	0		0.000000		0	UI_TreasureMap_TipsTittle
item8102020060023	1	item102020060024;item119100000004;item119100000005;item119100000006;item1031;item107000051101;item107000051102;item107000051201;item107000051202;item107000053107;item107000053307;item107000053212;item105000000019;item105000000035;item105000000036;item105000000037;item105000000038;item105000000039;item105000000040;item105000000041;item105000000042;item105000000043;item105000000020;item105000000045;item105000000046;item105000000047;item105000000048;item105100000001;item105000000044;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000016;item105100000023;item105100000028;item105100000029	0		0.000000		0	UI_TreasureMap_TipsTittle
item8102020060024	1	item102020060025;item119100000004;item119100000005;item119100000006;item1031;item107000051101;item107000051102;item107000051201;item107000051202;item107000053107;item107000053307;item107000053212;item105000000019;item105000000035;item105000000036;item105000000037;item105000000038;item105000000039;item105000000040;item105000000041;item105000000042;item105000000043;item105000000020;item105000000045;item105000000046;item105000000047;item105000000048;item105100000001;item105000000044;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000016;item105100000023;item105100000028;item105100000029	0		0.000000		0	UI_TreasureMap_TipsTittle
item8102020060025	1	item102020060026;item119100000004;item119100000005;item119100000006;item1031;item107000051101;item107000051102;item107000051201;item107000051202;item107000053107;item107000053307;item107000053212;item105000000019;item105000000035;item105000000036;item105000000037;item105000000038;item105000000039;item105000000040;item105000000041;item105000000042;item105000000043;item105000000020;item105000000045;item105000000046;item105000000047;item105000000048;item105100000001;item105000000044;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000016;item105100000023;item105100000028;item105100000029	0		0.000000		0	UI_TreasureMap_TipsTittle
item8119000000000	1	item8119100000002;item90000000008;item8103015110302;item8103015110303;item1000;item8119100000001;item90000000007;item8106210200001;item109000000001;item103010131001;item90000000121;item8144320000011;item8144320000012;item90000000006;item161000000001;item101040101015;item107999900001	0		0.000000		0	UI_TreasureMap_TipsTittle
