流水号	主任务ID	子任务序号	子任务类型	行为类型	替换bgm	目标对象	目标线索	行为目标	战力限制	目的地提示	是否显示Content	是否显示战斗标志	目标场景	行为场景	目标坐标	是否启用停止范围	寻路停止范围	触发类型	长、宽、旋转	触发范围	需求数量	提交NPC	提交场景	提交npc坐标	自动提交任务	自动继续	完成提示显示	完成特效提示	判断进度条显示	是否显示流光特效	任务栏显示奖励掉落包	奖励显示	任务道具奖励	世界任务灰色数值奖励	世界任务灰色道具奖励	世界任务超出数量奖励	是否可放弃	显示图片	失败条件类型	失败条件参数	进行中标题	进行中内容	进行中故事	提交时标题	提交时内容	提示时故事	触发引导ID	任务邮件	隔天任务邮件	是否为界面内的	是否记录任务进度
2513	512010	0	50	5	0	402		LinkUI:DungeonInfoPanel;402	0		1		1092	0		0	0	0		3.000000	1		-1		0	0	1	1	0	0		item1000,50000;item10000000002,200	item1000,50000;item10000000002,200				0				ExecuteTaskName512010	ExecuteTaskContent512010	ExecuteTaskStory512010	SubmitTaskName512010	SubmitTaskContent512010	SubmitTaskStory512010	1				0
2514	512020	0	50	5	0	403		LinkUI:DungeonInfoPanel;403	0		1		1094	0		0	0	0		3.000000	1		-1		0	0	1	1	0	0		item1000,50000;item10000000002,200	item1000,50000;item10000000002,200				0				ExecuteTaskName512020	ExecuteTaskContent512020	ExecuteTaskStory512020	SubmitTaskName512020	SubmitTaskContent512020	SubmitTaskStory512020	1				0
2515	511118	0	48	1	0	511118point		npc_fairycastle	0		1		2	2	-36.1, 1.2, -31.9	0	0	0		3.000000	1		2		1	0	1	1	0	0		item1000,50000;item10000000002,200	item1000,50000;item10000000002,200				0				ExecuteTaskName511118	ExecuteTaskContent511118	ExecuteTaskStory511118	SubmitTaskName511118	SubmitTaskContent511118	SubmitTaskStory511118	1				0
2516	710000	0	1	1	0	npc_10515		npc_10515	0		1		2	2	19.8,1.1,-38.1	0	0	0		3.000000	1	npc_10515	0	19.8,1.1,-38.1	1	0	0	0	0	0											ExecuteTaskName710000	ExecuteTaskContent710000	ExecuteTaskStory710000	SubmitTaskName710000	SubmitTaskContent710000	SubmitTaskStory710000					0
2517	710110	0	6	4	0	66.5,23.7,-9.6	66.5,23.7,-9.6	66.5,23.7,-9.6	0		1		2	2	66.5,23.7,-9.6	0	0	0		3.000000	1		2		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710110	ExecuteTaskContent710110	ExecuteTaskStory710110	SubmitTaskName710110	SubmitTaskContent710110	SubmitTaskStory710110					0
2518	710120	0	6	4	0	45.2,10.6,41.8	45.2,10.6,41.8	45.2,10.6,41.8	0		1		2	2	45.2,10.6,41.8	0	0	0		3.000000	1		2		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710120	ExecuteTaskContent710120	ExecuteTaskStory710120	SubmitTaskName710120	SubmitTaskContent710120	SubmitTaskStory710120					0
2519	710130	0	6	4	0	-8.8,8.1,56.8	-8.8,8.1,56.8	-8.8,8.1,56.8	0		1		2	2	-8.8,8.1,56.8	0	0	0		3.000000	1		2		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710130	ExecuteTaskContent710130	ExecuteTaskStory710130	SubmitTaskName710130	SubmitTaskContent710130	SubmitTaskStory710130					0
2520	710140	0	6	4	0	-6.6,0.1,-9.4	-6.6,0.1,-9.4	-6.6,0.1,-9.4	0		1		2	2	-6.6,0.1,-9.4	0	0	0		3.000000	1		2		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710140	ExecuteTaskContent710140	ExecuteTaskStory710140	SubmitTaskName710140	SubmitTaskContent710140	SubmitTaskStory710140					0
2521	710210	0	6	4	0	-55.5,-4.3,-64.6	-55.5,-4.3,-64.6	-55.5,-4.3,-64.6	0		1		1	1	-55.5,-4.3,-64.6	0	0	0		3.000000	1		1		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710210	ExecuteTaskContent710210	ExecuteTaskStory710210	SubmitTaskName710210	SubmitTaskContent710210	SubmitTaskStory710210					0
2522	710220	0	6	4	0	4.1,0.3,23.5	4.1,0.3,23.5	4.1,0.3,23.5	0		1		1	1	4.1,0.3,23.5	0	0	0		3.000000	1		1		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710220	ExecuteTaskContent710220	ExecuteTaskStory710220	SubmitTaskName710220	SubmitTaskContent710220	SubmitTaskStory710220					0
2523	710310	0	6	4	0	-10.2,0.2,-43.4	-10.2,0.2,-43.4	-10.2,0.2,-43.4	0		1		3	3	-10.2,0.2,-43.4	0	0	0		3.000000	1		3		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710310	ExecuteTaskContent710310	ExecuteTaskStory710310	SubmitTaskName710310	SubmitTaskContent710310	SubmitTaskStory710310					0
2524	710320	0	6	4	0	36.7,0.3,24.0	36.7,0.3,24.0	36.7,0.3,24.0	0		1		3	3	36.7,0.3,24.0	0	0	0		3.000000	1		3		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710320	ExecuteTaskContent710320	ExecuteTaskStory710320	SubmitTaskName710320	SubmitTaskContent710320	SubmitTaskStory710320					0
2525	710330	0	6	4	0	-3.5,0.4,7.9	-3.5,0.4,7.9	-3.5,0.4,7.9	0		1		3	3	-3.5,0.4,7.9	0	0	0		3.000000	1		3		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710330	ExecuteTaskContent710330	ExecuteTaskStory710330	SubmitTaskName710330	SubmitTaskContent710330	SubmitTaskStory710330					0
2526	710410	0	6	4	0	-52.2,2.3,-4.0	-52.2,2.3,-4.0	-52.2,2.3,-4.0	0		1		4	4	-52.2,2.3,-4.0	0	0	0		3.000000	1		4		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710410	ExecuteTaskContent710410	ExecuteTaskStory710410	SubmitTaskName710410	SubmitTaskContent710410	SubmitTaskStory710410					0
2527	710420	0	6	4	0	-17.6,6.3,36.2	-17.6,6.3,36.2	-17.6,6.3,36.2	0		1		4	4	-17.6,6.3,36.2	0	0	0		3.000000	1		4		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710420	ExecuteTaskContent710420	ExecuteTaskStory710420	SubmitTaskName710420	SubmitTaskContent710420	SubmitTaskStory710420					0
2528	710430	0	6	4	0	10.1,6.8,20.2	10.1,6.8,20.2	10.1,6.8,20.2	0		1		4	4	10.1,6.8,20.2	0	0	0		3.000000	1		4		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710430	ExecuteTaskContent710430	ExecuteTaskStory710430	SubmitTaskName710430	SubmitTaskContent710430	SubmitTaskStory710430					0
2529	710440	0	6	4	0	44.9,5.5,-17.2	44.9,5.5,-17.2	44.9,5.5,-17.2	0		1		4	4	44.9,5.5,-17.2	0	0	0		3.000000	1		4		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710440	ExecuteTaskContent710440	ExecuteTaskStory710440	SubmitTaskName710440	SubmitTaskContent710440	SubmitTaskStory710440					0
2530	710510	0	6	4	0	32.9,5.6,8.9	32.9,5.6,8.9	32.9,5.6,8.9	0		1		5	5	32.9,5.6,8.9	0	0	0		3.000000	1		5		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710510	ExecuteTaskContent710510	ExecuteTaskStory710510	SubmitTaskName710510	SubmitTaskContent710510	SubmitTaskStory710510					0
2531	710520	0	6	4	0	-30.4,4.4,38.4	-30.4,4.4,38.4	-30.4,4.4,38.4	0		1		5	5	-30.4,4.4,38.4	0	0	0		3.000000	1		5		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710520	ExecuteTaskContent710520	ExecuteTaskStory710520	SubmitTaskName710520	SubmitTaskContent710520	SubmitTaskStory710520					0
2532	710530	0	6	4	0	-7.0,4.4,-56.9	-7.0,4.4,-56.9	-7.0,4.4,-56.9	0		1		5	5	-7.0,4.4,-56.9	0	0	0		3.000000	1		5		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710530	ExecuteTaskContent710530	ExecuteTaskStory710530	SubmitTaskName710530	SubmitTaskContent710530	SubmitTaskStory710530					0
2533	710540	0	6	4	0	26.2,8.0,51.9	26.2,8.0,51.9	26.2,8.0,51.9	0		1		5	5	26.2,8.0,51.9	0	0	0		3.000000	1		5		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710540	ExecuteTaskContent710540	ExecuteTaskStory710540	SubmitTaskName710540	SubmitTaskContent710540	SubmitTaskStory710540					0
2534	710610	0	6	4	0	16.5,4.2,81.4	16.5,4.2,81.4	16.5,4.2,81.4	0		1		6	6	16.5,4.2,81.4	0	0	0		3.000000	1		6		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710610	ExecuteTaskContent710610	ExecuteTaskStory710610	SubmitTaskName710610	SubmitTaskContent710610	SubmitTaskStory710610					0
2535	710620	0	6	4	0	-32.6,0.0,44.5	-32.6,0.0,44.5	-32.6,0.0,44.5	0		1		6	6	-32.6,0.0,44.5	0	0	0		3.000000	1		6		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710620	ExecuteTaskContent710620	ExecuteTaskStory710620	SubmitTaskName710620	SubmitTaskContent710620	SubmitTaskStory710620					0
2536	710630	0	6	4	0	-5.5,0.3,-7.6	-5.5,0.3,-7.6	-5.5,0.3,-7.6	0		1		6	6	-5.5,0.3,-7.6	0	0	0		3.000000	1		6		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710630	ExecuteTaskContent710630	ExecuteTaskStory710630	SubmitTaskName710630	SubmitTaskContent710630	SubmitTaskStory710630					0
2537	710710	0	6	4	0	6.4,6.4,55.6	6.4,6.4,55.6	6.4,6.4,55.6	0		1		7	7	6.4,6.4,55.6	0	0	0		3.000000	1		7		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710710	ExecuteTaskContent710710	ExecuteTaskStory710710	SubmitTaskName710710	SubmitTaskContent710710	SubmitTaskStory710710					0
2538	710720	0	6	4	0	-0.9,-0.5,6.1	-0.9,-0.5,6.1	-0.9,-0.5,6.1	0		1		7	7	-0.9,-0.5,6.1	0	0	0		3.000000	1		7		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710720	ExecuteTaskContent710720	ExecuteTaskStory710720	SubmitTaskName710720	SubmitTaskContent710720	SubmitTaskStory710720					0
2539	710730	0	6	4	0	19.8,2.2,-46.5	19.8,2.2,-46.5	19.8,2.2,-46.5	0		1		7	7	19.8,2.2,-46.5	0	0	0		3.000000	1		7		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710730	ExecuteTaskContent710730	ExecuteTaskStory710730	SubmitTaskName710730	SubmitTaskContent710730	SubmitTaskStory710730					0
2540	710740	0	6	4	0	60.5,10.0,23.5	60.5,10.0,23.5	60.5,10.0,23.5	0		1		7	7	60.5,10.0,23.5	0	0	0		3.000000	1		7		0	0	1	1	0	0		item100439001001,1	item100439001001,1				0				ExecuteTaskName710740	ExecuteTaskContent710740	ExecuteTaskStory710740	SubmitTaskName710740	SubmitTaskContent710740	SubmitTaskStory710740					0
2541	810110	0	48	5	0			LinkUI:AdvanceFixedTeamPanel	0		1		0	0		0	0	0		0.000000	1		0		0	0	0	1	0	0							0				ExecuteTaskName810110	ExecuteTaskContent810110	ExecuteTaskStory810110	SubmitTaskName810110	SubmitTaskContent810110	SubmitTaskStory810110					0
2542	10000020	0	6	4	0	-63.5,-4.6,-51.9	-63.5,-4.6,-51.9	-63.5,-4.6,-51.9	0		1		42	42	-63.5,-4.6,-51.9	0	0	1	7,5,45	7.000000	1		42		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName10000020	ExecuteTaskContent10000020	ExecuteTaskStory10000020	SubmitTaskName10000020	SubmitTaskContent10000020	SubmitTaskStory10000020	1				0
2543	10000020	1	6	4	0	-54.8,-4,-40.7	-54.8,-4,-40.7	-54.8,-4,-40.7	0		1		42	42	-54.8,-4,-40.7	0	0	1	15,5,35	15.000000	1		42		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName10000021	ExecuteTaskContent10000021	ExecuteTaskStory10000021	SubmitTaskName10000021	SubmitTaskContent10000021	SubmitTaskStory10000021					0
2544	10000020	2	8	2	0	GroupMonDead	monster10103011	monster10103011	0		1		42	42	-54.2, -4.0, -36.7	0	0	0		3.000000	3		42		0	0	1	1	0	0		item2002,300;item1000,1500;item106030101174,1	item2002,300;item1000,1500;item106030101174,1				0		1;2;3	-1;-1;-1	ExecuteTaskName10000022	ExecuteTaskContent10000022	ExecuteTaskStory10000022	SubmitTaskName10000022	SubmitTaskContent10000022	SubmitTaskStory10000022	1				0
2545	10000025	0	6	4	0	-60.3,-4.9,-20.8	-60.3,-4.9,-20.8	-60.3,-4.9,-20.8	0		1		42	42	-60.3,-4.9,-20.8	0	0	1	10,5,301	10.000000	1		42		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName10000025	ExecuteTaskContent10000025	ExecuteTaskStory10000025	SubmitTaskName10000025	SubmitTaskContent10000025	SubmitTaskStory10000025					0
2546	10000025	1	6	4	0	-70.0,-4.1,-9.0	-70.0,-4.1,-9.0	-70.0,-4.1,-9.0	0		1		42	42	-70.0,-4.1,-9.0	0	0	0		3.000000	1		42		0	0	1	1	0	0		item2002,200;item1000,1000	item2002,200;item1000,1000				0		1;2;3	-1;-1;-1	ExecuteTaskName10000026	ExecuteTaskContent10000026	ExecuteTaskStory10000026	SubmitTaskName10000026	SubmitTaskContent10000026	SubmitTaskStory10000026					0
2547	10000030	0	8	2	0	GroupMonDead	monster10103013	monster10103013	0		1		42	42	-69.5, -4.3, 1.8	0	0	0		3.000000	5		42		0	0	1	1	0	0		item2002,200;item1000,1000	item2002,200;item1000,1000				0		1;2;3	-1;-1;-1	ExecuteTaskName10000030	ExecuteTaskContent10000030	ExecuteTaskStory10000030	SubmitTaskName10000030	SubmitTaskContent10000030	SubmitTaskStory10000030	1				0
2548	10000040	0	6	4	0	-58.9,-3.5,17.9	-58.9,-3.5,17.9	-58.9,-3.5,17.9	0		1		42	42	-58.9,-3.5,17.9	0	0	1	12,3,45	15.000000	1		42		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName10000040	ExecuteTaskContent10000040	ExecuteTaskStory10000040	SubmitTaskName10000040	SubmitTaskContent10000040	SubmitTaskStory10000040					0
2549	10000040	1	6	4	0	-56.5,6.4,20.9	-56.5,6.4,20.9	-56.5,6.4,20.9	0		1		42	42	-56.5,6.4,20.9	0	0	0		3.000000	1		42		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName10000041	ExecuteTaskContent10000041	ExecuteTaskStory10000041	SubmitTaskName10000041	SubmitTaskContent10000041	SubmitTaskStory10000041					0
2550	10000040	2	38	4	0	box_900011_100	box_900011_100	box_900011_100	0		1		42	42	-49.4,5.6,24.9	0	0	0		1.000000	1		42		0	0	1	1	0	0		item2002,200;item1000,1000	item2002,200;item1000,1000				0		1;2;3	-1;-1;-1	ExecuteTaskName10000042	ExecuteTaskContent10000042	ExecuteTaskStory10000042	SubmitTaskName10000042	SubmitTaskContent10000042	SubmitTaskStory10000042	1				0
2551	10000050	0	6	4	0	-33.2,4.5,25.4	-33.2,4.5,25.4	-33.2,4.5,25.4	0		1		42	42	-33.2,4.5,25.4	0	0	0		2.000000	1		42		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName10000050	ExecuteTaskContent10000050	ExecuteTaskStory10000050	SubmitTaskName10000050	SubmitTaskContent10000050	SubmitTaskStory10000050	1				0
2552	10000050	1	39	4	0	s0m005		-33.2,4.7,26.1	0		1		42	42	-33.2,4.7,26.1	0	0	0		2.500000	1		42		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName10000053	ExecuteTaskContent10000053	ExecuteTaskStory10000053	SubmitTaskName10000053	SubmitTaskContent10000053	SubmitTaskStory10000053					0
2553	10000050	2	6	4	0	-30.0,5.0,24.3		-30.0,5.0,24.3	0		1		42	42	-30.0,5.0,24.3	0	0	1	6,4,90	2.500000	1		42		0	0	1	1	0	0		item2002,100;item1000,500	item2002,100;item1000,500				0		1;2;3	-1;-1;-1	ExecuteTaskName10000054	ExecuteTaskContent10000054	ExecuteTaskStory10000054	SubmitTaskName10000054	SubmitTaskContent10000054	SubmitTaskStory10000054					0
2554	10000060	0	6	4	0	-10.4,6.9,45.1	-10.4,6.9,45.1	-10.4,6.9,45.1	0		1		42	42	-10.4,6.9,45.1	0	0	1	20,5,234.9	11.000000	1		42		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName10000060	ExecuteTaskContent10000060	ExecuteTaskStory10000060	SubmitTaskName10000060	SubmitTaskContent10000060	SubmitTaskStory10000060					0
2555	10000060	1	44	4	0	1		4.2,6.9,51.2	0		1		42	42	4.2,6.9,51.2	0	0	0		1.000000	1		42		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName10000061	ExecuteTaskContent10000061	ExecuteTaskStory10000061	SubmitTaskName10000061	SubmitTaskContent10000061	SubmitTaskStory10000061					0
2556	10000060	2	39	4	0	s0m006		4.8, 6.9, 52.3	0		1		42	42	4.8, 6.9, 52.3	0	0	0		10.000000	1		42		0	0	1	1	0	0		item2002,100;item1000,500	item2002,100;item1000,500				0		1;2;3	-1;-1;-1	ExecuteTaskName10000062	ExecuteTaskContent10000062	ExecuteTaskStory10000062	SubmitTaskName10000062	SubmitTaskContent10000062	SubmitTaskStory10000062					0
2557	10000063	0	8	2	0	GroupMonDead	monster10103015	monster10103015	0		1		42	42	-1.2,6.9,46.4	0	0	0		5.000000	5		42		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName10000063	ExecuteTaskContent10000063	ExecuteTaskStory10000063	SubmitTaskName10000063	SubmitTaskContent10000063	SubmitTaskStory10000063					0
2558	10000063	1	6	4	0	14.5,4.7,60.6	14.5,4.7,60.6	14.5,4.7,60.6	0		1		42	42	14.5,4.7,60.6	0	0	1	16,2,239	9.000000	1		42		0	0	1	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName10000064	ExecuteTaskContent10000064	ExecuteTaskStory10000064	SubmitTaskName10000064	SubmitTaskContent10000064	SubmitTaskStory10000064	1				0
2559	10000070	0	8	2	0	GroupMonDead	monster10103015	monster10103015	0		1		42	42	31.7,4.8,68.9	0	0	0		5.000000	5		42		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName10000070	ExecuteTaskContent10000070	ExecuteTaskStory10000070	SubmitTaskName10000070	SubmitTaskContent10000070	SubmitTaskStory10000070					0
2560	10000070	1	6	4	0	27.1,4.9,66.7	27.1,4.9,66.7	27.1,4.9,66.7	0		1		42	42	27.1,4.9,66.7	0	0	1	10,7,45	6.000000	1		42		0	0	1	1	0	0		item2002,200;item1000,1000	item2002,200;item1000,1000				0		1;2;3	-1;-1;-1	ExecuteTaskName10000071	ExecuteTaskContent10000072	ExecuteTaskStory10000072	SubmitTaskName10000072	SubmitTaskContent10000072	SubmitTaskStory10000072					0
2561	10000080	0	6	4	0	75.6,-3.1,90.9	75.6,-3.1,90.9	75.6,-3.1,90.9	0		1		42	42	75.6,-3.1,90.9	0	0	0		3.000000	1		42		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName10000080	ExecuteTaskContent10000080	ExecuteTaskStory10000080	SubmitTaskName10000080	SubmitTaskContent10000080	SubmitTaskStory10000080					0
2562	10000080	1	8	2	0	GroupMonDead	monster10103017	monster10103017	0		1		42	42	81.1,-3.1,95.2	0	0	0		5.500000	1		42		0	0	1	1	0	0		item2002,100;item1000,500	item2002,100;item1000,500				0		1;2;3	-1;-1;-1	ExecuteTaskName10000081	ExecuteTaskContent10000081	ExecuteTaskStory10000081	SubmitTaskName10000081	SubmitTaskContent10000081	SubmitTaskStory10000081					0
2563	10000090	0	6	4	0	81.1,-3.1,95.2	81.1,-3.1,95.2	81.1,-3.1,95.2	0		1		42	42	81.1,-3.1,95.2	0	0	0		20.000000	1		42		0	0	1	1	0	1		item2002,100;item1000,500	item2002,100;item1000,500				0		1;2;3	-1;-1;-1	ExecuteTaskName10000090	ExecuteTaskContent10000091	ExecuteTaskStory10000091	SubmitTaskName10000091	SubmitTaskContent10000091	SubmitTaskStory10000091					0
2564	11100010	0	6	4	0	28.2,-5.1,-45.2		28.2,-5.1,-45.2	0		1		1	1	28.2,-5.1,-45.2	0	0	0		3.000000	1		1		0	0	0	1	0	0							0				ExecuteTaskName11100010	ExecuteTaskContent11100010	ExecuteTaskStory11100010	SubmitTaskName11100010	SubmitTaskContent11100010	SubmitTaskStory11100010					0
2565	11100010	1	6	4	0	24.3, -5.1, -37.5		24.3, -5.1, -37.5	0		1		1	1	24.3, -5.1, -37.5	0	0	0		3.000000	1		1		0	0	0	1	0	1							0				ExecuteTaskName11100011	ExecuteTaskContent11100011	ExecuteTaskStory11100011	SubmitTaskName11100011	SubmitTaskContent11100011	SubmitTaskStory11100011	1				0
2566	11100010	2	25	6	0	11100010,2		24.3, -5.1, -37.5,33,icon_caiji,InteractiveWakeup	0		1		1	1	24.3, -5.1, -37.5	0	0	0		3.000000	1		1		0	0	0	1	0	0		item2002,100;item1000,500	item2002,100;item1000,500				0				ExecuteTaskName11100012	ExecuteTaskContent11100012	ExecuteTaskStory11100012	SubmitTaskName11100012	SubmitTaskContent11100012	SubmitTaskStory11100012					0
2567	11100010	3	6	4	0	25.4, -5.1, -36.7		25.4, -5.1, -36.7	0		1		1	1	25.4, -5.1, -36.7	0	0	0		3.000000	1		1		0	0	1	1	0	0		item2002,100;item1000,500	item2002,100;item1000,500				0				ExecuteTaskName11100013	ExecuteTaskContent11100013	ExecuteTaskStory11100013	SubmitTaskName11100013	SubmitTaskContent11100013	SubmitTaskStory11100013					0
2568	11100020	0	6	4	0	33.4,-5.2,-37.1		33.4,-5.2,-37.1	0		1		1	1	33.4,-5.2,-37.1	0	0	0		2.000000	1		1		0	1	0	1	0	2							0				ExecuteTaskName11100020	ExecuteTaskContent11100020	ExecuteTaskStory11100020	SubmitTaskName11100020	SubmitTaskContent11100020	SubmitTaskStory11100020					0
2569	11100020	1	6	4	0	34.1,-0.4,-20.7		34.1,-0.4,-20.7	0		1		1	1	34.1,-0.4,-20.7	0	0	1	15,4,0	5.000000	1		1		0	1	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName11100021	ExecuteTaskContent11100021	ExecuteTaskStory11100021	SubmitTaskName11100021	SubmitTaskContent11100021	SubmitTaskStory11100021					0
2570	11100020	2	5	2	0	item107000020201	monster10101011	monster10101011	0	ArriveDestination	1		1	1	22.1, -0.4, 2.8	0	0	0		4.000000	1		1		0	0	1	1	0	0		item2002,100;item1000,500	item2002,100;item1000,500				0		1;2;3	-1;-1;-1	ExecuteTaskName11100022	ExecuteTaskContent11100022	ExecuteTaskStory11100022	SubmitTaskName11100022	SubmitTaskContent11100022	SubmitTaskStory11100022	1				0
2571	11100030	0	1	1	0	npc_018_zuoqi		npc_018_zuoqi	0		1		1	1	22.1, -0.4, 2.9	0	0	0		2.000000	1		1		0	0	0	1	0	2		item2002,100;item1000,500	item2002,100;item1000,500				0				ExecuteTaskName11100030	ExecuteTaskContent11100030	ExecuteTaskStory11100030	SubmitTaskName11100030	SubmitTaskContent11100030	SubmitTaskStory11100030					0
2572	11100030	1	6	4	0	-43.2,-4.3,-45.7		-43.2,-4.3,-45.7	0		1		1	1	-43.2,-4.3,-45.7	0	0	0		5.000000	1		1		0	0	1	1	0	0							0				ExecuteTaskName11100031	ExecuteTaskContent11100031	ExecuteTaskStory11100031	SubmitTaskName11100031	SubmitTaskContent11100031	SubmitTaskStory11100031					0
2573	11100040	0	1	1	0	npc_10007		npc_10007	0		1		1	1	-68.2,-4.3,-62.3	0	0	0		3.000000	1		1		0	0	0	1	0	0		item2002,200;item1000,1000	item2002,200;item1000,1000				0				ExecuteTaskName11100040	ExecuteTaskContent11100040	ExecuteTaskStory11100040	SubmitTaskName11100040	SubmitTaskContent11100040	SubmitTaskStory11100040					0
2574	11100040	1	1	1	0	npc_10007		npc_10007	0		1		1	1	-68.2,-4.3,-62.3	0	0	0		3.000000	1	npc_10007	1	-68.2,-4.3,-62.3	0	0	0	1	0	0		item2002,200;item1000,1000	item2002,200;item1000,1000				0				ExecuteTaskName11100041	ExecuteTaskContent11100041	ExecuteTaskStory11100041	SubmitTaskName11100041	SubmitTaskContent11100041	SubmitTaskStory11100041					0
2575	11100040	2	1	1	0	npc_018_lilina2		npc_018_lilina2	0		1		1	1		0	0	0		3.000000	1	npc_018_lilina2	1	-67.7,-4.3,-64.4	0	0	1	1	0	0		item2002,300;item1000,1500	item2002,300;item1000,1500				0				ExecuteTaskName11100210	ExecuteTaskContent11100210	ExecuteTaskStory11100210	SubmitTaskName11100210	SubmitTaskContent11100210	SubmitTaskStory11100210					0
2576	11100210	0	48	5	0	11100210		LinkUI:WorldMapPanel;1	0		1		0	0		0	0	0		0.000000	40		0		0	0	1	1	1	2		item2002,300;item1000,1500	item2002,300;item1000,1500				0				ExecuteTaskName11100211	ExecuteTaskContent11100211	ExecuteTaskStory11100211	SubmitTaskName11100211	SubmitTaskContent11100211	SubmitTaskStory11100211	1				0
2577	11100050	0	1	1	0	npc_10003		npc_10003	0		1		1	1	-59.5, -4.4, -38.6	0	0	0		3.000000	1		1		0	1	0	1	0	0							0				ExecuteTaskName11100050	ExecuteTaskContent11100050	ExecuteTaskStory11100050	SubmitTaskName11100050	SubmitTaskContent11100050	SubmitTaskStory11100050					0
2578	11100050	1	6	4	0	-60.7,-4.3,-47.5		-60.7,-4.3,-47.5	0		1		1	1	-60.7,-4.3,-47.5	0	0	0		1.500000	1		1		0	0	0	1	0	0							0		1;2;3	-1;-1;-1	ExecuteTaskName11100052	ExecuteTaskContent11100052	ExecuteTaskStory11100052	SubmitTaskName11100052	SubmitTaskContent11100052	SubmitTaskStory11100052					0
