道具ID	开启奖励数量	开启获得道具
item96000000132	1	item100500000116,1;item100500000115,1;item100500000111,1;item100500000110,1;item100500000109,1;item100500000108,1;item100500000119,1
item96000000133	1	item101020507311,1;item101020507322,1;item101020507323,1;item101020507324,1;item101020507329,1;item101020507333,1;item101020507334,1;item101020507336,1;item101020507337,1;item101020507338,1;item101020507340,1;item101020507341,1;item101020507342,1;item101020507344,1;item101020507346,1
item96000000134	1	item8101020503056,1;item8101020503033,1;item91000000058,1;item182000000414,1
item96000000135	1	item8101020503097,1;item8101020503048,1;item8101020514006,1;item91000000019,1
item96000000136	1	item8101020505343,1;item8101020505310,1;item8101020505348,1;item91000000048,1
item96000000137	1	item8101020503044,1;item8101020503045,1;item8101020503046,1;item8101020503093,1
item96000000138	1	item8101020505306,1;item8101020505307,1;item8101020505308,1;item8101020505342,1
item96000000196	1	item817902040102001,1;item817902040202001,1;item817902040302001,1;item817902040402001,1;item817902040502001,1;item817902040602001,1;item817902040101001,1;item817902040201001,1;item817902040301001,1;item817902040401001,1;item817902040501001,1;item817902040601001,1
item96000000197	1	item817902040104001,1;item817902040204001,1;item817902040304001,1;item817902040404001,1;item817902040504001,1;item817902040604001,1;item817902040103001,1;item817902040203001,1;item817902040303001,1;item817902040403001,1;item817902040503001,1;item817902040603001,1
item96000000198	1	item817902040106001,1;item817902040205001,1;item817902040305001,1;item817902040405001,1;item817902040505001,1;item817902040605001,1;item817902040105001,1;item817902040206001,1;item817902040306001,1;item817902040406001,1;item817902040506001,1;item817902040606001,1
item96000000199	1	item817902040107001,1;item817902040108001,1;item817902040207001,1;item817902040208001,1;item817902040307001,1;item817902040308001,1;item817902040407001,1;item817902040408001,1;item817902040507001,1;item817902040508001,1;item817902040607001,1;item817902040608001,1
item96000000200	1	item817902050101001,1;item817902050201001,1;item817902050301001,1;item817902050401001,1;item817902050501001,1;item817902050601001,1;item817902050102001,1;item817902050202001,1;item817902050302001,1;item817902050402001,1;item817902050502001,1;item817902050602001,1
item96000000201	1	item817902050103001,1;item817902050203001,1;item817902050303001,1;item817902050403001,1;item817902050503001,1;item817902050603001,1;item817902050104001,1;item817902050204001,1;item817902050304001,1;item817902050404001,1;item817902050504001,1;item817902050604001,1
item96000000202	1	item817902050106001,1;item817902050205001,1;item817902050305001,1;item817902050405001,1;item817902050505001,1;item817902050605001,1;item817902050105001,1;item817902050206001,1;item817902050306001,1;item817902050406001,1;item817902050506001,1;item817902050606001,1
item96000000203	1	item817902050107001,1;item817902050208001,1;item817902050307001,1;item817902050407001,1;item817902050508001,1;item817902050607001,1;item817902050108001,1;item817902050207001,1;item817902050308001,1;item817902050408001,1;item817902050507001,1;item817902050608001,1
item94000000704	1	item140000003039,1;item140000003040,1;item140000003021,1
item94000000705	1	item140000021017,1;item140000021031,1;item140000021032,1
item99000000083	1	hero101:item130000301301,1|hero102:item130000302301,1|hero103:item130000303301,1|hero104:item130000304301,1|hero105:item130000305301,1|hero106:item130000306301,1|hero107:item130000307301,1|hero108:item130000308301,1
item91000001565	1	item171000113521,1;item171000113522,1;item171000113523,1
item100000000115	1	item105900000048,3;item105900000050,2
item99000000084	1	hero101:item130000101295,1|hero102:item130000102295,1|hero103:item130000103295,1|hero104:item130000104295,1|hero105:item130000105295,1|hero106:item130000106295,1|hero107:item130000107295,1|hero108:item130000108295,1
item99000000085	1	hero101:item130000101395,1|hero102:item130000102395,1|hero103:item130000103395,1|hero104:item130000104395,1|hero105:item130000105395,1|hero106:item130000106395,1|hero107:item130000107395,1|hero108:item130000108395,1
item99000000086	1	hero101:item130000101195,1|hero102:item130000102195,1|hero103:item130000103195,1|hero104:item130000104195,1|hero105:item130000105195,1|hero106:item130000106195,1|hero107:item130000107195,1|hero108:item130000108195,1
item94000000722	1	item171001080701,1
item99000000087	1	hero101:item130000101296,1|hero102:item130000102296,1|hero103:item130000103296,1|hero104:item130000104296,1|hero105:item130000105296,1|hero106:item130000106296,1|hero107:item130000107296,1|hero108:item130000108296,1
item99000000088	1	hero101:item130000101396,1|hero102:item130000102396,1|hero103:item130000103396,1|hero104:item130000104396,1|hero105:item130000105396,1|hero106:item130000106396,1|hero107:item130000107396,1|hero108:item130000108396,1
item99000000089	1	hero101:item130000101196,1|hero102:item130000102196,1|hero103:item130000103196,1|hero104:item130000104196,1|hero105:item130000105196,1|hero106:item130000106196,1|hero107:item130000107196,1|hero108:item130000108196,1
item99000000090	1	hero101:item130000301311,1|hero102:item130000302311,1|hero103:item130000303311,1|hero104:item130000304311,1|hero105:item130000305311,1|hero106:item130000306311,1|hero107:item130000307311,1|hero108:item130000308311,1
item99000000091	1	hero101:item130000101294,1|hero102:item130000102294,1|hero103:item130000103294,1|hero104:item130000104294,1|hero105:item130000105294,1|hero106:item130000106294,1|hero107:item130000107294,1|hero108:item130000108294,1
item99000000092	1	hero101:item130000101394,1|hero102:item130000102394,1|hero103:item130000103394,1|hero104:item130000104394,1|hero105:item130000105394,1|hero106:item130000106394,1|hero107:item130000107394,1|hero108:item130000108394,1
item95000000702	1	item82130900100084,1;item82130000100051,1;item130000940513,1
item91000001583	1	item8103010132371,1;item91000000295,1;item891000000694,2
item94000000738	1	item101020507348,1;item99000000067,1;item99000000068,1;item99000000069,1
item91000001591	1	item130000140344,1;item133010940504,1
item94000000739	1	item173000005017,1
item93000000571	1	item107100053210,1;item107100053108,1;item107100053309,1
item93000000574	1	item101020507365,1;item101020507366,1
item93000000575	1	item127000053210,1;item127000053108,1;item127000053309,1
item93000000576	1	item171001080801,1
item93000000581	1	item171000113521,1;item171000113522,1;item171000113523,1
item93000000582	1	item8101020505312,1;item8101020505313,1;item8101020505314,1;item8101020505315,1;item8101020505316,1;item8101020505317,1;item8101020505348,1;item8101020505343,1;item8101020505310,1;item8101020505353,1
item93000000588	1	item171000113521,1;item171000113522,1;item171000113523,1
item93000000587	1	item162000330107,1;item162000330207,1;item162000330307,1
item93000000591	1	item105000000020,1;item105000000045,1;item105000000046,1;item105000000047,1;item105000000044,1;item105000000048,1;item105100000001,1;item105100000002,1;item105100000003,1;item105100000004,1;item105100000005,1;item105100000006,1;item105100000009,1;item105100000023,1;item105100000030,1;item105100000029,1;item105100000028,1;item105100000016,1;item105100000031,1;item105100000040,1
item93000000602	1	item130000040338,1;item130000040340,1;item130000040341,1
item99000000080	1	hero101:item130000101293,1|hero102:item130000102293,1|hero103:item130000103293,1|hero104:item130000104293,1|hero105:item130000105293,1|hero106:item130000106293,1|hero107:item130000107293,1|hero108:item130000108293,1
item99000000081	1	hero101:item130000101393,1|hero102:item130000102393,1|hero103:item130000103393,1|hero104:item130000104393,1|hero105:item130000105393,1|hero106:item130000106393,1|hero107:item130000107393,1|hero108:item130000108393,1
item99000000082	1	hero101:item130000101193,1|hero102:item130000102193,1|hero103:item130000103193,1|hero104:item130000104193,1|hero105:item130000105193,1|hero106:item130000106193,1|hero107:item130000107193,1|hero108:item130000108193,1
item93000000606	1	item8230000000101,1;item8230000000102,1;item8230000000103,1;item8230000000104,1
item93000000614	1	item105000000020,1;item105000000045,1;item105000000046,1;item105000000047,1;item105000000044,1;item105000000048,1;item105100000001,1;item105100000002,1;item105100000003,1;item105100000004,1;item105100000005,1;item105100000006,1;item105100000009,1;item105100000023,1;item105100000030,1;item105100000029,1;item105100000028,1;item105100000016,1;item105100000031,1;item105100000040,1;item105100000041,1
item93000000615	1	item140000003039,1;item140000003040,1
item93000000620	1	item82130200100083,1;item82130900100085,1;item82130900100084,1;item82130200100042,1;item82130900100077,1
item93000000621	1	item8230000000111,1;item8230000000112,1;item8230000000113,1;item8230000000114,1;item8230000000115,1
item18000000000016	1	item19100000400001,1;item19100000400002,1;item19100000400003,1
item95000000724	1	item82130900100084,1;item82130700100082,1;item162000320707,1
item94000000749	1	item101020507328,1;item99000000004,1;item99000000005,1;item99000000006,1
item91000001602	1	item82130900100084,1;item107000063310,1;item162000320707,1
item91000001603	1	item173000005016,1
item94000000752	1	item105000000054,1;item105000000055,1;item105000000056,1;item105000000057,1;item105000000058,1;item105000000060,1;item105000000061,1;item105000000062,1;item105000000063,1
item95000000671	1	item171001080701,1;item171001080801,1;item8102020060003,6;item91000001016,5;item82130400100090,1;item82130400100081,1
item95000000737	1	item8103010139501,1;item891000000694,2
item99000000095	1	item105900000001,1;item105900000002,1;item105900000003,1
item91000001604	1	item130000040515,1;item130000040358,1;item130000940508,1;item130000940512,1
item18000000000017	1	item19100000500001,1;item19100000500002,1;item19100000500003,1
item91000001616	1	item107100053103,1;item107100053101,1;item107100053106,1;item107100053108,1
item91000001617	1	item8101020514013,1;item8101020514012,1;item8101020514022,1
item91000001618	1	item8101020505355,1;item8101020505354,1;item8101020505364,1
item99000000097	1	hero101:item130000101297,1|hero102:item130000102297,1|hero103:item130000103297,1|hero104:item130000104297,1|hero105:item130000105297,1|hero106:item130000106297,1|hero107:item130000107297,1|hero108:item130000108297,1
item99000000098	1	hero101:item130000101397,1|hero102:item130000102397,1|hero103:item130000103397,1|hero104:item130000104397,1|hero105:item130000105397,1|hero106:item130000106397,1|hero107:item130000107397,1|hero108:item130000108397,1
item99000000099	1	hero101:item130000101197,1|hero102:item130000102197,1|hero103:item130000103197,1|hero104:item130000104197,1|hero105:item130000105197,1|hero106:item130000106197,1|hero107:item130000107197,1|hero108:item130000108197,1
item99000000100	1	hero101:item130000301307,1|hero102:item130000302307,1|hero103:item130000303307,1|hero104:item130000304307,1|hero105:item130000305307,1|hero106:item130000306307,1|hero107:item130000307307,1|hero108:item130000308307,1
item94000000778	1	item130000040347,1;item99000000001,1;item99000000002,1;item99000000003,1
item95000000743	1	item82130200100083,1;item82130000100051,1;item107100063102,1
item95000000744	1	item8101020514008,1;item8101020514009,1;item8101020514010,1
item95000000573	1	item171001080701,1;item171001080801,1;item8102020060003,1;item101020505346,1;item910000010161,1;item82130400100081,1
item91000001623	1	item171000113524,1;item171000113525,1
item94000000786	1	item140000003024,1;item140000003025,1;item140000003042,1
item94000000787	1	item140000011041,1;item140000011003,1;item140000011014,1
item99000000101	1	hero101:item130000301312,1|hero102:item130000302312,1|hero103:item130000303312,1|hero104:item130000304312,1|hero105:item130000305312,1|hero106:item130000306312,1|hero107:item130000307312,1|hero108:item130000308312,1
item94000000756	1	item173000005015,1
item94000000790	1	item173000005016,1
item91000001633	1	item82130700100082,1;item107000063102,1;item162000330207,1
item93000000668	1	item107100053205,1;item107100053206,1;item107100053207,1;item107100053106,1;item107100053210,1;item107100053306,1;item107100053103,1;item107100053308,1;item107100053108,1;item107100053213,1;item107100053309,1;item107100053208,1;item107100053304,1;item107100053104,1
