时装id	英雄ID	SDKAreaType	低模长相	高模长相	类型	衣服配色	缩放比例	展示icon	激活道具	展示文本	转换性别时装id	穿戴属性	收藏属性	套装id	展示类型
fashion_104288	hero104		c004|bottoms||clothes|c004_clothes539_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes539_t1|shoulder||	2			item130000004288	item130000004288,-1;item130000104288,86400	FashionDes_130000004288	fashion_108288	4,15	4,5;33,25	40041438	0
fashion_104388	hero104		c004|face|c004_face001_t1|head|c004_head539_t1	c004h|face|c004h_face001_t1|head|c004h_head539_t1	3			item130000004388	item130000004388,-1;item130000104388,86400	FashionDes_130000004388	fashion_108388	1,150	1,50;35,25	40041438	0
fashion_105188	hero105		c005|weapon|c005_weapon539_t1	c005h|weapon|c005h_weapon539_t1	1			item130000005188	item130000005188,-1;item130000105188,86400	FashionDes_130000005188		3,15	3,5;30,25	40051438	0
fashion_105288	hero105		c005|bottoms||clothes|c005_clothes539_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes539_t1|shoulder||	2			item130000005288	item130000005288,-1;item130000105288,86400	FashionDes_130000005288		4,15	4,5;33,25	40051438	0
fashion_105388	hero105		c005|face|c005_face001_t1|head|c005_head539_t1|parta|c005_parta539_t1	c005h|face|c005h_face001_t1|head|c005h_head539_t1|parta|c005h_parta539_t1	3			item130000005388	item130000005388,-1;item130000105388,86400	FashionDes_130000005388		1,150	1,50;35,25	40051438	0
fashion_106188	hero106		c006|weapon|c006_weapon539_t1	c006h|weapon|c006h_weapon539_t1	1			item130000006188	item130000006188,-1;item130000106188,86400	FashionDes_130000006188		3,15	3,5;30,25	40061438	0
fashion_106288	hero106		c006|bottoms||clothes|c006_clothes539_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes539_t1|shoulder||	2			item130000006288	item130000006288,-1;item130000106288,86400	FashionDes_130000006288		4,15	4,5;33,25	40061438	0
fashion_106388	hero106		c006|face|c006_face001_t1|head|c006_head539_t1	c006h|face|c006h_face001_t1|head|c006h_head539_t1	3			item130000006388	item130000006388,-1;item130000106388,86400	FashionDes_130000006388		1,150	1,50;35,25	40061438	0
fashion_107188	hero107		c007|weapon|c007_weapon539_t1	c007h|weapon|c007h_weapon539_t1	1			item130000007188	item130000007188,-1;item130000107188,86400	FashionDes_130000007188	fashion_103188	3,15	3,5;30,25	40071438	0
fashion_107288	hero107		c007|bottoms||clothes|c007_clothes539_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes539_t1|shoulder||	2			item130000007288	item130000007288,-1;item130000107288,86400	FashionDes_130000007288	fashion_103288	4,15	4,5;33,25	40071438	0
fashion_107388	hero107		c007|face|c007_face001_t1|head|c007_head539_t1	c007h|face|c007h_face001_t1|head|c007h_head539_t1	3			item130000007388	item130000007388,-1;item130000107388,86400	FashionDes_130000007388	fashion_103388	1,150	1,50;35,25	40071438	0
fashion_108188	hero108		c008|weapon|c008_weapon539_t1	c008h|weapon|c008h_weapon539_t1	1			item130000008188	item130000008188,-1;item130000108188,86400	FashionDes_130000008188	fashion_104188	3,15	3,5;30,25	40081438	0
fashion_108288	hero108		c008|bottoms||clothes|c008_clothes539_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes539_t1|shoulder||	2			item130000008288	item130000008288,-1;item130000108288,86400	FashionDes_130000008288	fashion_104288	4,15	4,5;33,25	40081438	0
fashion_108388	hero108		c008|face|c008_face001_t1|head|c008_head539_t1	c008h|face|c008h_face001_t1|head|c008h_head539_t1	3			item130000008388	item130000008388,-1;item130000108388,86400	FashionDes_130000008388	fashion_104388	1,150	1,50;35,25	40081438	0
fashion_101189	hero101		c001|weapon|c001_weapon540_t1	c001h|weapon|c001h_weapon540_t1	1			item130000001189	item130000001189,-1	FashionDes_130000001189		3,15	3,5;30,25	40011439	0
fashion_101289	hero101		c001|bottoms||clothes|c001_clothes540_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes540_t1|shoulder||	2			item130000001289	item130000001289,-1	FashionDes_130000001289		4,15	4,5;33,25	40011439	0
fashion_101389	hero101		c001|face|c001_face001_t1|head|c001_head540_t1	c001h|face|c001h_face001_t1|head|c001h_head540_t1	3			item130000001389	item130000001389,-1	FashionDes_130000001389		1,150	1,50;35,25	40011439	0
fashion_102189	hero102		c002|weapon|c002_weapon540_t1	c002h|weapon|c002h_weapon540_t1	1			item130000002189	item130000002189,-1	FashionDes_130000002189		3,15	3,5;30,25	40021439	0
fashion_102289	hero102		c002|bottoms||clothes|c002_clothes540_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes540_t1|shoulder||	2			item130000002289	item130000002289,-1	FashionDes_130000002289		4,15	4,5;33,25	40021439	0
fashion_102389	hero102		c002|face|c002_face001_t1|head|c002_head540_t1	c002h|face|c002h_face001_t1|head|c002h_head540_t1	3			item130000002389	item130000002389,-1	FashionDes_130000002389		1,150	1,50;35,25	40021439	0
fashion_103189	hero103		c003|weapon|c003_weapon540_t1	c003h|weapon|c003h_weapon540_t1	1			item130000003189	item130000003189,-1	FashionDes_130000003189	fashion_107189	3,15	3,5;30,25	40031439	0
fashion_103289	hero103		c003|bottoms||clothes|c003_clothes540_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes540_t1|shoulder||	2			item130000003289	item130000003289,-1	FashionDes_130000003289	fashion_107289	4,15	4,5;33,25	40031439	0
fashion_103389	hero103		c003|face|c003_face001_t1|head|c003_head540_t1	c003h|face|c003h_face001_t1|head|c003h_head540_t1	3			item130000003389	item130000003389,-1	FashionDes_130000003389	fashion_107389	1,150	1,50;35,25	40031439	0
fashion_104189	hero104		c004|weapon|c004_weapon540_t1	c004h|weapon|c004h_weapon540_t1	1			item130000004189	item130000004189,-1	FashionDes_130000004189	fashion_108189	3,15	3,5;30,25	40041439	0
fashion_104289	hero104		c004|bottoms||clothes|c004_clothes540_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes540_t1|shoulder||	2			item130000004289	item130000004289,-1	FashionDes_130000004289	fashion_108289	4,15	4,5;33,25	40041439	0
fashion_104389	hero104		c004|face|c004_face001_t1|head|c004_head540_t1	c004h|face|c004h_face001_t1|head|c004h_head540_t1	3			item130000004389	item130000004389,-1	FashionDes_130000004389	fashion_108389	1,150	1,50;35,25	40041439	0
fashion_105189	hero105		c005|weapon|c005_weapon540_t1	c005h|weapon|c005h_weapon540_t1	1			item130000005189	item130000005189,-1	FashionDes_130000005189		3,15	3,5;30,25	40051439	0
fashion_105289	hero105		c005|bottoms||clothes|c005_clothes540_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes540_t1|shoulder||	2			item130000005289	item130000005289,-1	FashionDes_130000005289		4,15	4,5;33,25	40051439	0
fashion_105389	hero105		c005|face|c005_face001_t1|head|c005_head540_t1|parta|c005_parta540_t1	c005h|face|c005h_face001_t1|head|c005h_head540_t1|parta|c005h_parta540_t1	3			item130000005389	item130000005389,-1	FashionDes_130000005389		1,150	1,50;35,25	40051439	0
fashion_106189	hero106		c006|weapon|c006_weapon540_t1	c006h|weapon|c006h_weapon540_t1	1			item130000006189	item130000006189,-1	FashionDes_130000006189		3,15	3,5;30,25	40061439	0
fashion_106289	hero106		c006|bottoms||clothes|c006_clothes540_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes540_t1|shoulder||	2			item130000006289	item130000006289,-1	FashionDes_130000006289		4,15	4,5;33,25	40061439	0
fashion_106389	hero106		c006|face|c006_face001_t1|head|c006_head540_t1	c006h|face|c006h_face001_t1|head|c006h_head540_t1	3			item130000006389	item130000006389,-1	FashionDes_130000006389		1,150	1,50;35,25	40061439	0
fashion_107189	hero107		c007|weapon|c007_weapon540_t1	c007h|weapon|c007h_weapon540_t1	1			item130000007189	item130000007189,-1	FashionDes_130000007189	fashion_103189	3,15	3,5;30,25	40071439	0
fashion_107289	hero107		c007|bottoms||clothes|c007_clothes540_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes540_t1|shoulder||	2			item130000007289	item130000007289,-1	FashionDes_130000007289	fashion_103289	4,15	4,5;33,25	40071439	0
fashion_107389	hero107		c007|face|c007_face001_t1|head|c007_head540_t1	c007h|face|c007h_face001_t1|head|c007h_head540_t1	3			item130000007389	item130000007389,-1	FashionDes_130000007389	fashion_103389	1,150	1,50;35,25	40071439	0
fashion_108189	hero108		c008|weapon|c008_weapon540_t1	c008h|weapon|c008h_weapon540_t1	1			item130000008189	item130000008189,-1	FashionDes_130000008189	fashion_104189	3,15	3,5;30,25	40081439	0
fashion_108289	hero108		c008|bottoms||clothes|c008_clothes540_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes540_t1|shoulder||	2			item130000008289	item130000008289,-1	FashionDes_130000008289	fashion_104289	4,15	4,5;33,25	40081439	0
fashion_108389	hero108		c008|face|c008_face001_t1|head|c008_head540_t1	c008h|face|c008h_face001_t1|head|c008h_head540_t1	3			item130000008389	item130000008389,-1	FashionDes_130000008389	fashion_104389	1,150	1,50;35,25	40081439	0
fashion_101190	hero101		c001|weapon|c001_weapon537_t1	c001h|weapon|c001h_weapon537_t1	1			item130000001190	item130000001190,-1;item130000101190,86400	FashionDes_130000001190		3,15	3,5;30,25	40011440	0
fashion_101290	hero101		c001|bottoms||clothes|c001_clothes537_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes537_t1|shoulder||	2			item130000001290	item130000001290,-1;item130000101290,86400	FashionDes_130000001290		4,15	4,5;33,25	40011440	0
fashion_101390	hero101		c001|face|c001_face001_t1|head|c001_head537_t1	c001h|face|c001h_face001_t1|head|c001h_head537_t1	3			item130000001390	item130000001390,-1;item130000101390,86400	FashionDes_130000001390		1,150	1,50;35,25	40011440	0
fashion_102190	hero102		c002|weapon|c002_weapon537_t1	c002h|weapon|c002h_weapon537_t1	1			item130000002190	item130000002190,-1;item130000102190,86400	FashionDes_130000002190		3,15	3,5;30,25	40021440	0
fashion_102290	hero102		c002|bottoms||clothes|c002_clothes537_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes537_t1|shoulder||	2			item130000002290	item130000002290,-1;item130000102290,86400	FashionDes_130000002290		4,15	4,5;33,25	40021440	0
fashion_102390	hero102		c002|face|c002_face001_t1|head|c002_head537_t1	c002h|face|c002h_face001_t1|head|c002h_head537_t1	3			item130000002390	item130000002390,-1;item130000102390,86400	FashionDes_130000002390		1,150	1,50;35,25	40021440	0
fashion_103190	hero103		c003|weapon|c003_weapon537_t1	c003h|weapon|c003h_weapon537_t1	1			item130000003190	item130000003190,-1;item130000103190,86400	FashionDes_130000003190	fashion_107190	3,15	3,5;30,25	40031440	0
fashion_103290	hero103		c003|bottoms||clothes|c003_clothes537_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes537_t1|shoulder||	2			item130000003290	item130000003290,-1;item130000103290,86400	FashionDes_130000003290	fashion_107290	4,15	4,5;33,25	40031440	0
fashion_103390	hero103		c003|face|c003_face001_t1|head|c003_head537_t1	c003h|face|c003h_face001_t1|head|c003h_head537_t1	3			item130000003390	item130000003390,-1;item130000103390,86400	FashionDes_130000003390	fashion_107390	1,150	1,50;35,25	40031440	0
fashion_104190	hero104		c004|weapon|c004_weapon537_t1	c004h|weapon|c004h_weapon537_t1	1			item130000004190	item130000004190,-1;item130000104190,86400	FashionDes_130000004190	fashion_108190	3,15	3,5;30,25	40041440	0
fashion_104290	hero104		c004|bottoms||clothes|c004_clothes537_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes537_t1|shoulder||	2			item130000004290	item130000004290,-1;item130000104290,86400	FashionDes_130000004290	fashion_108290	4,15	4,5;33,25	40041440	0
fashion_104390	hero104		c004|face|c004_face001_t1|head|c004_head537_t1	c004h|face|c004h_face001_t1|head|c004h_head537_t1	3			item130000004390	item130000004390,-1;item130000104390,86400	FashionDes_130000004390	fashion_108390	1,150	1,50;35,25	40041440	0
fashion_105190	hero105		c005|weapon|c005_weapon537_t1	c005h|weapon|c005h_weapon537_t1	1			item130000005190	item130000005190,-1;item130000105190,86400	FashionDes_130000005190		3,15	3,5;30,25	40051440	0
fashion_105290	hero105		c005|bottoms||clothes|c005_clothes537_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes537_t1|shoulder||	2			item130000005290	item130000005290,-1;item130000105290,86400	FashionDes_130000005290		4,15	4,5;33,25	40051440	0
fashion_105390	hero105		c005|face|c005_face001_t1|head|c005_head537_t1	c005h|face|c005h_face001_t1|head|c005h_head537_t1	3			item130000005390	item130000005390,-1;item130000105390,86400	FashionDes_130000005390		1,150	1,50;35,25	40051440	0
fashion_106190	hero106		c006|weapon|c006_weapon537_t1	c006h|weapon|c006h_weapon537_t1	1			item130000006190	item130000006190,-1;item130000106190,86400	FashionDes_130000006190		3,15	3,5;30,25	40061440	0
fashion_106290	hero106		c006|bottoms||clothes|c006_clothes537_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes537_t1|shoulder||	2			item130000006290	item130000006290,-1;item130000106290,86400	FashionDes_130000006290		4,15	4,5;33,25	40061440	0
fashion_106390	hero106		c006|face|c006_face001_t1|head|c006_head537_t1	c006h|face|c006h_face001_t1|head|c006h_head537_t1	3			item130000006390	item130000006390,-1;item130000106390,86400	FashionDes_130000006390		1,150	1,50;35,25	40061440	0
fashion_107190	hero107		c007|weapon|c007_weapon537_t1	c007h|weapon|c007h_weapon537_t1	1			item130000007190	item130000007190,-1;item130000107190,86400	FashionDes_130000007190	fashion_103190	3,15	3,5;30,25	40071440	0
fashion_107290	hero107		c007|bottoms||clothes|c007_clothes537_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes537_t1|shoulder||	2			item130000007290	item130000007290,-1;item130000107290,86400	FashionDes_130000007290	fashion_103290	4,15	4,5;33,25	40071440	0
fashion_107390	hero107		c007|face|c007_face001_t1|head|c007_head537_t1	c007h|face|c007h_face001_t1|head|c007h_head537_t1	3			item130000007390	item130000007390,-1;item130000107390,86400	FashionDes_130000007390	fashion_103390	1,150	1,50;35,25	40071440	0
fashion_108190	hero108		c008|weapon|c008_weapon537_t1	c008h|weapon|c008h_weapon537_t1	1			item130000008190	item130000008190,-1;item130000108190,86400	FashionDes_130000008190	fashion_104190	3,15	3,5;30,25	40081440	0
fashion_108290	hero108		c008|bottoms||clothes|c008_clothes537_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes537_t1|shoulder||	2			item130000008290	item130000008290,-1;item130000108290,86400	FashionDes_130000008290	fashion_104290	4,15	4,5;33,25	40081440	0
fashion_108390	hero108		c008|face|c008_face001_t1|head|c008_head537_t1	c008h|face|c008h_face001_t1|head|c008h_head537_t1	3			item130000008390	item130000008390,-1;item130000108390,86400	FashionDes_130000008390	fashion_104390	1,150	1,50;35,25	40081440	0
fashion_101191	hero101		c001|weapon|c001_weapon542_t1	c001h|weapon|c001h_weapon542_t1	1			item130000101191	item130000101191,-1	FashionDes_130000101191		3,15	3,5;30,25	40011441	0
fashion_101291	hero101		c001|bottoms||clothes|c001_clothes542_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes542_t1|shoulder||	2			item130000101291	item130000101291,-1	FashionDes_130000101291		4,15	4,5;33,25	40011441	0
fashion_101391	hero101		c001|face|c001_face001_t1|head|c001_head542_t1	c001h|face|c001h_face001_t1|head|c001h_head542_t1	3			item130000101391	item130000101391,-1	FashionDes_130000101391		1,150	1,50;35,25	40011441	0
fashion_102191	hero102		c002|weapon|c002_weapon542_t1	c002h|weapon|c002h_weapon542_t1	1			item130000102191	item130000102191,-1	FashionDes_130000102191		3,15	3,5;30,25	40021441	0
fashion_102291	hero102		c002|bottoms||clothes|c002_clothes542_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes542_t1|shoulder||	2			item130000102291	item130000102291,-1	FashionDes_130000102291		4,15	4,5;33,25	40021441	0
fashion_102391	hero102		c002|face|c002_face001_t1|head|c002_head542_t1	c002h|face|c002h_face001_t1|head|c002h_head542_t1	3			item130000102391	item130000102391,-1	FashionDes_130000102391		1,150	1,50;35,25	40021441	0
fashion_103191	hero103		c003|weapon|c003_weapon542_t1	c003h|weapon|c003h_weapon542_t1	1			item130000103191	item130000103191,-1	FashionDes_130000103191	fashion_107191	3,15	3,5;30,25	40031441	0
fashion_103291	hero103		c003|bottoms||clothes|c003_clothes542_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes542_t1|shoulder||	2			item130000103291	item130000103291,-1	FashionDes_130000103291	fashion_107291	4,15	4,5;33,25	40031441	0
fashion_103391	hero103		c003|face|c003_face001_t1|head|c003_head542_t1	c003h|face|c003h_face001_t1|head|c003h_head542_t1	3			item130000103391	item130000103391,-1	FashionDes_130000103391	fashion_107391	1,150	1,50;35,25	40031441	0
fashion_104191	hero104		c004|weapon|c004_weapon542_t1	c004h|weapon|c004h_weapon542_t1	1			item130000104191	item130000104191,-1	FashionDes_130000104191	fashion_108191	3,15	3,5;30,25	40041441	0
fashion_104291	hero104		c004|bottoms||clothes|c004_clothes542_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes542_t1|shoulder||	2			item130000104291	item130000104291,-1	FashionDes_130000104291	fashion_108291	4,15	4,5;33,25	40041441	0
fashion_104391	hero104		c004|face|c004_face001_t1|head|c004_head542_t1	c004h|face|c004h_face001_t1|head|c004h_head542_t1	3			item130000104391	item130000104391,-1	FashionDes_130000104391	fashion_108391	1,150	1,50;35,25	40041441	0
fashion_105191	hero105		c005|weapon|c005_weapon542_t1	c005h|weapon|c005h_weapon542_t1	1			item130000105191	item130000105191,-1	FashionDes_130000105191		3,15	3,5;30,25	40051441	0
fashion_105291	hero105		c005|bottoms||clothes|c005_clothes542_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes542_t1|shoulder||	2			item130000105291	item130000105291,-1	FashionDes_130000105291		4,15	4,5;33,25	40051441	0
fashion_105391	hero105		c005|face|c005_face001_t1|head|c005_head542_t1|parta|c005_parta542_t1	c005h|face|c005h_face001_t1|head|c005h_head542_t1|parta|c005h_parta542_t1	3			item130000105391	item130000105391,-1	FashionDes_130000105391		1,150	1,50;35,25	40051441	0
fashion_106191	hero106		c006|weapon|c006_weapon542_t1	c006h|weapon|c006h_weapon542_t1	1			item130000106191	item130000106191,-1	FashionDes_130000106191		3,15	3,5;30,25	40061441	0
fashion_106291	hero106		c006|bottoms||clothes|c006_clothes542_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes542_t1|shoulder||	2			item130000106291	item130000106291,-1	FashionDes_130000106291		4,15	4,5;33,25	40061441	0
fashion_106391	hero106		c006|face|c006_face001_t1|head|c006_head542_t1	c006h|face|c006h_face001_t1|head|c006h_head542_t1	3			item130000106391	item130000106391,-1	FashionDes_130000106391		1,150	1,50;35,25	40061441	0
fashion_107191	hero107		c007|weapon|c007_weapon542_t1	c007h|weapon|c007h_weapon542_t1	1			item130000107191	item130000107191,-1	FashionDes_130000107191	fashion_103191	3,15	3,5;30,25	40071441	0
fashion_107291	hero107		c007|bottoms||clothes|c007_clothes542_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes542_t1|shoulder||	2			item130000107291	item130000107291,-1	FashionDes_130000107291	fashion_103291	4,15	4,5;33,25	40071441	0
