流水	活动id	第几周	任务组	任务id	能量	功能检测和自动关闭
4643	6228	1	15	182110	83	0,0
4644	6228	1	16	183080	165	13,1
4645	6228	1	17	182130	83	145,1
4646	6228	1	18	181400	50	0,1
4647	6228	1	18	181410	50	0,1
4648	6228	1	18	181420	50	0,1
4649	6228	1	19	183100	165	0,1
4650	6228	1	20	182140	83	25,1
4651	6228	1	21	181460	50	0,1
4652	6228	1	21	181470	50	0,1
4653	6228	1	21	181480	50	0,1
4654	6228	1	125	183130	50	183,1
4655	6228	2	22	183010	165	0,1
4656	6228	2	23	182010	83	69,0
4657	6228	2	24	181040	50	0,1
4658	6228	2	24	181050	50	0,1
4659	6228	2	24	181060	50	0,1
4660	6228	2	25	183030	165	80,1
4661	6228	2	26	182030	83	39,0
4662	6228	2	27	182050	83	0,0
4663	6228	2	28	183040	165	0,1
4664	6228	2	29	182060	83	1,1
4665	6228	2	30	181220	50	0,0
4666	6228	2	30	181230	50	0,0
4667	6228	2	30	181240	50	0,0
4668	6228	2	31	183050	165	23,1
4669	6228	2	32	182080	83	33,1
4670	6228	2	33	181310	50	138,1
4671	6228	2	33	181320	50	138,1
4672	6228	2	33	181330	50	138,1
4673	6228	2	34	183060	165	14,1
4674	6228	2	35	182090	83	34,1
4675	6228	2	36	182100	83	41,0
4676	6228	2	37	183080	165	13,1
4677	6228	2	38	182130	83	145,1
4678	6228	2	39	181430	50	37,0
4679	6228	2	39	181440	50	37,0
4680	6228	2	39	181450	50	37,0
4681	6228	2	40	183110	165	0,1
4682	6228	2	41	182150	83	25,1
4683	6228	2	42	181490	50	0,1
4684	6228	2	42	181500	50	0,1
4685	6228	2	42	181510	50	0,1
4686	6228	3	43	183010	165	0,1
4687	6228	3	44	182010	83	69,0
4688	6228	3	45	181070	50	0,1
4689	6228	3	45	181080	50	0,1
4690	6228	3	45	181090	50	0,1
4691	6228	3	46	183020	165	106,1
4692	6228	3	47	182070	83	2,1
4693	6228	3	48	182050	83	0,0
4694	6228	3	49	183070	165	0,1
4695	6228	3	50	182060	83	1,1
4696	6228	3	51	181250	50	0,0
4697	6228	3	51	181260	50	0,0
4698	6228	3	51	181270	50	0,0
4699	6228	3	52	183050	165	23,1
4700	6228	3	53	182080	83	33,1
4701	6228	3	54	181340	50	138,1
4702	6228	3	54	181350	50	138,1
4703	6228	3	54	181360	50	138,1
4704	6228	3	55	183040	165	0,1
4705	6228	3	56	182100	83	41,0
4706	6228	3	57	182120	83	127,0
4707	6228	3	58	183080	165	13,1
4708	6228	3	59	182130	83	145,1
4709	6228	3	60	181430	50	37,0
4710	6228	3	60	181440	50	37,0
4711	6228	3	60	181450	50	37,0
4712	6228	3	61	183100	165	0,1
4713	6228	3	62	182160	83	25,1
4714	6228	3	63	181520	50	0,1
4715	6228	3	63	181530	50	0,1
4716	6228	3	63	181540	50	0,1
4717	6228	4	64	183010	165	0,1
4718	6228	4	65	182010	83	69,0
4719	6228	4	66	181100	50	0,1
4720	6228	4	66	181110	50	0,1
4721	6228	4	66	181120	50	0,1
4722	6228	4	67	183030	165	80,1
4723	6228	4	68	182030	83	39,0
4724	6228	4	69	182050	83	0,0
4725	6228	4	70	183040	165	0,1
4726	6228	4	71	182070	83	2,1
4727	6228	4	72	181280	50	0,0
4728	6228	4	72	181290	50	0,0
4729	6228	4	72	181300	50	0,0
4730	6228	4	73	183050	165	23,1
4731	6228	4	74	182080	83	33,1
4732	6228	4	75	181370	50	138,1
4733	6228	4	75	181380	50	138,1
4734	6228	4	75	181390	50	138,1
4735	6228	4	76	183060	165	14,1
4736	6228	4	77	182100	83	41,0
4737	6228	4	78	182110	83	0,0
4738	6228	4	79	183080	165	13,1
4739	6228	4	80	182130	83	145,1
4740	6228	4	81	181430	50	37,0
4741	6228	4	81	181440	50	37,0
4742	6228	4	81	181450	50	37,0
4743	6228	4	82	183110	165	0,1
4744	6228	4	83	182170	83	25,1
4745	6228	4	84	181550	50	0,1
4746	6228	4	84	181560	50	0,1
4747	6228	4	84	181570	50	0,1
4748	6229	1	1	183010	200	0,1
4749	6229	1	2	182010	118	69,0
4750	6229	1	3	181430	85	37,0
4751	6229	1	3	181440	85	37,0
4752	6229	1	3	181450	85	37,0
4753	6229	1	4	183020	200	106,1
4754	6229	1	5	182020	118	12,0
4755	6229	1	6	182050	118	0,0
4756	6229	1	7	183040	200	0,1
4757	6229	1	8	182060	118	1,1
4758	6229	1	9	181010	85	0,1
4759	6229	1	9	181020	85	0,1
4760	6229	1	9	181030	85	0,1
4761	6229	1	10	183050	200	23,1
4762	6229	1	11	182080	118	33,1
4763	6229	1	12	181190	85	0,0
4764	6229	1	12	181200	85	0,0
4765	6229	1	12	181210	85	0,0
4766	6229	1	13	183070	200	0,1
4767	6229	1	14	182100	118	41,0
4768	6229	1	15	182110	118	0,0
4769	6229	1	16	183080	200	13,1
4770	6229	1	17	182130	118	145,1
4771	6229	1	18	181400	85	0,1
4772	6229	1	18	181410	85	0,1
4773	6229	1	18	181420	85	0,1
4774	6229	1	19	183100	200	0,1
4775	6229	1	20	182140	118	25,1
4776	6229	1	21	181460	85	0,1
4777	6229	1	21	181470	85	0,1
4778	6229	1	21	181480	85	0,1
4779	6229	1	125	183130	85	183,1
4780	6229	2	22	183010	200	0,1
4781	6229	2	23	182010	118	69,0
4782	6229	2	24	181040	85	0,1
4783	6229	2	24	181050	85	0,1
4784	6229	2	24	181060	85	0,1
4785	6229	2	25	183030	200	80,1
4786	6229	2	26	182030	118	39,0
4787	6229	2	27	182050	118	0,0
4788	6229	2	28	183040	200	0,1
4789	6229	2	29	182060	118	1,1
4790	6229	2	30	181220	85	0,0
4791	6229	2	30	181230	85	0,0
4792	6229	2	30	181240	85	0,0
4793	6229	2	31	183050	200	23,1
4794	6229	2	32	182080	118	33,1
4795	6229	2	33	181310	85	138,1
4796	6229	2	33	181320	85	138,1
4797	6229	2	33	181330	85	138,1
4798	6229	2	34	183060	200	14,1
4799	6229	2	35	182090	118	34,1
4800	6229	2	36	182100	118	41,0
4801	6229	2	37	183080	200	13,1
4802	6229	2	38	182130	118	145,1
4803	6229	2	39	181430	85	37,0
4804	6229	2	39	181440	85	37,0
4805	6229	2	39	181450	85	37,0
4806	6229	2	40	183110	200	0,1
4807	6229	2	41	182150	118	25,1
4808	6229	2	42	181490	85	0,1
4809	6229	2	42	181500	85	0,1
4810	6229	2	42	181510	85	0,1
4811	6229	3	43	183010	200	0,1
4812	6229	3	44	182010	118	69,0
4813	6229	3	45	181070	85	0,1
4814	6229	3	45	181080	85	0,1
4815	6229	3	45	181090	85	0,1
4816	6229	3	46	183020	200	106,1
4817	6229	3	47	182070	118	2,1
4818	6229	3	48	182050	118	0,0
4819	6229	3	49	183070	200	0,1
4820	6229	3	50	182060	118	1,1
4821	6229	3	51	181250	85	0,0
4822	6229	3	51	181260	85	0,0
4823	6229	3	51	181270	85	0,0
4824	6229	3	52	183050	200	23,1
4825	6229	3	53	182080	118	33,1
4826	6229	3	54	181340	85	138,1
4827	6229	3	54	181350	85	138,1
4828	6229	3	54	181360	85	138,1
4829	6229	3	55	183040	200	0,1
4830	6229	3	56	182100	118	41,0
4831	6229	3	57	182120	118	127,0
4832	6229	3	58	183080	200	13,1
4833	6229	3	59	182130	118	145,1
4834	6229	3	60	181430	85	37,0
4835	6229	3	60	181440	85	37,0
4836	6229	3	60	181450	85	37,0
4837	6229	3	61	183100	200	0,1
4838	6229	3	62	182160	118	25,1
4839	6229	3	63	181520	85	0,1
4840	6229	3	63	181530	85	0,1
4841	6229	3	63	181540	85	0,1
4842	6230	1	1	183010	165	0,1
4843	6230	1	2	182010	83	69,0
4844	6230	1	3	181430	50	37,0
4845	6230	1	3	181440	50	37,0
4846	6230	1	3	181450	50	37,0
4847	6230	1	4	183020	165	106,1
4848	6230	1	5	182020	83	12,0
4849	6230	1	6	182050	83	0,0
4850	6230	1	7	183040	165	0,1
4851	6230	1	8	182060	83	1,1
4852	6230	1	9	181010	50	0,1
4853	6230	1	9	181020	50	0,1
4854	6230	1	9	181030	50	0,1
4855	6230	1	10	183050	165	23,1
4856	6230	1	11	182080	83	33,1
4857	6230	1	12	181190	50	0,0
4858	6230	1	12	181200	50	0,0
4859	6230	1	12	181210	50	0,0
4860	6230	1	13	183070	165	0,1
4861	6230	1	14	182100	83	41,0
4862	6230	1	15	182110	83	0,0
4863	6230	1	16	183080	165	13,1
4864	6230	1	17	182130	83	145,1
4865	6230	1	18	181400	50	0,1
4866	6230	1	18	181410	50	0,1
4867	6230	1	18	181420	50	0,1
4868	6230	1	19	183100	165	0,1
4869	6230	1	20	182140	83	25,1
4870	6230	1	21	181460	50	0,1
4871	6230	1	21	181470	50	0,1
4872	6230	1	21	181480	50	0,1
4873	6230	1	125	183130	50	183,1
4874	6230	2	22	183010	165	0,1
4875	6230	2	23	182010	83	69,0
4876	6230	2	24	181040	50	0,1
4877	6230	2	24	181050	50	0,1
4878	6230	2	24	181060	50	0,1
4879	6230	2	25	183030	165	80,1
4880	6230	2	26	182030	83	39,0
4881	6230	2	27	182050	83	0,0
4882	6230	2	28	183040	165	0,1
4883	6230	2	29	182060	83	1,1
4884	6230	2	30	181220	50	0,0
4885	6230	2	30	181230	50	0,0
4886	6230	2	30	181240	50	0,0
4887	6230	2	31	183050	165	23,1
4888	6230	2	32	182080	83	33,1
4889	6230	2	33	181310	50	138,1
4890	6230	2	33	181320	50	138,1
4891	6230	2	33	181330	50	138,1
4892	6230	2	34	183060	165	14,1
4893	6230	2	35	182090	83	34,1
4894	6230	2	36	182100	83	41,0
4895	6230	2	37	183080	165	13,1
4896	6230	2	38	182130	83	145,1
4897	6230	2	39	181430	50	37,0
4898	6230	2	39	181440	50	37,0
4899	6230	2	39	181450	50	37,0
4900	6230	2	40	183110	165	0,1
4901	6230	2	41	182150	83	25,1
4902	6230	2	42	181490	50	0,1
4903	6230	2	42	181500	50	0,1
4904	6230	2	42	181510	50	0,1
4905	6230	3	43	183010	165	0,1
4906	6230	3	44	182010	83	69,0
4907	6230	3	45	181070	50	0,1
4908	6230	3	45	181080	50	0,1
4909	6230	3	45	181090	50	0,1
4910	6230	3	46	183020	165	106,1
4911	6230	3	47	182070	83	2,1
4912	6230	3	48	182050	83	0,0
4913	6230	3	49	183070	165	0,1
4914	6230	3	50	182060	83	1,1
4915	6230	3	51	181250	50	0,0
4916	6230	3	51	181260	50	0,0
4917	6230	3	51	181270	50	0,0
4918	6230	3	52	183050	165	23,1
4919	6230	3	53	182080	83	33,1
4920	6230	3	54	181340	50	138,1
4921	6230	3	54	181350	50	138,1
4922	6230	3	54	181360	50	138,1
4923	6230	3	55	183040	165	0,1
4924	6230	3	56	182100	83	41,0
4925	6230	3	57	182120	83	127,0
4926	6230	3	58	183080	165	13,1
4927	6230	3	59	182130	83	145,1
4928	6230	3	60	181430	50	37,0
4929	6230	3	60	181440	50	37,0
4930	6230	3	60	181450	50	37,0
4931	6230	3	61	183100	165	0,1
4932	6230	3	62	182160	83	25,1
4933	6230	3	63	181520	50	0,1
4934	6230	3	63	181530	50	0,1
4935	6230	3	63	181540	50	0,1
4936	6230	4	64	183010	165	0,1
4937	6230	4	65	182010	83	69,0
4938	6230	4	66	181100	50	0,1
4939	6230	4	66	181110	50	0,1
4940	6230	4	66	181120	50	0,1
4941	6230	4	67	183030	165	80,1
4942	6230	4	68	182030	83	39,0
4943	6230	4	69	182050	83	0,0
4944	6230	4	70	183040	165	0,1
4945	6230	4	71	182070	83	2,1
4946	6230	4	72	181280	50	0,0
4947	6230	4	72	181290	50	0,0
4948	6230	4	72	181300	50	0,0
4949	6230	4	73	183050	165	23,1
4950	6230	4	74	182080	83	33,1
4951	6230	4	75	181370	50	138,1
4952	6230	4	75	181380	50	138,1
4953	6230	4	75	181390	50	138,1
4954	6230	4	76	183060	165	14,1
4955	6230	4	77	182100	83	41,0
4956	6230	4	78	182110	83	0,0
4957	6230	4	79	183080	165	13,1
4958	6230	4	80	182130	83	145,1
4959	6230	4	81	181430	50	37,0
4960	6230	4	81	181440	50	37,0
4961	6230	4	81	181450	50	37,0
4962	6230	4	82	183110	165	0,1
4963	6230	4	83	182170	83	25,1
4964	6230	4	84	181550	50	0,1
4965	6230	4	84	181560	50	0,1
4966	6231	1	1	183010	173	0,1
4967	6231	1	2	182010	103	69,0
4968	6231	1	3	181430	75	37,0
4969	6231	1	3	181440	75	37,0
4970	6231	1	3	181450	75	37,0
4971	6231	1	4	183020	173	106,1
4972	6231	1	5	182020	103	12,0
4973	6231	1	6	182050	103	0,0
4974	6231	1	7	183040	173	0,1
4975	6231	1	8	182060	103	1,1
4976	6231	1	9	181010	75	0,1
4977	6231	1	9	181020	75	0,1
4978	6231	1	9	181030	75	0,1
4979	6231	1	10	183050	173	23,1
4980	6231	1	11	182080	103	33,1
4981	6231	1	12	181190	75	0,0
4982	6231	1	12	181200	75	0,0
4983	6231	1	12	181210	75	0,0
4984	6231	1	13	183070	173	0,1
4985	6231	1	14	182100	103	41,0
4986	6231	1	15	182110	103	0,0
4987	6231	1	16	183080	173	13,1
4988	6231	1	17	182130	103	145,1
4989	6231	1	18	181400	75	0,1
4990	6231	1	18	181410	75	0,1
4991	6231	1	18	181420	75	0,1
4992	6231	1	19	183100	173	0,1
4993	6231	1	20	182140	103	25,1
4994	6231	1	21	181460	75	0,1
4995	6231	1	21	181470	75	0,1
4996	6231	1	21	181480	75	0,1
4997	6231	1	125	183130	75	183,1
4998	6231	2	22	183010	173	0,1
4999	6231	2	23	182010	103	69,0
5000	6231	2	24	181040	75	0,1
5001	6231	2	24	181050	75	0,1
5002	6231	2	24	181060	75	0,1
5003	6231	2	25	183030	173	80,1
5004	6231	2	26	182030	103	39,0
5005	6231	2	27	182050	103	0,0
5006	6231	2	28	183040	173	0,1
5007	6231	2	29	182060	103	1,1
5008	6231	2	30	181220	75	0,0
5009	6231	2	30	181230	75	0,0
5010	6231	2	30	181240	75	0,0
5011	6231	2	31	183050	173	23,1
5012	6231	2	32	182080	103	33,1
5013	6231	2	33	181310	75	138,1
5014	6231	2	33	181320	75	138,1
5015	6231	2	33	181330	75	138,1
5016	6231	2	34	183060	173	14,1
5017	6231	2	35	182090	103	34,1
5018	6231	2	36	182100	103	41,0
5019	6231	2	37	183080	173	13,1
5020	6231	2	38	182130	103	145,1
5021	6231	2	39	181430	75	37,0
5022	6231	2	39	181440	75	37,0
5023	6231	2	39	181450	75	37,0
5024	6231	2	40	183110	173	0,1
5025	6231	2	41	182150	103	25,1
5026	6231	2	42	181490	75	0,1
5027	6231	2	42	181500	75	0,1
5028	6231	2	42	181510	75	0,1
5029	6231	3	43	183010	173	0,1
5030	6231	3	44	182010	103	69,0
5031	6231	3	45	181070	75	0,1
5032	6231	3	45	181080	75	0,1
5033	6231	3	45	181090	75	0,1
5034	6231	3	46	183020	173	106,1
5035	6231	3	47	182070	103	2,1
5036	6231	3	48	182050	103	0,0
5037	6231	3	49	183070	173	0,1
5038	6231	3	50	182060	103	1,1
5039	6231	3	51	181250	75	0,0
5040	6231	3	51	181260	75	0,0
5041	6231	3	51	181270	75	0,0
5042	6231	3	52	183050	173	23,1
5043	6231	3	53	182080	103	33,1
5044	6231	3	54	181340	75	138,1
5045	6231	3	54	181350	75	138,1
5046	6231	3	54	181360	75	138,1
5047	6231	3	55	183040	173	0,1
5048	6231	3	56	182100	103	41,0
5049	6231	3	57	182120	103	127,0
5050	6231	3	58	183080	173	13,1
5051	6231	3	59	182130	103	145,1
5052	6231	3	60	181430	75	37,0
5053	6231	3	60	181440	75	37,0
5054	6231	3	60	181450	75	37,0
5055	6231	3	61	183100	173	0,1
5056	6231	3	62	182160	103	25,1
5057	6231	3	63	181520	75	0,1
5058	6231	3	63	181530	75	0,1
5059	6231	3	63	181540	75	0,1
5060	6231	4	64	183010	144	0,1
5061	6231	4	65	182010	73	69,0
5062	6231	4	66	181100	44	0,1
5063	6231	4	66	181110	44	0,1
5064	6231	4	66	181120	44	0,1
5065	6231	4	67	183030	144	80,1
5066	6231	4	68	182030	73	39,0
5067	6231	4	69	182050	73	0,0
5068	6231	4	70	183040	144	0,1
5069	6231	4	71	182070	73	2,1
5070	6231	4	72	181280	44	0,0
5071	6231	4	72	181290	44	0,0
5072	6231	4	72	181300	44	0,0
5073	6231	4	73	183050	144	23,1
5074	6231	4	74	182080	73	33,1
5075	6231	4	75	181370	44	138,1
5076	6231	4	75	181380	44	138,1
5077	6231	4	75	181390	44	138,1
5078	6231	4	76	183060	144	14,1
5079	6231	4	77	182100	73	41,0
5080	6231	4	78	182110	73	0,0
5081	6231	4	79	183080	144	13,1
5082	6231	4	80	182130	73	145,1
5083	6231	4	81	181430	44	37,0
5084	6231	4	81	181440	44	37,0
5085	6231	4	81	181450	44	37,0
5086	6231	4	82	183110	144	0,1
5087	6231	4	83	182170	73	25,1
5088	6231	4	84	181550	44	0,1
5089	6231	4	84	181560	44	0,1
5090	6231	4	84	181570	44	0,1
5091	6239	1	1	183010	173	0,1
5092	6239	1	2	182010	103	69,0
5093	6239	1	3	181430	75	37,0
5094	6239	1	3	181440	75	37,0
5095	6239	1	3	181450	75	37,0
5096	6239	1	4	183020	173	106,1
5097	6239	1	5	182020	103	12,0
5098	6239	1	6	182050	103	0,0
5099	6239	1	7	183040	173	0,1
5100	6239	1	8	182060	103	1,1
5101	6239	1	9	181010	75	0,1
5102	6239	1	9	181020	75	0,1
5103	6239	1	9	181030	75	0,1
5104	6239	1	10	183050	173	23,1
5105	6239	1	11	182080	103	33,1
5106	6239	1	12	181190	75	0,0
5107	6239	1	12	181200	75	0,0
5108	6239	1	12	181210	75	0,0
5109	6239	1	13	183070	173	0,1
5110	6239	1	14	182100	103	41,0
5111	6239	1	15	182110	103	0,0
5112	6239	1	16	183080	173	13,1
5113	6239	1	17	182130	103	145,1
5114	6239	1	18	181400	75	0,1
5115	6239	1	18	181410	75	0,1
5116	6239	1	18	181420	75	0,1
5117	6239	1	19	183100	173	0,1
5118	6239	1	20	182140	103	25,1
5119	6239	1	21	181460	75	0,1
5120	6239	1	21	181470	75	0,1
5121	6239	1	21	181480	75	0,1
5122	6239	1	125	183130	75	183,1
5123	6239	2	22	183010	173	0,1
5124	6239	2	23	182010	103	69,0
5125	6239	2	24	181040	75	0,1
5126	6239	2	24	181050	75	0,1
5127	6239	2	24	181060	75	0,1
5128	6239	2	25	183030	173	80,1
5129	6239	2	26	182030	103	39,0
5130	6239	2	27	182050	103	0,0
5131	6239	2	28	183040	173	0,1
5132	6239	2	29	182060	103	1,1
5133	6239	2	30	181220	75	0,0
5134	6239	2	30	181230	75	0,0
5135	6239	2	30	181240	75	0,0
5136	6239	2	31	183050	173	23,1
5137	6239	2	32	182080	103	33,1
5138	6239	2	33	181310	75	138,1
5139	6239	2	33	181320	75	138,1
5140	6239	2	33	181330	75	138,1
5141	6239	2	34	183060	173	14,1
5142	6239	2	35	182090	103	34,1
5143	6239	2	36	182100	103	41,0
5144	6239	2	37	183080	173	13,1
5145	6239	2	38	182130	103	145,1
5146	6239	2	39	181430	75	37,0
5147	6239	2	39	181440	75	37,0
5148	6239	2	39	181450	75	37,0
5149	6239	2	40	183110	173	0,1
5150	6239	2	41	182150	103	25,1
5151	6239	2	42	181490	75	0,1
5152	6239	2	42	181500	75	0,1
5153	6239	2	42	181510	75	0,1
5154	6239	3	43	183010	173	0,1
5155	6239	3	44	182010	103	69,0
5156	6239	3	45	181070	75	0,1
5157	6239	3	45	181080	75	0,1
5158	6239	3	45	181090	75	0,1
5159	6239	3	46	183020	173	106,1
5160	6239	3	47	182070	103	2,1
5161	6239	3	48	182050	103	0,0
5162	6239	3	49	183070	173	0,1
5163	6239	3	50	182060	103	1,1
5164	6239	3	51	181250	75	0,0
5165	6239	3	51	181260	75	0,0
5166	6239	3	51	181270	75	0,0
5167	6239	3	52	183050	173	23,1
5168	6239	3	53	182080	103	33,1
5169	6239	3	54	181340	75	138,1
5170	6239	3	54	181350	75	138,1
5171	6239	3	54	181360	75	138,1
5172	6239	3	55	183040	173	0,1
5173	6239	3	56	182100	103	41,0
5174	6239	3	57	182120	103	127,0
5175	6239	3	58	183080	173	13,1
5176	6239	3	59	182130	103	145,1
5177	6239	3	60	181430	75	37,0
5178	6239	3	60	181440	75	37,0
5179	6239	3	60	181450	75	37,0
5180	6239	3	61	183100	173	0,1
5181	6239	3	62	182160	103	25,1
5182	6239	3	63	181520	75	0,1
5183	6239	3	63	181530	75	0,1
5184	6239	3	63	181540	75	0,1
5185	6239	4	64	183010	173	0,1
5186	6239	4	65	182010	103	69,0
5187	6239	4	66	181100	44	0,1
5188	6239	4	66	181110	44	0,1
5189	6239	4	66	181120	44	0,1
5190	6239	4	67	183030	173	80,1
5191	6239	4	68	182030	103	39,0
5192	6239	4	69	182050	103	0,0
5193	6239	4	70	183040	173	0,1
5194	6239	4	71	182070	103	2,1
5195	6239	4	72	181280	44	0,0
5196	6239	4	72	181290	44	0,0
5197	6239	4	72	181300	44	0,0
5198	6239	4	73	183050	173	23,1
5199	6239	4	74	182080	103	33,1
5200	6239	4	75	181370	44	138,1
5201	6239	4	75	181380	44	138,1
5202	6239	4	75	181390	44	138,1
5203	6239	4	76	183060	173	14,1
5204	6239	4	77	182100	103	41,0
5205	6239	4	78	182110	103	0,0
5206	6239	4	79	183080	173	13,1
5207	6239	4	80	182130	103	145,1
5208	6239	4	81	181430	75	37,0
5209	6239	4	81	181440	75	37,0
5210	6239	4	81	181450	75	37,0
5211	6239	4	82	183110	173	0,1
5212	6239	4	83	182170	73	25,1
5213	6239	4	84	181550	44	0,1
5214	6239	4	84	181560	44	0,1
5215	6239	4	84	181570	44	0,1
5216	6232	1	209	184010	120	0,1
5217	6232	1	209	184020	180	0,1
5218	6232	1	209	184030	250	0,1
5219	6232	1	210	184040	100	23,1
5220	6232	1	210	184050	200	23,1
5221	6232	1	210	184060	300	23,1
5222	6232	1	211	184070	100	0,1
5223	6232	1	211	184080	200	0,1
5224	6232	1	211	184090	300	0,1
5225	6232	1	212	184100	100	145,1
5226	6232	1	212	184110	160	145,1
5227	6232	1	212	184120	240	145,1
5228	6232	1	213	184130	120	51,1
5229	6232	1	213	184140	180	51,1
5230	6232	1	213	184150	250	51,1
5231	6232	1	214	185010	100	57,1
5232	6232	1	215	185020	150	160,1
5233	6232	1	216	185030	100	122,1
5234	6232	1	217	185050	150	106,1
5235	6232	1	218	185060	100	3,1
5236	6232	1	219	185090	50	1,1
5237	6232	1	220	185100	50	41,0
5238	6232	1	221	185110	50	0,1
5239	6232	2	222	184010	120	0,1
5240	6232	2	222	184020	180	0,1
5241	6232	2	222	184030	250	0,1
5242	6232	2	223	184040	100	23,1
5243	6232	2	223	184050	200	23,1
5244	6232	2	223	184060	300	23,1
5245	6232	2	224	184070	100	0,1
5246	6232	2	224	184080	200	0,1
5247	6232	2	224	184090	300	0,1
5248	6232	2	225	184100	100	145,1
5249	6232	2	225	184110	160	145,1
5250	6232	2	225	184120	240	145,1
5251	6232	2	226	184130	120	51,1
5252	6232	2	226	184140	180	51,1
5253	6232	2	226	184150	250	51,1
5254	6232	2	227	185010	100	57,1
5255	6232	2	228	185020	150	160,1
5256	6232	2	229	185030	100	122,1
5257	6232	2	230	185040	150	158,1
5258	6232	2	231	185070	100	80,1
5259	6232	2	232	185080	50	1,1
5260	6232	2	233	185100	50	41,0
5261	6232	2	234	185110	50	0,1
5262	6232	3	235	184010	120	0,1
5263	6232	3	235	184020	180	0,1
5264	6232	3	235	184030	250	0,1
5265	6232	3	236	184040	100	23,1
5266	6232	3	236	184050	200	23,1
5267	6232	3	236	184060	300	23,1
5268	6232	3	237	184070	100	0,1
5269	6232	3	237	184080	200	0,1
5270	6232	3	237	184090	300	0,1
5271	6232	3	238	184100	100	145,1
5272	6232	3	238	184110	160	145,1
5273	6232	3	238	184120	240	145,1
5274	6232	3	239	184130	120	51,1
5275	6232	3	239	184140	180	51,1
5276	6232	3	239	184150	250	51,1
5277	6232	3	240	185010	100	57,1
5278	6232	3	241	185020	150	160,1
5279	6232	3	242	185040	150	158,1
5280	6232	3	243	185050	150	106,1
5281	6232	3	244	185060	100	3,1
5282	6232	3	245	185080	50	1,1
5283	6232	3	246	185090	50	1,1
5284	6232	3	247	185100	50	41,0
5285	6232	4	248	184010	120	0,1
5286	6232	4	248	184020	180	0,1
5287	6232	4	248	184030	250	0,1
5288	6232	4	249	184040	100	23,1
5289	6232	4	249	184050	200	23,1
5290	6232	4	249	184060	300	23,1
5291	6232	4	250	184070	100	0,1
5292	6232	4	250	184080	200	0,1
5293	6232	4	250	184090	300	0,1
5294	6232	4	251	184100	100	145,1
5295	6232	4	251	184110	160	145,1
5296	6232	4	251	184120	240	145,1
5297	6232	4	252	184130	120	51,1
5298	6232	4	252	184140	180	51,1
5299	6232	4	252	184150	250	51,1
5300	6232	4	253	185020	150	57,1
5301	6232	4	254	185030	100	160,1
5302	6232	4	255	185040	150	122,1
5303	6232	4	256	185050	150	106,1
5304	6232	4	257	185070	100	80,1
5305	6232	4	258	185080	50	1,1
5306	6232	4	259	185090	50	1,1
5307	6232	4	260	185110	50	0,1
5308	6233	1	209	184010	120	0,1
5309	6233	1	209	184020	180	0,1
5310	6233	1	209	184030	250	0,1
5311	6233	1	210	184040	100	23,1
5312	6233	1	210	184050	200	23,1
5313	6233	1	210	184060	300	23,1
5314	6233	1	211	184070	100	0,1
5315	6233	1	211	184080	200	0,1
5316	6233	1	211	184090	300	0,1
5317	6233	1	212	184100	100	145,1
5318	6233	1	212	184110	160	145,1
5319	6233	1	212	184120	240	145,1
5320	6233	1	213	184130	120	51,1
5321	6233	1	213	184140	180	51,1
5322	6233	1	213	184150	250	51,1
5323	6233	1	214	185010	100	57,1
5324	6233	1	215	185020	150	160,1
5325	6233	1	216	185030	100	122,1
5326	6233	1	217	185050	150	106,1
5327	6233	1	218	185060	100	3,1
5328	6233	1	219	185090	50	1,1
5329	6233	1	220	185100	50	41,0
5330	6233	1	221	185110	50	0,1
5331	6233	2	222	184010	120	0,1
5332	6233	2	222	184020	180	0,1
5333	6233	2	222	184030	250	0,1
5334	6233	2	223	184040	100	23,1
5335	6233	2	223	184050	200	23,1
5336	6233	2	223	184060	300	23,1
5337	6233	2	224	184070	100	0,1
5338	6233	2	224	184080	200	0,1
5339	6233	2	224	184090	300	0,1
5340	6233	2	225	184100	100	145,1
5341	6233	2	225	184110	160	145,1
5342	6233	2	225	184120	240	145,1
5343	6233	2	226	184130	120	51,1
5344	6233	2	226	184140	180	51,1
5345	6233	2	226	184150	250	51,1
5346	6233	2	227	185010	100	57,1
5347	6233	2	228	185020	150	160,1
5348	6233	2	229	185030	100	122,1
5349	6233	2	230	185040	150	158,1
5350	6233	2	231	185070	100	80,1
5351	6233	2	232	185080	50	1,1
5352	6233	2	233	185100	50	41,0
5353	6233	2	234	185110	50	0,1
5354	6233	3	235	184010	120	0,1
5355	6233	3	235	184020	180	0,1
5356	6233	3	235	184030	250	0,1
5357	6233	3	236	184040	100	23,1
5358	6233	3	236	184050	200	23,1
5359	6233	3	236	184060	300	23,1
5360	6233	3	237	184070	100	0,1
5361	6233	3	237	184080	200	0,1
5362	6233	3	237	184090	300	0,1
5363	6233	3	238	184100	100	145,1
5364	6233	3	238	184110	160	145,1
5365	6233	3	238	184120	240	145,1
5366	6233	3	239	184130	120	51,1
5367	6233	3	239	184140	180	51,1
5368	6233	3	239	184150	250	51,1
5369	6233	3	240	185010	100	57,1
5370	6233	3	241	185020	150	160,1
5371	6233	3	242	185040	150	158,1
5372	6233	3	243	185050	150	106,1
5373	6233	3	244	185060	100	3,1
5374	6233	3	245	185080	50	1,1
5375	6233	3	246	185090	50	1,1
5376	6233	3	247	185100	50	41,0
5377	6233	4	248	184010	120	0,1
