流水id	技能宝石升级属性类型	等级	镶嵌属性	升级至次级所需经验	重置所需材料
2796	505	136	4,305;1,3049;23,1017;26,1017	480000	item17908000000001,1
2797	505	137	4,310;1,3093;23,1031;26,1031	480000	item17908000000001,1
2798	505	138	4,314;1,3137;23,1046;26,1046	480000	item17908000000001,1
2799	505	139	4,319;1,3181;23,1061;26,1061	480000	item17908000000001,1
2800	505	140	4,323;1,3225;23,1075;26,1075	0	item17908000000001,1
2801	206	1	3,1;4,1;24,1;21,1	200	item17908000000001,1
2802	206	2	3,1;4,1;24,2;21,2	200	item17908000000001,1
2803	206	3	3,1;4,1;24,2;21,2	200	item17908000000001,1
2804	206	4	3,1;4,1;24,3;21,3	200	item17908000000001,1
2805	206	5	3,1;4,1;24,4;21,4	600	item17908000000001,1
2806	206	6	3,2;4,2;24,5;21,5	600	item17908000000001,1
2807	206	7	3,2;4,2;24,6;21,6	600	item17908000000001,1
2808	206	8	3,2;4,2;24,7;21,7	600	item17908000000001,1
2809	206	9	3,3;4,3;24,8;21,8	600	item17908000000001,1
2810	206	10	3,3;4,3;24,9;21,9	1000	item17908000000001,1
2811	206	11	3,3;4,3;24,10;21,10	1000	item17908000000001,1
2812	206	12	3,4;4,4;24,11;21,11	1000	item17908000000001,1
2813	206	13	3,4;4,4;24,13;21,13	1000	item17908000000001,1
2814	206	14	3,5;4,5;24,14;21,14	1000	item17908000000001,1
2815	206	15	3,5;4,5;24,15;21,15	2000	item17908000000001,1
2816	206	16	3,5;4,5;24,17;21,17	2000	item17908000000001,1
2817	206	17	3,6;4,6;24,18;21,18	2000	item17908000000001,1
2818	206	18	3,6;4,6;24,19;21,19	2000	item17908000000001,1
2819	206	19	3,7;4,7;24,21;21,21	2000	item17908000000001,1
2820	206	20	3,7;4,7;24,22;21,22	800	item17908000000001,1
2821	206	21	3,7;4,7;24,24;21,24	800	item17908000000001,1
2822	206	22	3,8;4,8;24,25;21,25	800	item17908000000001,1
2823	206	23	3,8;4,8;24,27;21,27	800	item17908000000001,1
2824	206	24	3,9;4,9;24,29;21,29	800	item17908000000001,1
2825	206	25	3,9;4,9;24,30;21,30	2500	item17908000000001,1
2826	206	26	3,10;4,10;24,32;21,32	2500	item17908000000001,1
2827	206	27	3,11;4,11;24,34;21,34	2500	item17908000000001,1
2828	206	28	3,11;4,11;24,36;21,36	2500	item17908000000001,1
2829	206	29	3,12;4,12;24,38;21,38	2500	item17908000000001,1
2830	206	30	3,12;4,12;24,40;21,40	7000	item17908000000001,1
2831	206	31	3,13;4,13;24,43;21,43	7000	item17908000000001,1
2832	206	32	3,14;4,14;24,45;21,45	7000	item17908000000001,1
2833	206	33	3,15;4,15;24,47;21,47	7000	item17908000000001,1
2834	206	34	3,15;4,15;24,50;21,50	7000	item17908000000001,1
2835	206	35	3,16;4,16;24,52;21,52	15000	item17908000000001,1
2836	206	36	3,17;4,17;24,55;21,55	15000	item17908000000001,1
2837	206	37	3,18;4,18;24,57;21,57	15000	item17908000000001,1
2838	206	38	3,18;4,18;24,60;21,60	15000	item17908000000001,1
2839	206	39	3,19;4,19;24,63;21,63	15000	item17908000000001,1
2840	206	40	3,20;4,20;24,65;21,65	7500	item17908000000001,1
2841	206	41	3,21;4,21;24,68;21,68	7500	item17908000000001,1
2842	206	42	3,22;4,22;24,71;21,71	7500	item17908000000001,1
2843	206	43	3,23;4,23;24,74;21,74	7500	item17908000000001,1
2844	206	44	3,24;4,24;24,77;21,77	7500	item17908000000001,1
2845	206	45	3,24;4,24;24,80;21,80	16500	item17908000000001,1
2846	206	46	3,25;4,25;24,84;21,84	16500	item17908000000001,1
2847	206	47	3,26;4,26;24,87;21,87	16500	item17908000000001,1
2848	206	48	3,27;4,27;24,90;21,90	16500	item17908000000001,1
2849	206	49	3,28;4,28;24,94;21,94	16500	item17908000000001,1
2850	206	50	3,29;4,29;24,97;21,97	25500	item17908000000001,1
2851	206	51	3,31;4,31;24,101;21,101	25500	item17908000000001,1
2852	206	52	3,32;4,32;24,104;21,104	25500	item17908000000001,1
2853	206	53	3,33;4,33;24,108;21,108	25500	item17908000000001,1
2854	206	54	3,34;4,34;24,112;21,112	25500	item17908000000001,1
2855	206	55	3,35;4,35;24,115;21,115	34000	item17908000000001,1
2856	206	56	3,36;4,36;24,119;21,119	34000	item17908000000001,1
2857	206	57	3,37;4,37;24,123;21,123	34000	item17908000000001,1
2858	206	58	3,39;4,39;24,127;21,127	34000	item17908000000001,1
2859	206	59	3,40;4,40;24,131;21,131	34000	item17908000000001,1
2860	206	60	3,41;4,41;24,135;21,135	21000	item17908000000001,1
2861	206	61	3,42;4,42;24,140;21,140	21000	item17908000000001,1
2862	206	62	3,44;4,44;24,144;21,144	21000	item17908000000001,1
2863	206	63	3,45;4,45;24,148;21,148	21000	item17908000000001,1
2864	206	64	3,46;4,46;24,153;21,153	21000	item17908000000001,1
2865	206	65	3,47;4,47;24,157;21,157	38500	item17908000000001,1
2866	206	66	3,49;4,49;24,161;21,161	38500	item17908000000001,1
2867	206	67	3,50;4,50;24,166;21,166	38500	item17908000000001,1
2868	206	68	3,51;4,51;24,170;21,170	38500	item17908000000001,1
2869	206	69	3,53;4,53;24,174;21,174	38500	item17908000000001,1
2870	206	70	3,54;4,54;24,179;21,179	55500	item17908000000001,1
2871	206	71	3,55;4,55;24,183;21,183	55500	item17908000000001,1
2872	206	72	3,57;4,57;24,188;21,188	55500	item17908000000001,1
2873	206	73	3,58;4,58;24,193;21,193	55500	item17908000000001,1
2874	206	74	3,60;4,60;24,197;21,197	55500	item17908000000001,1
2875	206	75	3,61;4,61;24,202;21,202	72500	item17908000000001,1
2876	206	76	3,62;4,62;24,207;21,207	72500	item17908000000001,1
2877	206	77	3,64;4,64;24,212;21,212	72500	item17908000000001,1
2878	206	78	3,65;4,65;24,217;21,217	72500	item17908000000001,1
2879	206	79	3,67;4,67;24,222;21,222	72500	item17908000000001,1
2880	206	80	3,68;4,68;24,227;21,227	45000	item17908000000001,1
2881	206	81	3,70;4,70;24,232;21,232	45000	item17908000000001,1
2882	206	82	3,72;4,72;24,238;21,238	45000	item17908000000001,1
2883	206	83	3,73;4,73;24,243;21,243	45000	item17908000000001,1
2884	206	84	3,75;4,75;24,248;21,248	45000	item17908000000001,1
2885	206	85	3,76;4,76;24,254;21,254	82500	item17908000000001,1
2886	206	86	3,78;4,78;24,259;21,259	82500	item17908000000001,1
2887	206	87	3,80;4,80;24,265;21,265	82500	item17908000000001,1
2888	206	88	3,82;4,82;24,271;21,271	82500	item17908000000001,1
2889	206	89	3,83;4,83;24,276;21,276	82500	item17908000000001,1
2890	206	90	3,85;4,85;24,282;21,282	120000	item17908000000001,1
2891	206	91	3,87;4,87;24,288;21,288	120000	item17908000000001,1
2892	206	92	3,89;4,89;24,294;21,294	120000	item17908000000001,1
2893	206	93	3,90;4,90;24,300;21,300	120000	item17908000000001,1
2894	206	94	3,92;4,92;24,306;21,306	120000	item17908000000001,1
2895	206	95	3,94;4,94;24,312;21,312	157500	item17908000000001,1
2896	206	96	3,96;4,96;24,318;21,318	157500	item17908000000001,1
2897	206	97	3,98;4,98;24,325;21,325	157500	item17908000000001,1
2898	206	98	3,100;4,100;24,331;21,331	157500	item17908000000001,1
2899	206	99	3,102;4,102;24,337;21,337	157500	item17908000000001,1
2900	206	100	3,103;4,103;24,344;21,344	97500	item17908000000001,1
2901	206	101	3,105;4,105;24,350;21,350	97500	item17908000000001,1
2902	206	102	3,107;4,107;24,357;21,357	97500	item17908000000001,1
2903	206	103	3,109;4,109;24,364;21,364	97500	item17908000000001,1
2904	206	104	3,111;4,111;24,370;21,370	97500	item17908000000001,1
2905	206	105	3,113;4,113;24,377;21,377	163500	item17908000000001,1
2906	206	106	3,116;4,116;24,384;21,384	163500	item17908000000001,1
2907	206	107	3,118;4,118;24,391;21,391	163500	item17908000000001,1
2908	206	108	3,120;4,120;24,398;21,398	163500	item17908000000001,1
2909	206	109	3,122;4,122;24,405;21,405	163500	item17908000000001,1
2910	206	110	3,124;4,124;24,412;21,412	229500	item17908000000001,1
2911	206	111	3,126;4,126;24,419;21,419	229500	item17908000000001,1
2912	206	112	3,128;4,128;24,427;21,427	229500	item17908000000001,1
2913	206	113	3,131;4,131;24,434;21,434	229500	item17908000000001,1
2914	206	114	3,133;4,133;24,441;21,441	229500	item17908000000001,1
2915	206	115	3,135;4,135;24,449;21,449	295000	item17908000000001,1
2916	206	116	3,137;4,137;24,456;21,456	295000	item17908000000001,1
2917	206	117	3,139;4,139;24,463;21,463	295000	item17908000000001,1
2918	206	118	3,142;4,142;24,471;21,471	295000	item17908000000001,1
2919	206	119	3,144;4,144;24,478;21,478	295000	item17908000000001,1
2920	206	120	3,146;4,146;24,485;21,485	180000	item17908000000001,1
2921	206	121	3,148;4,148;24,493;21,493	180000	item17908000000001,1
2922	206	122	3,151;4,151;24,501;21,501	180000	item17908000000001,1
2923	206	123	3,153;4,153;24,508;21,508	180000	item17908000000001,1
2924	206	124	3,155;4,155;24,516;21,516	180000	item17908000000001,1
2925	206	125	3,157;4,157;24,524;21,524	280000	item17908000000001,1
2926	206	126	3,160;4,160;24,532;21,532	280000	item17908000000001,1
2927	206	127	3,162;4,162;24,540;21,540	280000	item17908000000001,1
2928	206	128	3,165;4,165;24,548;21,548	280000	item17908000000001,1
2929	206	129	3,167;4,167;24,556;21,556	280000	item17908000000001,1
2930	206	130	3,169;4,169;24,564;21,564	380000	item17908000000001,1
2931	206	131	3,172;4,172;24,572;21,572	380000	item17908000000001,1
2932	206	132	3,174;4,174;24,580;21,580	380000	item17908000000001,1
2933	206	133	3,177;4,177;24,589;21,589	380000	item17908000000001,1
2934	206	134	3,179;4,179;24,597;21,597	380000	item17908000000001,1
2935	206	135	3,182;4,182;24,605;21,605	480000	item17908000000001,1
2936	206	136	3,185;4,185;24,614;21,614	480000	item17908000000001,1
2937	206	137	3,187;4,187;24,623;21,623	480000	item17908000000001,1
2938	206	138	3,190;4,190;24,631;21,631	480000	item17908000000001,1
2939	206	139	3,192;4,192;24,640;21,640	480000	item17908000000001,1
2940	206	140	3,195;4,195;24,649;21,649	0	item17908000000001,1
2941	306	1	3,1;4,1;24,1;21,1	200	item17908000000001,1
2942	306	2	3,1;4,1;24,2;21,2	200	item17908000000001,1
2943	306	3	3,1;4,1;24,2;21,2	200	item17908000000001,1
2944	306	4	3,1;4,1;24,3;21,3	200	item17908000000001,1
2945	306	5	3,1;4,1;24,4;21,4	600	item17908000000001,1
2946	306	6	3,2;4,2;24,5;21,5	600	item17908000000001,1
2947	306	7	3,2;4,2;24,6;21,6	600	item17908000000001,1
2948	306	8	3,2;4,2;24,7;21,7	600	item17908000000001,1
2949	306	9	3,3;4,3;24,8;21,8	600	item17908000000001,1
2950	306	10	3,3;4,3;24,9;21,9	1000	item17908000000001,1
2951	306	11	3,3;4,3;24,10;21,10	1000	item17908000000001,1
2952	306	12	3,4;4,4;24,12;21,12	1000	item17908000000001,1
2953	306	13	3,4;4,4;24,14;21,14	1000	item17908000000001,1
2954	306	14	3,5;4,5;24,15;21,15	1000	item17908000000001,1
2955	306	15	3,5;4,5;24,17;21,17	2000	item17908000000001,1
2956	306	16	3,6;4,6;24,19;21,19	2000	item17908000000001,1
2957	306	17	3,6;4,6;24,20;21,20	2000	item17908000000001,1
2958	306	18	3,7;4,7;24,22;21,22	2000	item17908000000001,1
2959	306	19	3,7;4,7;24,24;21,24	2000	item17908000000001,1
2960	306	20	3,8;4,8;24,25;21,25	800	item17908000000001,1
2961	306	21	3,9;4,9;24,28;21,28	800	item17908000000001,1
2962	306	22	3,9;4,9;24,30;21,30	800	item17908000000001,1
2963	306	23	3,10;4,10;24,32;21,32	800	item17908000000001,1
2964	306	24	3,11;4,11;24,35;21,35	800	item17908000000001,1
2965	306	25	3,11;4,11;24,37;21,37	2500	item17908000000001,1
2966	306	26	3,12;4,12;24,40;21,40	2500	item17908000000001,1
2967	306	27	3,13;4,13;24,42;21,42	2500	item17908000000001,1
2968	306	28	3,14;4,14;24,45;21,45	2500	item17908000000001,1
2969	306	29	3,15;4,15;24,48;21,48	2500	item17908000000001,1
2970	306	30	3,15;4,15;24,50;21,50	7000	item17908000000001,1
2971	306	31	3,16;4,16;24,53;21,53	7000	item17908000000001,1
2972	306	32	3,17;4,17;24,56;21,56	7000	item17908000000001,1
2973	306	33	3,18;4,18;24,59;21,59	7000	item17908000000001,1
2974	306	34	3,19;4,19;24,62;21,62	7000	item17908000000001,1
2975	306	35	3,20;4,20;24,65;21,65	15000	item17908000000001,1
2976	306	36	3,21;4,21;24,69;21,69	15000	item17908000000001,1
2977	306	37	3,22;4,22;24,72;21,72	15000	item17908000000001,1
2978	306	38	3,23;4,23;24,75;21,75	15000	item17908000000001,1
2979	306	39	3,24;4,24;24,79;21,79	15000	item17908000000001,1
2980	306	40	3,25;4,25;24,82;21,82	7500	item17908000000001,1
2981	306	41	3,26;4,26;24,86;21,86	7500	item17908000000001,1
2982	306	42	3,27;4,27;24,89;21,89	7500	item17908000000001,1
2983	306	43	3,28;4,28;24,93;21,93	7500	item17908000000001,1
2984	306	44	3,29;4,29;24,97;21,97	7500	item17908000000001,1
2985	306	45	3,30;4,30;24,100;21,100	16500	item17908000000001,1
2986	306	46	3,32;4,32;24,104;21,104	16500	item17908000000001,1
2987	306	47	3,33;4,33;24,108;21,108	16500	item17908000000001,1
2988	306	48	3,34;4,34;24,112;21,112	16500	item17908000000001,1
2989	306	49	3,35;4,35;24,116;21,116	16500	item17908000000001,1
2990	306	50	3,36;4,36;24,120;21,120	25500	item17908000000001,1
2991	306	51	3,38;4,38;24,125;21,125	25500	item17908000000001,1
2992	306	52	3,39;4,39;24,129;21,129	25500	item17908000000001,1
2993	306	53	3,40;4,40;24,133;21,133	25500	item17908000000001,1
2994	306	54	3,42;4,42;24,138;21,138	25500	item17908000000001,1
2995	306	55	3,43;4,43;24,142;21,142	34000	item17908000000001,1
2996	306	56	3,44;4,44;24,147;21,147	34000	item17908000000001,1
2997	306	57	3,46;4,46;24,152;21,152	34000	item17908000000001,1
2998	306	58	3,47;4,47;24,157;21,157	34000	item17908000000001,1
2999	306	59	3,49;4,49;24,162;21,162	34000	item17908000000001,1
3000	306	60	3,50;4,50;24,167;21,167	21000	item17908000000001,1
3001	306	61	3,52;4,52;24,172;21,172	21000	item17908000000001,1
3002	306	62	3,54;4,54;24,178;21,178	21000	item17908000000001,1
3003	306	63	3,55;4,55;24,183;21,183	21000	item17908000000001,1
3004	306	64	3,57;4,57;24,188;21,188	21000	item17908000000001,1
3005	306	65	3,58;4,58;24,194;21,194	38500	item17908000000001,1
3006	306	66	3,60;4,60;24,199;21,199	38500	item17908000000001,1
3007	306	67	3,62;4,62;24,205;21,205	38500	item17908000000001,1
3008	306	68	3,64;4,64;24,211;21,211	38500	item17908000000001,1
3009	306	69	3,65;4,65;24,216;21,216	38500	item17908000000001,1
3010	306	70	3,67;4,67;24,222;21,222	55500	item17908000000001,1
3011	306	71	3,69;4,69;24,228;21,228	55500	item17908000000001,1
3012	306	72	3,71;4,71;24,234;21,234	55500	item17908000000001,1
3013	306	73	3,72;4,72;24,240;21,240	55500	item17908000000001,1
3014	306	74	3,74;4,74;24,246;21,246	55500	item17908000000001,1
3015	306	75	3,76;4,76;24,252;21,252	72500	item17908000000001,1
3016	306	76	3,78;4,78;24,258;21,258	72500	item17908000000001,1
3017	306	77	3,80;4,80;24,265;21,265	72500	item17908000000001,1
3018	306	78	3,82;4,82;24,271;21,271	72500	item17908000000001,1
3019	306	79	3,84;4,84;24,277;21,277	72500	item17908000000001,1
3020	306	80	3,85;4,85;24,284;21,284	45000	item17908000000001,1
3021	306	81	3,87;4,87;24,290;21,290	45000	item17908000000001,1
3022	306	82	3,89;4,89;24,297;21,297	45000	item17908000000001,1
3023	306	83	3,91;4,91;24,304;21,304	45000	item17908000000001,1
3024	306	84	3,93;4,93;24,310;21,310	45000	item17908000000001,1
3025	306	85	3,95;4,95;24,317;21,317	82500	item17908000000001,1
3026	306	86	3,98;4,98;24,324;21,324	82500	item17908000000001,1
3027	306	87	3,100;4,100;24,332;21,332	82500	item17908000000001,1
3028	306	88	3,102;4,102;24,339;21,339	82500	item17908000000001,1
3029	306	89	3,104;4,104;24,346;21,346	82500	item17908000000001,1
3030	306	90	3,106;4,106;24,354;21,354	120000	item17908000000001,1
3031	306	91	3,109;4,109;24,361;21,361	120000	item17908000000001,1
3032	306	92	3,111;4,111;24,368;21,368	120000	item17908000000001,1
3033	306	93	3,113;4,113;24,376;21,376	120000	item17908000000001,1
3034	306	94	3,115;4,115;24,383;21,383	120000	item17908000000001,1
3035	306	95	3,117;4,117;24,390;21,390	157500	item17908000000001,1
3036	306	96	3,120;4,120;24,398;21,398	157500	item17908000000001,1
3037	306	97	3,122;4,122;24,406;21,406	157500	item17908000000001,1
3038	306	98	3,124;4,124;24,413;21,413	157500	item17908000000001,1
3039	306	99	3,127;4,127;24,421;21,421	157500	item17908000000001,1
3040	306	100	3,129;4,129;24,429;21,429	97500	item17908000000001,1
3041	306	101	3,131;4,131;24,437;21,437	97500	item17908000000001,1
3042	306	102	3,134;4,134;24,445;21,445	97500	item17908000000001,1
3043	306	103	3,136;4,136;24,454;21,454	97500	item17908000000001,1
3044	306	104	3,139;4,139;24,462;21,462	97500	item17908000000001,1
3045	306	105	3,141;4,141;24,470;21,470	163500	item17908000000001,1
3046	306	106	3,144;4,144;24,479;21,479	163500	item17908000000001,1
3047	306	107	3,147;4,147;24,488;21,488	163500	item17908000000001,1
3048	306	108	3,149;4,149;24,496;21,496	163500	item17908000000001,1
3049	306	109	3,152;4,152;24,505;21,505	163500	item17908000000001,1
3050	306	110	3,154;4,154;24,514;21,514	229500	item17908000000001,1
3051	306	111	3,157;4,157;24,523;21,523	229500	item17908000000001,1
3052	306	112	3,160;4,160;24,532;21,532	229500	item17908000000001,1
3053	306	113	3,163;4,163;24,541;21,541	229500	item17908000000001,1
3054	306	114	3,165;4,165;24,550;21,550	229500	item17908000000001,1
3055	306	115	3,168;4,168;24,559;21,559	295000	item17908000000001,1
3056	306	116	3,171;4,171;24,568;21,568	295000	item17908000000001,1
3057	306	117	3,174;4,174;24,577;21,577	295000	item17908000000001,1
3058	306	118	3,176;4,176;24,587;21,587	295000	item17908000000001,1
3059	306	119	3,179;4,179;24,596;21,596	295000	item17908000000001,1
3060	306	120	3,182;4,182;24,605;21,605	180000	item17908000000001,1
3061	306	121	3,185;4,185;24,615;21,615	180000	item17908000000001,1
3062	306	122	3,188;4,188;24,625;21,625	180000	item17908000000001,1
3063	306	123	3,191;4,191;24,634;21,634	180000	item17908000000001,1
3064	306	124	3,194;4,194;24,644;21,644	180000	item17908000000001,1
3065	306	125	3,196;4,196;24,654;21,654	280000	item17908000000001,1
3066	306	126	3,199;4,199;24,664;21,664	280000	item17908000000001,1
3067	306	127	3,202;4,202;24,674;21,674	280000	item17908000000001,1
3068	306	128	3,205;4,205;24,684;21,684	280000	item17908000000001,1
3069	306	129	3,208;4,208;24,694;21,694	280000	item17908000000001,1
3070	306	130	3,211;4,211;24,704;21,704	380000	item17908000000001,1
3071	306	131	3,215;4,215;24,714;21,714	380000	item17908000000001,1
3072	306	132	3,218;4,218;24,725;21,725	380000	item17908000000001,1
3073	306	133	3,221;4,221;24,736;21,736	380000	item17908000000001,1
3074	306	134	3,224;4,224;24,746;21,746	380000	item17908000000001,1
3075	306	135	3,227;4,227;24,757;21,757	480000	item17908000000001,1
3076	306	136	3,231;4,231;24,768;21,768	480000	item17908000000001,1
3077	306	137	3,234;4,234;24,779;21,779	480000	item17908000000001,1
3078	306	138	3,237;4,237;24,790;21,790	480000	item17908000000001,1
3079	306	139	3,241;4,241;24,801;21,801	480000	item17908000000001,1
3080	306	140	3,244;4,244;24,812;21,812	0	item17908000000001,1
3081	406	1	3,1;4,1;24,1;21,1	200	item17908000000001,1
3082	406	2	3,1;4,1;24,2;21,2	200	item17908000000001,1
3083	406	3	3,1;4,1;24,2;21,2	200	item17908000000001,1
3084	406	4	3,1;4,1;24,3;21,3	200	item17908000000001,1
3085	406	5	3,1;4,1;24,4;21,4	600	item17908000000001,1
3086	406	6	3,2;4,2;24,5;21,5	600	item17908000000001,1
3087	406	7	3,2;4,2;24,6;21,6	600	item17908000000001,1
3088	406	8	3,3;4,3;24,8;21,8	600	item17908000000001,1
3089	406	9	3,3;4,3;24,9;21,9	600	item17908000000001,1
3090	406	10	3,3;4,3;24,10;21,10	1000	item17908000000001,1
3091	406	11	3,4;4,4;24,12;21,12	1000	item17908000000001,1
3092	406	12	3,4;4,4;24,14;21,14	1000	item17908000000001,1
3093	406	13	3,5;4,5;24,15;21,15	1000	item17908000000001,1
3094	406	14	3,5;4,5;24,17;21,17	1000	item17908000000001,1
3095	406	15	3,6;4,6;24,19;21,19	2000	item17908000000001,1
3096	406	16	3,7;4,7;24,21;21,21	2000	item17908000000001,1
3097	406	17	3,7;4,7;24,23;21,23	2000	item17908000000001,1
3098	406	18	3,8;4,8;24,25;21,25	2000	item17908000000001,1
3099	406	19	3,8;4,8;24,27;21,27	2000	item17908000000001,1
3100	406	20	3,9;4,9;24,29;21,29	800	item17908000000001,1
3101	406	21	3,10;4,10;24,31;21,31	800	item17908000000001,1
3102	406	22	3,11;4,11;24,34;21,34	800	item17908000000001,1
3103	406	23	3,11;4,11;24,37;21,37	800	item17908000000001,1
3104	406	24	3,12;4,12;24,39;21,39	800	item17908000000001,1
3105	406	25	3,13;4,13;24,42;21,42	2500	item17908000000001,1
3106	406	26	3,14;4,14;24,45;21,45	2500	item17908000000001,1
3107	406	27	3,15;4,15;24,48;21,48	2500	item17908000000001,1
3108	406	28	3,16;4,16;24,51;21,51	2500	item17908000000001,1
3109	406	29	3,17;4,17;24,54;21,54	2500	item17908000000001,1
3110	406	30	3,17;4,17;24,57;21,57	7000	item17908000000001,1
3111	406	31	3,18;4,18;24,60;21,60	7000	item17908000000001,1
