流水	精灵	突破等级	所需等级	人物等级	需求材料	合成需求货币	货币数量	等级上限	主动技能	被动技能	魔灵进阶出战属性列表	突破外观变化	协助奖励	战宠阵列突破属性	突破属性描述	进阶等级	突破消耗碎片数量
866	pet_388	4	60	41	item101020505364,40	1	30000000	70	skill61451,5	skill61452,5	3,80;21,260;25,260	pet_388	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3604	0	0
867	pet_388	5	70	51	item101020505364,50	1	36000000	70	skill61451,6	skill61452,6	51,400;52,400;31,400	pet_388	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3605	0	0
868	pet_388	6	80	71	item101020505207,1	0	0	90	skill61451,6	skill61452,6	3,60;24,160;25,160	pet_388	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3876	1	25
869	pet_388	7	90	71	item101020505207,1	0	0	100	skill61451,6	skill61452,6	1,600;23,160;26,160	pet_388	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3877	1	40
870	pet_388	8	100	81	item101020505207,3;item101020505364,70	0	0	110	skill61451,6	skill61452,6	51,400;52,400;32,400	pet_388	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3878	1	30
871	pet_388	9	110	81	item101020505207,2	0	0	120	skill61451,6	skill61452,6	4,60;25,160;21,160	pet_388	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3879	1	50
872	pet_388	10	120	81	item101020505207,2	0	0	130	skill61451,6	skill61452,6	51,400;34,400;35,400	pet_388	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3880	1	80
873	pet_389	0	0	1		0	0	30	skill61501,1	skill61502,1		pet_389		3,15;4,15;1,150;132,120	UnlockPropListDECpet_3620	0	0
874	pet_389	1	30	21	item101020505366,12	1	12000000	40	skill61501,2	skill61502,2	3,60;25,200;26,200	pet_389	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3621	0	0
875	pet_389	2	40	21	item101020505366,20	1	18000000	50	skill61501,3	skill61502,3	1,600;3,60;4,60	pet_389	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3622	0	0
876	pet_389	3	50	31	item101020505366,28	1	24000000	60	skill61501,4	skill61502,4	4,80;24,260;22,260	pet_389	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3623	0	0
877	pet_389	4	60	41	item101020505366,40	1	30000000	70	skill61501,5	skill61502,5	3,80;21,260;23,260	pet_389	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3624	0	0
878	pet_389	5	70	51	item101020505366,50	1	36000000	70	skill61501,6	skill61502,6	51,400;34,400;33,400	pet_389	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3625	0	0
879	pet_389	6	80	71	item101020505207,1	0	0	90	skill61501,6	skill61502,6	3,60;23,160;26,160	pet_389	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3881	1	25
880	pet_389	7	90	71	item101020505207,1	0	0	100	skill61501,6	skill61502,6	1,600;22,160;25,160	pet_389	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3882	1	40
881	pet_389	8	100	81	item101020505207,3;item101020505366,70	0	0	110	skill61501,6	skill61502,6	51,400;52,400;33,400	pet_389	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3883	1	30
882	pet_389	9	110	81	item101020505207,2	0	0	120	skill61501,6	skill61502,6	4,60;25,160;22,160	pet_389	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3884	1	50
883	pet_389	10	120	81	item101020505207,2	0	0	130	skill61501,6	skill61502,6	51,400;34,400;31,400	pet_389	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3885	1	80
884	pet_390	0	0	1		0	0	30	skill61521,1	skill61522,1		pet_390		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3640	0	0
885	pet_390	1	30	21	item101020505368,12	1	12000000	40	skill61521,2	skill61522,2	3,60;21,200;24,200	pet_390	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3641	0	0
886	pet_390	2	40	21	item101020505368,20	1	18000000	50	skill61521,3	skill61522,3	1,600;3,60;4,60	pet_390	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3642	0	0
887	pet_390	3	50	31	item101020505368,28	1	24000000	60	skill61521,4	skill61522,4	4,80;26,260;22,260	pet_390	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3643	0	0
888	pet_390	4	60	41	item101020505368,40	1	30000000	70	skill61521,5	skill61522,5	3,80;25,260;21,260	pet_390	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3644	0	0
889	pet_390	5	70	51	item101020505368,50	1	36000000	70	skill61521,6	skill61522,6	51,400;34,400;52,400	pet_390	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3645	0	0
890	pet_390	6	80	71	item101020505207,1	0	0	90	skill61521,6	skill61522,6	3,60;22,160;25,160	pet_390	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3886	1	25
891	pet_390	7	90	71	item101020505207,1	0	0	100	skill61521,6	skill61522,6	1,600;23,160;26,160	pet_390	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3887	1	40
892	pet_390	8	100	81	item101020505207,3;item101020505368,70	0	0	110	skill61521,6	skill61522,6	51,400;52,400;32,400	pet_390	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3888	1	30
893	pet_390	9	110	81	item101020505207,2	0	0	120	skill61521,6	skill61522,6	4,60;25,160;21,160	pet_390	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3889	1	50
894	pet_390	10	120	81	item101020505207,2	0	0	130	skill61521,6	skill61522,6	51,400;34,400;35,400	pet_390	item100000000005,5	3,5;4,5;1,50;131,15	UnlockPropListDECpet_3890	1	80
895	pet_391	0	0	1		0	0	30	skill61671,1	skill61672,1		pet_391		3,15;4,15;1,150;52,120	UnlockPropListDECpet_3910	0	0
896	pet_391	1	30	21	item101020505383,12	1	12000000	40	skill61671,2	skill61672,2	3,60;25,200;22,200	pet_391	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3911	0	0
897	pet_391	2	40	21	item101020505383,20	1	18000000	50	skill61671,3	skill61672,3	1,600;3,60;4,60	pet_391	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3912	0	0
898	pet_391	3	50	31	item101020505383,28	1	24000000	60	skill61671,4	skill61672,4	4,80;24,260;26,260	pet_391	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3913	0	0
899	pet_391	4	60	41	item101020505383,40	1	30000000	70	skill61671,5	skill61672,5	3,80;21,260;25,260	pet_391	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3914	0	0
900	pet_391	5	70	51	item101020505383,50	1	36000000	70	skill61671,6	skill61672,6	51,400;52,400;31,400	pet_391	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3915	0	0
901	pet_392	0	0	1		0	0	30	skill61681,1	skill61682,1		pet_392		3,13;4,13;1,135;21,36	UnlockPropListDECpet_3920	0	0
902	pet_392	1	30	21	item101020505384,10	1	1000000	40	skill61681,2	skill61682,2	3,60;23,200;21,200	pet_392	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3921	0	0
903	pet_392	2	40	21	item101020505384,18	1	2000000	50	skill61681,3	skill61682,3	1,600;3,60;4,60	pet_392	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3922	0	0
904	pet_392	3	50	31	item101020505384,26	1	3000000	60	skill61681,4	skill61682,4	25,260;21,260;26,260	pet_392	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3923	0	0
905	pet_392	4	60	41	item101020505384,34	1	4000000	70	skill61681,5	skill61682,5	4,80;22,260;24,260	pet_392	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3924	0	0
906	pet_392	5	70	51	item101020505384,42	1	5000000	70	skill61681,6	skill61682,6	30,400;51,400;52,400	pet_392	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3925	0	0
907	pet_393	0	0	1		0	0	30	skill61711,1	skill61712,1		pet_393		3,15;4,15;1,150;52,120	UnlockPropListDECpet_3930	0	0
908	pet_393	1	30	21	item101020505385,12	1	12000000	40	skill61711,2	skill61712,2	3,60;22,160;25,160	pet_393	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3931	0	0
909	pet_393	2	40	21	item101020505385,20	1	18000000	50	skill61711,3	skill61712,3	1,600;23,160;26,160	pet_393	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3932	0	0
910	pet_393	3	50	31	item101020505385,28	1	24000000	60	skill61711,4	skill61712,4	51,400;52,400;32,400	pet_393	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3933	0	0
911	pet_393	4	60	41	item101020505385,40	1	30000000	70	skill61711,5	skill61712,5	4,60;25,160;21,160	pet_393	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3934	0	0
912	pet_393	5	70	51	item101020505385,50	1	36000000	70	skill61711,6	skill61712,6	51,400;34,400;35,400	pet_393	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3935	0	0
913	pet_394	0	0	1		0	0	30	skill61691,1	skill61692,1		pet_394				0	0
914	pet_394	1	30	21	item101020505386,12	1	12000000	40	skill61691,2	skill61692,2	3,90;25,300;26,300	pet_394	item100000000005,5			0	0
915	pet_394	2	40	21	item101020505386,20	1	18000000	50	skill61691,3	skill61692,3	1,900;3,90;4,90	pet_394	item100000000005,5			0	0
916	pet_394	3	50	31	item101020505386,28	1	24000000	60	skill61691,4	skill61692,4	4,120;24,400;22,400	pet_394	item100000000005,5			0	0
917	pet_394	4	60	41	item101020505386,40	1	30000000	70	skill61691,5	skill61692,5	3,120;21,400;23,400	pet_394	item100000000005,5			0	0
918	pet_394	5	70	51	item101020505386,50	1	36000000	70	skill61691,6	skill61692,6	51,450;34,450;31,450	pet_394	item100000000005,5			0	0
919	pet_395	0	0	1		0	0	30	skill61701,1	skill61702,1		pet_395				0	0
920	pet_395	1	30	21	item101020505387,12	1	12000000	40	skill61701,2	skill61702,2	3,90;25,300;26,300	pet_395	item100000000005,5			0	0
921	pet_395	2	40	21	item101020505387,20	1	18000000	50	skill61701,3	skill61702,3	1,900;3,90;4,90	pet_395	item100000000005,5			0	0
922	pet_395	3	50	31	item101020505387,28	1	24000000	60	skill61701,4	skill61702,4	4,120;24,400;22,400	pet_395	item100000000005,5			0	0
923	pet_395	4	60	41	item101020505387,40	1	30000000	70	skill61701,5	skill61702,5	3,120;25,400;23,400	pet_395	item100000000005,5			0	0
924	pet_395	5	70	51	item101020505387,50	1	36000000	70	skill61701,6	skill61702,6	51,450;34,450;52,450	pet_395	item100000000005,5			0	0
925	pet_410	0	0	1		0	0	30	skill61721,1	skill61722,1		pet_410		3,15;4,15;1,150;132,120	UnlockPropListDECpet_4100	0	0
926	pet_410	1	30	21	item101020505388,12	1	12000000	40	skill61721,2	skill61722,2	3,60;25,200;22,200	pet_410	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_4101	0	0
927	pet_410	2	40	21	item101020505388,20	1	18000000	50	skill61721,3	skill61722,3	1,600;3,60;4,60	pet_410	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_4102	0	0
928	pet_410	3	50	31	item101020505388,28	1	24000000	60	skill61721,4	skill61722,4	4,80;24,260;26,260	pet_410	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_4103	0	0
929	pet_410	4	60	41	item101020505388,40	1	30000000	70	skill61721,5	skill61722,5	3,80;21,260;25,260	pet_410	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_4104	0	0
930	pet_410	5	70	51	item101020505388,50	1	36000000	70	skill61721,6	skill61722,6	51,400;52,400;31,400	pet_410	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_4105	0	0
931	pet_396	0	0	1		0	0	30	skill61691,1	skill61692,1		pet_396				0	0
932	pet_396	1	30	21	item101020505386,12	1	12000000	40	skill61691,2	skill61692,2	3,90;25,300;26,300	pet_396	item100000000005,5			0	0
933	pet_396	2	40	21	item101020505386,20	1	18000000	50	skill61691,3	skill61692,3	1,900;3,90;4,90	pet_396	item100000000005,5			0	0
934	pet_396	3	50	31	item101020505386,28	1	24000000	60	skill61691,4	skill61692,4	4,120;24,400;22,400	pet_396	item100000000005,5			0	0
935	pet_396	4	60	41	item101020505386,40	1	30000000	70	skill61691,5	skill61692,5	3,120;21,400;23,400	pet_396	item100000000005,5			0	0
936	pet_396	5	70	51	item101020505386,50	1	36000000	70	skill61691,6	skill61692,6	51,450;34,450;31,450	pet_396	item100000000005,5			0	0
937	pet_396	6	80	71	item101020505207,1	0	0	90	skill61691,6	skill61692,6	3,60;22,160;25,160	pet_396	item100000000005,5			1	25
938	pet_396	7	90	71	item101020505207,1	0	0	100	skill61691,6	skill61692,6	1,600;24,160;26,160	pet_396	item100000000005,5			1	40
939	pet_396	8	100	81	item101020505207,3;item101020505386,70	0	0	110	skill61691,6	skill61692,6	51,400;83,400;32,400	pet_396	item100000000005,5			1	30
940	pet_396	9	110	81	item101020505207,2	0	0	120	skill61691,6	skill61692,6	4,60;25,160;21,160	pet_396	item100000000005,5			1	50
941	pet_396	10	120	81	item101020505207,2	0	0	130	skill61691,6	skill61692,6	51,400;33,400;31,400	pet_396	item100000000005,5			1	80
942	pet_397	0	0	1		0	0	30	skill61701,1	skill61702,1		pet_397				0	0
943	pet_397	1	30	21	item101020505387,12	1	12000000	40	skill61701,2	skill61702,2	3,90;25,300;26,300	pet_397	item100000000005,5			0	0
944	pet_397	2	40	21	item101020505387,20	1	18000000	50	skill61701,3	skill61702,3	1,900;3,90;4,90	pet_397	item100000000005,5			0	0
945	pet_397	3	50	31	item101020505387,28	1	24000000	60	skill61701,4	skill61702,4	4,120;24,400;22,400	pet_397	item100000000005,5			0	0
946	pet_397	4	60	41	item101020505387,40	1	30000000	70	skill61701,5	skill61702,5	3,120;25,400;23,400	pet_397	item100000000005,5			0	0
947	pet_397	5	70	51	item101020505387,50	1	36000000	70	skill61701,6	skill61702,6	51,450;34,450;52,450	pet_397	item100000000005,5			0	0
948	pet_397	6	80	71	item101020505207,1	0	0	90	skill61701,6	skill61702,6	3,60;22,160;25,160	pet_397	item100000000005,5			1	25
949	pet_397	7	90	71	item101020505207,1	0	0	100	skill61701,6	skill61702,6	1,600;23,160;26,160	pet_397	item100000000005,5			1	40
950	pet_397	8	100	81	item101020505207,3;item101020505387,70	0	0	110	skill61701,6	skill61702,6	51,400;52,400;32,400	pet_397	item100000000005,5			1	30
951	pet_397	9	110	81	item101020505207,2	0	0	120	skill61701,6	skill61702,6	4,60;25,160;21,160	pet_397	item100000000005,5			1	50
952	pet_397	10	120	81	item101020505207,2	0	0	130	skill61701,6	skill61702,6	51,400;34,400;35,400	pet_397	item100000000005,5			1	80
953	pet_398	0	0	1		0	0	30	skill61341,1	skill61351,1		pet_398		3,15;4,15;1,150;51,60	UnlockPropListDECpet_3500	0	0
954	pet_398	1	30	21	item101020505354,12	1	12000000	40	skill61341,2	skill61351,2	3,60;21,200;24,200	pet_398	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3501	0	0
955	pet_398	2	40	21	item101020505354,20	1	18000000	50	skill61341,3	skill61351,3	1,600;3,60;4,60	pet_398	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3502	0	0
956	pet_398	3	50	31	item101020505354,28	1	24000000	60	skill61341,4	skill61351,4	4,80;24,260;22,260	pet_398	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3503	0	0
957	pet_398	4	60	41	item101020505354,40	1	30000000	70	skill61341,5	skill61351,5	3,80;25,260;21,260	pet_398	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3504	0	0
958	pet_398	5	70	51	item101020505354,50	1	36000000	70	skill61341,6	skill61351,6	51,400;34,400;52,400	pet_398	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3505	0	0
959	pet_398	6	80	71	item101020505207,1	0	0	90	skill61341,6	skill61351,6	3,60;23,160;26,160	pet_398	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3966	1	25
960	pet_398	7	90	71	item101020505207,1	0	0	100	skill61341,6	skill61351,6	1,600;22,160;25,160	pet_398	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3967	1	40
961	pet_398	8	100	81	item101020505207,3;item101020505354,70	0	0	110	skill61341,6	skill61351,6	51,400;52,400;33,400	pet_398	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3968	1	30
962	pet_398	9	110	81	item101020505207,2	0	0	120	skill61341,6	skill61351,6	4,60;25,160;22,160	pet_398	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3969	1	50
963	pet_398	10	120	81	item101020505207,2	0	0	130	skill61341,6	skill61351,6	51,400;34,400;31,400	pet_398	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3970	1	80
964	pet_399	0	0	1		0	0	30	skill61531,1	skill61532,1		pet_399		3,15;4,15;1,150;132,120	UnlockPropListDECpet_3670	0	0
965	pet_399	1	30	21	item101020505414.666666666667,12	1	12000000	40	skill61531,2	skill61532,2	3,60;25,200;22,200	pet_399	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3671	0	0
966	pet_399	2	40	21	item101020505414.20	1	18000000	50	skill61531,3	skill61532,3	1,600;3,60;4,60	pet_399	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3672	0	0
967	pet_399	3	50	31	item101020505414.28	1	24000000	60	skill61531,4	skill61532,4	4,80;26,260;24,260	pet_399	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3673	0	0
968	pet_399	4	60	41	item101020505414.40	1	30000000	70	skill61531,5	skill61532,5	3,80;21,260;23,260	pet_399	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3674	0	0
969	pet_399	5	70	51	item101020505414.50	1	36000000	70	skill61531,6	skill61532,6	51,400;34,400;52,400	pet_399	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3675	0	0
970	pet_399	6	80	71	item101020505207,1	0	0	90	skill61531,6	skill61532,6	3,60;22,160;25,160	pet_399	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3971	1	25
971	pet_399	7	90	71	item101020505207,1	0	0	100	skill61531,6	skill61532,6	1,600;23,160;26,160	pet_399	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3972	1	40
972	pet_399	8	100	81	item101020505207,3;item101020505371,70	0	0	110	skill61531,6	skill61532,6	51,400;52,400;32,400	pet_399	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3973	1	30
973	pet_399	9	110	81	item101020505207,2	0	0	120	skill61531,6	skill61532,6	4,60;25,160;21,160	pet_399	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3974	1	50
974	pet_399	10	120	81	item101020505207,2	0	0	130	skill61531,6	skill61532,6	51,400;34,400;35,400	pet_399	item100000000005,5	3,5;4,5;1,50;132,15	UnlockPropListDECpet_3975	1	80
975	pet_400	0	0	1		0	0	30	skill61591,1	skill61592,1		pet_400		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3730	0	0
976	pet_400	1	30	21	item101020505375,12	1	12000000	40	skill61591,2	skill61592,2	3,60;25,200;22,200	pet_400	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3731	0	0
977	pet_400	2	40	21	item101020505375,20	1	18000000	50	skill61591,3	skill61592,3	1,600;3,60;4,60	pet_400	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3732	0	0
978	pet_400	3	50	31	item101020505375,28	1	24000000	60	skill61591,4	skill61592,4	4,80;24,260;26,260	pet_400	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3733	0	0
979	pet_400	4	60	41	item101020505375,40	1	30000000	70	skill61591,5	skill61592,5	3,80;21,260;25,260	pet_400	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3734	0	0
980	pet_400	5	70	51	item101020505375,50	1	36000000	70	skill61591,6	skill61592,6	51,400;52,400;31,400	pet_400	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3735	0	0
981	pet_400	6	80	71	item101020505207,1	0	0	90	skill61591,6	skill61592,6	3,60;22,160;25,160	pet_400	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3976	1	25
982	pet_400	7	90	71	item101020505207,1	0	0	100	skill61591,6	skill61592,6	1,600;23,160;26,160	pet_400	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3977	1	40
983	pet_400	8	100	81	item101020505207,3;item101020505375,70	0	0	110	skill61591,6	skill61592,6	51,400;52,400;32,400	pet_400	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3978	1	30
984	pet_400	9	110	81	item101020505207,2	0	0	120	skill61591,6	skill61592,6	4,60;25,160;21,160	pet_400	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3979	1	50
985	pet_400	10	120	81	item101020505207,2	0	0	130	skill61591,6	skill61592,6	51,400;34,400;35,400	pet_400	item100000000005,5	3,5;4,5;1,50;51,15	UnlockPropListDECpet_3980	1	80
