流水id	学徒id	学徒等级	武艺属性加成	升级属性加成范围	才艺属性加成	升级属性加成范围	升级所需经验	学徒称号等级	援护技能上限
1322	apprentic_5002	22	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	57	2	3
1323	apprentic_5002	23	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	67	2	3
1324	apprentic_5002	24	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	77	2	3
1325	apprentic_5002	25	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	87	2	3
1326	apprentic_5002	26	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	97	2	3
1327	apprentic_5002	27	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	107	2	3
1328	apprentic_5002	28	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	117	2	3
1329	apprentic_5002	29	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	127	2	3
1330	apprentic_5002	30	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	137	2	3
1331	apprentic_5002	31	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	147	2	3
1332	apprentic_5002	32	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	157	2	3
1333	apprentic_5002	33	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	167	2	3
1334	apprentic_5002	34	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	177	2	3
1335	apprentic_5002	35	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	187	2	3
1336	apprentic_5002	36	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	197	2	3
1337	apprentic_5002	37	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	207	2	3
1338	apprentic_5002	38	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	217	2	3
1339	apprentic_5002	39	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	227	2	3
1340	apprentic_5002	40	1,2	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	1,2	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	237	2	3
1341	apprentic_5002	41	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	247	3	4
1342	apprentic_5002	42	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	267	3	4
1343	apprentic_5002	43	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	287	3	4
1344	apprentic_5002	44	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	307	3	4
1345	apprentic_5002	45	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	327	3	4
1346	apprentic_5002	46	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	347	3	4
1347	apprentic_5002	47	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	367	3	4
1348	apprentic_5002	48	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	387	3	4
1349	apprentic_5002	49	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	407	3	4
1350	apprentic_5002	50	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	427	3	4
1351	apprentic_5002	51	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	447	3	4
1352	apprentic_5002	52	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	467	3	4
1353	apprentic_5002	53	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	487	3	4
1354	apprentic_5002	54	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	507	3	4
1355	apprentic_5002	55	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	527	3	4
1356	apprentic_5002	56	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	547	3	4
1357	apprentic_5002	57	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	567	3	4
1358	apprentic_5002	58	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	587	3	4
1359	apprentic_5002	59	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	607	3	4
1360	apprentic_5002	60	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	627	3	4
1361	apprentic_5002	61	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	647	4	5
1362	apprentic_5002	62	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	687	4	5
1363	apprentic_5002	63	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	727	4	5
1364	apprentic_5002	64	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	767	4	5
1365	apprentic_5002	65	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	807	4	5
1366	apprentic_5002	66	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	847	4	5
1367	apprentic_5002	67	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	887	4	5
1368	apprentic_5002	68	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	927	4	5
1369	apprentic_5002	69	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	967	4	5
1370	apprentic_5002	70	2,3	1,528,633,1666;3,45,68,1666;4,68,91,1666;33,228,273,1666;34,182,228,1666;31,345,460,1666	2,3	1,22,45,1666;2,22,45,1666;3,22,45,1666;4,24,48,1666;5,24,48,1666;6,24,48,1666	0	4	5
1371	apprentic_5003	1	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	7	1	2
1372	apprentic_5003	2	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	9	1	2
1373	apprentic_5003	3	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	11	1	2
1374	apprentic_5003	4	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	13	1	2
1375	apprentic_5003	5	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	15	1	2
1376	apprentic_5003	6	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	17	1	2
1377	apprentic_5003	7	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	19	1	2
1378	apprentic_5003	8	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	21	1	2
1379	apprentic_5003	9	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	23	1	2
1380	apprentic_5003	10	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	25	1	2
1381	apprentic_5003	11	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	27	1	2
1382	apprentic_5003	12	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	29	1	2
1383	apprentic_5003	13	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	31	1	2
1384	apprentic_5003	14	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	33	1	2
1385	apprentic_5003	15	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	35	1	2
1386	apprentic_5003	16	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	37	1	2
1387	apprentic_5003	17	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	39	1	2
1388	apprentic_5003	18	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	41	1	2
1389	apprentic_5003	19	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	43	1	2
1390	apprentic_5003	20	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	45	1	2
1391	apprentic_5003	21	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	47	2	3
1392	apprentic_5003	22	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	57	2	3
1393	apprentic_5003	23	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	67	2	3
1394	apprentic_5003	24	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	77	2	3
1395	apprentic_5003	25	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	87	2	3
1396	apprentic_5003	26	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	97	2	3
1397	apprentic_5003	27	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	107	2	3
1398	apprentic_5003	28	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	117	2	3
1399	apprentic_5003	29	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	127	2	3
1400	apprentic_5003	30	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	137	2	3
1401	apprentic_5003	31	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	147	2	3
1402	apprentic_5003	32	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	157	2	3
1403	apprentic_5003	33	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	167	2	3
1404	apprentic_5003	34	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	177	2	3
1405	apprentic_5003	35	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	187	2	3
1406	apprentic_5003	36	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	197	2	3
1407	apprentic_5003	37	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	207	2	3
1408	apprentic_5003	38	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	217	2	3
1409	apprentic_5003	39	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	227	2	3
1410	apprentic_5003	40	1,2	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	1,2	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	237	2	3
1411	apprentic_5003	41	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	247	3	4
1412	apprentic_5003	42	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	267	3	4
1413	apprentic_5003	43	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	287	3	4
1414	apprentic_5003	44	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	307	3	4
1415	apprentic_5003	45	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	327	3	4
1416	apprentic_5003	46	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	347	3	4
1417	apprentic_5003	47	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	367	3	4
1418	apprentic_5003	48	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	387	3	4
1419	apprentic_5003	49	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	407	3	4
1420	apprentic_5003	50	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	427	3	4
1421	apprentic_5003	51	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	447	3	4
1422	apprentic_5003	52	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	467	3	4
1423	apprentic_5003	53	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	487	3	4
1424	apprentic_5003	54	2,3	1,704,844,1666;3,60,91,1666;4,91,121,1666;33,304,364,1666;34,243,304,1666;31,460,614,1666	2,3	1,30,60,1666;2,30,60,1666;3,30,60,1666;4,32,64,1666;5,32,64,1666;6,32,64,1666	507	3	4
