流水	专精ID	等级	升级所需角色等级	升级消耗	属性	评分类型	值/公式	参数1	参数2	参数3	参数4	参数5
5553	1061019	3	1		24,84	2	105					
5554	1061019	4	11		24,112	2	140					
5555	1061019	5	21		24,140	2	175					
5556	1061019	6	31		24,168	2	210					
5557	1061019	7	41		24,196	2	245					
5558	1061019	8	51		24,224	2	280					
5559	1061019	9	61		24,252	2	315					
5560	1061019	10	71		24,280	2	350					
5561	1061020	1	1		21,28	2	35					
5562	1061020	2	1		21,56	2	70					
5563	1061020	3	1		21,84	2	105					
5564	1061020	4	11		21,112	2	140					
5565	1061020	5	21		21,140	2	175					
5566	1061020	6	31		21,168	2	210					
5567	1061020	7	41		21,196	2	245					
5568	1061020	8	51		21,224	2	280					
5569	1061020	9	61		21,252	2	315					
5570	1061020	10	71		21,280	2	350					
5571	1061803	1	1		31,280	2	210					
5572	1061803	2	1		31,320	2	240					
5573	1061803	3	1		31,360	2	270					
5574	1061803	4	11		31,400	2	300					
5575	1061803	5	21		31,440	2	330					
5576	1061803	6	31		31,480	2	360					
5577	1061803	7	41		31,520	2	390					
5578	1061803	8	51		31,560	2	420					
5579	1061803	9	61		31,600	2	450					
5580	1061803	10	71		31,640	2	480					
5581	1061021	1	1		22,28	2	35					
5582	1061021	2	1		22,56	2	70					
5583	1061021	3	1		22,84	2	105					
5584	1061021	4	11		22,112	2	140					
5585	1061021	5	21		22,140	2	175					
5586	1061021	6	31		22,168	2	210					
5587	1061021	7	41		22,196	2	245					
5588	1061021	8	51		22,224	2	280					
5589	1061021	9	61		22,252	2	315					
5590	1061021	10	71		22,280	2	350					
5591	1061022	1	61		4,15	2	37					
5592	1061022	2	61		4,30	2	75					
5593	1061022	3	61		4,45	2	112					
5594	1061022	4	61		4,60	2	150					
5595	1061022	5	61		4,75	2	187					
5596	1061022	6	63		4,90	2	225					
5597	1061022	7	65		4,105	2	262					
5598	1061022	8	67		4,120	2	300					
5599	1061022	9	69		4,135	2	337					
5600	1061022	10	71		4,150	2	375					
5601	1061023	1	61		1,150	2	37					
5602	1061023	2	61		1,300	2	75					
5603	1061023	3	61		1,450	2	112					
5604	1061023	4	61		1,600	2	150					
5605	1061023	5	61		1,750	2	187					
5606	1061023	6	63		1,900	2	225					
5607	1061023	7	65		1,1050	2	262					
5608	1061023	8	67		1,1200	2	300					
5609	1061023	9	69		1,1350	2	337					
5610	1061023	10	71		1,1500	2	375					
5611	1061024	1	61		3,15	2	37					
5612	1061024	2	61		3,30	2	75					
5613	1061024	3	61		3,45	2	112					
5614	1061024	4	61		3,60	2	150					
5615	1061024	5	61		3,75	2	187					
5616	1061024	6	63		3,90	2	225					
5617	1061024	7	65		3,105	2	262					
5618	1061024	8	67		3,120	2	300					
5619	1061024	9	69		3,135	2	337					
5620	1061024	10	71		3,150	2	375					
5621	1061025	1	61		24,28	2	37					
5622	1061025	2	61		24,56	2	75					
5623	1061025	3	61		24,84	2	112					
5624	1061025	4	61		24,112	2	150					
5625	1061025	5	61		24,140	2	187					
5626	1061025	6	63		24,168	2	225					
5627	1061025	7	65		24,196	2	262					
5628	1061025	8	67		24,224	2	300					
5629	1061025	9	69		24,252	2	337					
5630	1061025	10	71		24,280	2	375					
5631	1061026	1	61		22,28;15,230	2	221					
5632	1061026	2	61		22,56;15,260	2	283					
5633	1061026	3	61		22,84;15,290	2	344					
5634	1061026	4	61		22,112;15,320	2	406					
5635	1061026	5	61		22,140;15,350	2	467					
5636	1061026	6	63		22,168;15,380	2	529					
5637	1061026	7	65		22,196;15,410	2	590					
5638	1061026	8	67		22,224;15,440	2	652					
5639	1061026	9	69		22,252;15,470	2	713					
5640	1061026	10	71		22,280;15,500	2	775					
5641	1061804	1	61		11,140;13,140	2	315					
5642	1061804	2	61		11,160;13,160	2	360					
5643	1061804	3	61		11,180;13,180	2	405					
5644	1061804	4	61		11,200;13,200	2	450					
5645	1061804	5	61		11,220;13,220	2	495					
5646	1061804	6	63		11,240;13,240	2	540					
5647	1061804	7	65		11,260;13,260	2	585					
5648	1061804	8	67		11,280;13,280	2	630					
5649	1061804	9	69		11,300;13,300	2	675					
5650	1061804	10	71		11,320;13,320	2	720					
5651	1061027	1	61		26,28;187,230	2	221					
5652	1061027	2	61		26,56;187,260	2	283					
5653	1061027	3	61		26,84;187,290	2	344					
5654	1061027	4	61		26,112;187,320	2	406					
5655	1061027	5	61		26,140;187,350	2	467					
5656	1061027	6	63		26,168;187,380	2	529					
5657	1061027	7	65		26,196;187,410	2	590					
5658	1061027	8	67		26,224;187,440	2	652					
5659	1061027	9	69		26,252;187,470	2	713					
5660	1061027	10	71		26,280;187,500	2	775					
5661	10611001	1	62		211,50	2	10					
5662	10611001	2	62		211,100	2	20					
5663	10611001	3	62		211,150	2	30					
5664	10611001	4	62		211,200	2	40					
5665	10611001	5	62		211,250	2	50					
5666	10611001	6	62		211,300	2	60					
5667	10611001	7	62		211,350	2	70					
5668	10611001	8	62		211,400	2	80					
5669	10611001	9	64		211,450	2	90					
5670	10611001	10	64		211,500	2	100					
5671	10611001	11	64		211,550	2	110					
5672	10611001	12	66		211,600	2	120					
5673	10611001	13	66		211,650	2	130					
5674	10611001	14	66		211,700	2	140					
5675	10611001	15	68		211,750	2	150					
5676	10611001	16	68		211,800	2	160					
5677	10611001	17	68		211,850	2	170					
5678	10611001	18	70		211,900	2	180					
5679	10611001	19	70		211,950	2	190					
5680	10611001	20	70		211,1000	2	200					
5681	10611002	1	62		212,150	2	10					
5682	10611002	2	62		212,300	2	20					
5683	10611002	3	62		212,450	2	30					
5684	10611002	4	62		212,600	2	40					
5685	10611002	5	62		212,750	2	50					
5686	10611002	6	62		212,900	2	60					
5687	10611002	7	62		212,1050	2	70					
5688	10611002	8	62		212,1200	2	80					
5689	10611002	9	64		212,1350	2	90					
5690	10611002	10	64		212,1500	2	100					
5691	10611002	11	64		212,1650	2	110					
5692	10611002	12	66		212,1800	2	120					
5693	10611002	13	66		212,1950	2	130					
5694	10611002	14	66		212,2100	2	140					
5695	10611002	15	68		212,2250	2	150					
5696	10611002	16	68		212,2400	2	160					
5697	10611002	17	68		212,2550	2	170					
5698	10611002	18	70		212,2700	2	180					
5699	10611002	19	70		212,2850	2	190					
5700	10611002	20	70		212,3000	2	200					
5701	10611003	1	62		213,100	2	10					
5702	10611003	2	62		213,200	2	20					
5703	10611003	3	62		213,300	2	30					
5704	10611003	4	62		213,400	2	40					
5705	10611003	5	62		213,500	2	50					
5706	10611003	6	62		213,600	2	60					
5707	10611003	7	62		213,700	2	70					
5708	10611003	8	62		213,800	2	80					
5709	10611003	9	64		213,900	2	90					
5710	10611003	10	64		213,1000	2	100					
5711	10611003	11	64		213,1100	2	110					
5712	10611003	12	66		213,1200	2	120					
5713	10611003	13	66		213,1300	2	130					
5714	10611003	14	66		213,1400	2	140					
5715	10611003	15	68		213,1500	2	150					
5716	10611003	16	68		213,1600	2	160					
5717	10611003	17	68		213,1700	2	170					
5718	10611003	18	70		213,1800	2	180					
5719	10611003	19	70		213,1900	2	190					
5720	10611003	20	70		213,2000	2	200					
5721	1061028	1	61		4,18	2	45					
5722	1061028	2	61		4,36	2	90					
5723	1061028	3	61		4,54	2	135					
5724	1061028	4	61		4,72	2	180					
5725	1061028	5	61		4,90	2	225					
5726	1061028	6	61		4,108	2	270					
5727	1061028	7	61		4,126	2	315					
5728	1061028	8	61		4,144	2	360					
5729	1061028	9	61		4,162	2	405					
5730	1061028	10	61		4,180	2	450					
5731	1061029	1	61		1,180	2	45					
5732	1061029	2	61		1,360	2	90					
5733	1061029	3	61		1,540	2	135					
5734	1061029	4	61		1,720	2	180					
5735	1061029	5	61		1,900	2	225					
5736	1061029	6	61		1,1080	2	270					
5737	1061029	7	61		1,1260	2	315					
5738	1061029	8	61		1,1440	2	360					
5739	1061029	9	61		1,1620	2	405					
5740	1061029	10	61		1,1800	2	450					
5741	1061030	1	61		3,18	2	45					
5742	1061030	2	61		3,36	2	90					
5743	1061030	3	61		3,54	2	135					
5744	1061030	4	61		3,72	2	180					
5745	1061030	5	61		3,90	2	225					
5746	1061030	6	61		3,108	2	270					
5747	1061030	7	61		3,126	2	315					
5748	1061030	8	61		3,144	2	360					
5749	1061030	9	61		3,162	2	405					
5750	1061030	10	61		3,180	2	450					
5751	1061031	1	61		25,32	2	45					
5752	1061031	2	61		25,64	2	90					
5753	1061031	3	61		25,96	2	135					
5754	1061031	4	61		25,128	2	180					
5755	1061031	5	61		25,160	2	225					
5756	1061031	6	61		25,192	2	270					
5757	1061031	7	61		25,224	2	315					
5758	1061031	8	61		25,256	2	360					
5759	1061031	9	61		25,288	2	405					
5760	1061031	10	61		25,320	2	450					
5761	1061032	1	61		21,32;15,230	2	229					
5762	1061032	2	61		21,64;15,260	2	298					
5763	1061032	3	61		21,96;15,290	2	367					
5764	1061032	4	61		21,128;15,320	2	436					
5765	1061032	5	61		21,160;15,350	2	505					
5766	1061032	6	61		21,192;15,380	2	574					
5767	1061032	7	61		21,224;15,410	2	643					
5768	1061032	8	61		21,256;15,440	2	712					
5769	1061032	9	61		21,288;15,470	2	781					
5770	1061032	10	61		21,320;15,500	2	850					
5771	1061805	1	63		31,210	2	210					
5772	1061805	2	63		31,240	2	240					
5773	1061805	3	63		31,270	2	270					
5774	1061805	4	63		31,300	2	300					
5775	1061805	5	63		31,330	2	330					
5776	1061805	6	63		31,360	2	360					
5777	1061805	7	63		31,390	2	390					
5778	1061805	8	63		31,420	2	420					
5779	1061805	9	63		31,450	2	450					
5780	1061805	10	63		31,480	2	480					
5781	1061034	1	65		23,32;187,230	2	229					
5782	1061034	2	65		23,64;187,260	2	298					
5783	1061034	3	65		23,96;187,290	2	367					
5784	1061034	4	65		23,128;187,320	2	436					
5785	1061034	5	65		23,160;187,350	2	505					
5786	1061034	6	65		23,192;187,380	2	574					
5787	1061034	7	65		23,224;187,410	2	643					
5788	1061034	8	65		23,256;187,440	2	712					
5789	1061034	9	65		23,288;187,470	2	781					
5790	1061034	10	65		23,320;187,500	2	850					
5791	1061035	1	67		268,100	2	10					
5792	1061035	2	67		268,200	2	20					
5793	1061035	3	67		268,300	2	30					
5794	1061035	4	67		268,400	2	40					
5795	1061035	5	67		268,500	2	50					
5796	1061035	6	67		268,600	2	60					
5797	1061035	7	67		268,700	2	70					
5798	1061035	8	67		268,800	2	80					
5799	1061035	9	67		268,900	2	90					
5800	1061035	10	67		268,1000	2	100					
5801	1061036	1	69		269,100	2	10					
5802	1061036	2	69		269,200	2	20					
5803	1061036	3	69		269,300	2	30					
5804	1061036	4	69		269,400	2	40					
5805	1061036	5	69		269,500	2	50					
5806	1061036	6	69		269,600	2	60					
5807	1061036	7	69		269,700	2	70					
5808	1061036	8	69		269,800	2	80					
5809	1061036	9	69		269,900	2	90					
5810	1061036	10	69		269,1000	2	100					
5811	1061037	1	71		270,100	2	10					
5812	1061037	2	71		270,200	2	20					
5813	1061037	3	71		270,300	2	30					
5814	1061037	4	71		270,400	2	40					
5815	1061037	5	71		270,500	2	50					
5816	1061037	6	71		270,600	2	60					
5817	1061037	7	71		270,700	2	70					
5818	1061037	8	71		270,800	2	80					
5819	1061037	9	71		270,900	2	90					
5820	1061037	10	71		270,1000	2	100					
5821	1061038	1	70		271,100	2	10					
5822	1061038	2	70		271,200	2	20					
5823	1061038	3	70		271,300	2	30					
5824	1061038	4	70		271,400	2	40					
5825	1061038	5	70		271,500	2	50					
5826	1061038	6	70		271,600	2	60					
5827	1061038	7	70		271,700	2	70					
5828	1061038	8	70		271,800	2	80					
5829	1061038	9	70		271,900	2	90					
5830	1061038	10	70		271,1000	2	100					
5831	1062007	1	1		3,12	2	30					
5832	1062007	2	1		3,24	2	60					
5833	1062007	3	1		3,36	2	90					
5834	1062007	4	11		3,48	2	120					
5835	1062007	5	21		3,60	2	150					
5836	1062007	6	31		3,72	2	180					
5837	1062007	7	41		3,84	2	210					
5838	1062007	8	51		3,96	2	240					
5839	1062007	9	61		3,108	2	270					
5840	1062007	10	71		3,120	2	300					
5841	1062008	1	1		4,12	2	30					
5842	1062008	2	1		4,24	2	60					
5843	1062008	3	1		4,36	2	90					
5844	1062008	4	11		4,48	2	120					
5845	1062008	5	21		4,60	2	150					
5846	1062008	6	31		4,72	2	180					
5847	1062008	7	41		4,84	2	210					
5848	1062008	8	51		4,96	2	240					
5849	1062008	9	61		4,108	2	270					
5850	1062008	10	71		4,120	2	300					
5851	1062009	1	1		1,120	2	30					
5852	1062009	2	1		1,240	2	60					
5853	1062009	3	1		1,360	2	90					
5854	1062009	4	11		1,480	2	120					
5855	1062009	5	21		1,600	2	150					
5856	1062009	6	31		1,720	2	180					
5857	1062009	7	41		1,840	2	210					
5858	1062009	8	51		1,960	2	240					
5859	1062009	9	61		1,1080	2	270					
5860	1062009	10	71		1,1200	2	300					
5861	1062801	1	1		75,210	2	210					
5862	1062801	2	1		75,240	2	240					
5863	1062801	3	1		75,270	2	270					
5864	1062801	4	11		75,300	2	300					
5865	1062801	5	21		75,330	2	330					
5866	1062801	6	31		75,360	2	360					
5867	1062801	7	41		75,390	2	390					
5868	1062801	8	51		75,420	2	420					
5869	1062801	9	61		75,450	2	450					
5870	1062801	10	71		75,480	2	480					
5871	1062002	1	1		23,26	2	30					
5872	1062002	2	1		23,52	2	60					
5873	1062002	3	1		23,78	2	90					
5874	1062002	4	11		23,104	2	120					
5875	1062002	5	21		23,130	2	150					
5876	1062002	6	31		23,156	2	180					
5877	1062002	7	41		23,182	2	210					
5878	1062002	8	51		23,208	2	240					
5879	1062002	9	61		23,234	2	270					
5880	1062002	10	71		23,260	2	300					
5881	1062005	1	1		24,26	2	30					
5882	1062005	2	1		24,52	2	60					
5883	1062005	3	1		24,78	2	90					
5884	1062005	4	11		24,104	2	120					
5885	1062005	5	21		24,130	2	150					
5886	1062005	6	31		24,156	2	180					
5887	1062005	7	41		24,182	2	210					
5888	1062005	8	51		24,208	2	240					
5889	1062005	9	61		24,234	2	270					
5890	1062005	10	71		24,260	2	300					
5891	1062010	1	1		2,10	2	30					
5892	1062010	2	1		2,20	2	60					
5893	1062010	3	1		2,30	2	90					
5894	1062010	4	11		2,40	2	120					
5895	1062010	5	21		2,50	2	150					
5896	1062010	6	31		2,60	2	180					
5897	1062010	7	41		2,70	2	210					
5898	1062010	8	51		2,80	2	240					
5899	1062010	9	61		2,90	2	270					
5900	1062010	10	71		2,100	2	300					
5901	1062012	1	1		3,13	2	32					
5902	1062012	2	1		3,26	2	65					
5903	1062012	3	1		3,39	2	97					
5904	1062012	4	11		3,52	2	130					
5905	1062012	5	21		3,65	2	162					
5906	1062012	6	31		3,78	2	195					
5907	1062012	7	41		3,91	2	227					
5908	1062012	8	51		3,104	2	260					
5909	1062012	9	61		3,117	2	292					
5910	1062012	10	71		3,130	2	325					
5911	1062014	1	1		1,130	2	32					
5912	1062014	2	1		1,260	2	65					
5913	1062014	3	1		1,390	2	97					
5914	1062014	4	11		1,520	2	130					
5915	1062014	5	21		1,650	2	162					
5916	1062014	6	31		1,780	2	195					
5917	1062014	7	41		1,910	2	227					
5918	1062014	8	51		1,1040	2	260					
5919	1062014	9	61		1,1170	2	292					
5920	1062014	10	71		1,1300	2	325					
5921	1062004	1	1		22,26	2	32					
5922	1062004	2	1		22,52	2	65					
5923	1062004	3	1		22,78	2	97					
5924	1062004	4	11		22,104	2	130					
5925	1062004	5	21		22,130	2	162					
5926	1062004	6	31		22,156	2	195					
5927	1062004	7	41		22,182	2	227					
5928	1062004	8	51		22,208	2	260					
5929	1062004	9	61		22,234	2	292					
5930	1062004	10	71		22,260	2	325					
5931	1062013	1	1		4,13	2	32					
5932	1062013	2	1		4,26	2	65					
5933	1062013	3	1		4,39	2	97					
5934	1062013	4	11		4,52	2	130					
5935	1062013	5	21		4,65	2	162					
5936	1062013	6	31		4,78	2	195					
5937	1062013	7	41		4,91	2	227					
5938	1062013	8	51		4,104	2	260					
5939	1062013	9	61		4,117	2	292					
5940	1062013	10	71		4,130	2	325					
5941	1062011	1	1		21,26	2	32					
5942	1062011	2	1		21,52	2	65					
5943	1062011	3	1		21,78	2	97					
5944	1062011	4	11		21,104	2	130					
5945	1062011	5	21		21,130	2	162					
5946	1062011	6	31		21,156	2	195					
5947	1062011	7	41		21,182	2	227					
5948	1062011	8	51		21,208	2	260					
5949	1062011	9	61		21,234	2	292					
5950	1062011	10	71		21,260	2	325					
5951	1062003	1	1		25,26	2	32					
5952	1062003	2	1		25,52	2	65					
5953	1062003	3	1		25,78	2	97					
5954	1062003	4	11		25,104	2	130					
5955	1062003	5	21		25,130	2	162					
5956	1062003	6	31		25,156	2	195					
5957	1062003	7	41		25,182	2	227					
5958	1062003	8	51		25,208	2	260					
5959	1062003	9	61		25,234	2	292					
5960	1062003	10	71		25,260	2	325					
5961	1062802	1	1		30,280	2	210					
5962	1062802	2	1		30,320	2	240					
5963	1062802	3	1		30,360	2	270					
5964	1062802	4	11		30,400	2	300					
5965	1062802	5	21		30,440	2	330					
5966	1062802	6	31		30,480	2	360					
5967	1062802	7	41		30,520	2	390					
5968	1062802	8	51		30,560	2	420					
5969	1062802	9	61		30,600	2	450					
5970	1062802	10	71		30,640	2	480					
5971	1062006	1	1		26,26	2	32					
5972	1062006	2	1		26,52	2	65					
5973	1062006	3	1		26,78	2	97					
5974	1062006	4	11		26,104	2	130					
5975	1062006	5	21		26,130	2	162					
5976	1062006	6	31		26,156	2	195					
5977	1062006	7	41		26,182	2	227					
5978	1062006	8	51		26,208	2	260					
5979	1062006	9	61		26,234	2	292					
5980	1062006	10	71		26,260	2	325					
5981	1062015	1	1		3,14	2	35					
5982	1062015	2	1		3,28	2	70					
5983	1062015	3	1		3,42	2	105					
5984	1062015	4	11		3,56	2	140					
5985	1062015	5	21		3,70	2	175					
5986	1062015	6	31		3,84	2	210					
5987	1062015	7	41		3,98	2	245					
5988	1062015	8	51		3,112	2	280					
5989	1062015	9	61		3,126	2	315					
5990	1062015	10	71		3,140	2	350					
5991	1062016	1	1		1,140	2	35					
5992	1062016	2	1		1,280	2	70					
5993	1062016	3	1		1,420	2	105					
5994	1062016	4	11		1,560	2	140					
5995	1062016	5	21		1,700	2	175					
5996	1062016	6	31		1,840	2	210					
5997	1062016	7	41		1,980	2	245					
5998	1062016	8	51		1,1120	2	280					
5999	1062016	9	61		1,1260	2	315					
6000	1062016	10	71		1,1400	2	350					
6001	1062017	1	1		23,28	2	35					
6002	1062017	2	1		23,56	2	70					
6003	1062017	3	1		23,84	2	105					
6004	1062017	4	11		23,112	2	140					
6005	1062017	5	21		23,140	2	175					
6006	1062017	6	31		23,168	2	210					
6007	1062017	7	41		23,196	2	245					
6008	1062017	8	51		23,224	2	280					
6009	1062017	9	61		23,252	2	315					
6010	1062017	10	71		23,280	2	350					
6011	1062018	1	1		4,14	2	35					
6012	1062018	2	1		4,28	2	70					
6013	1062018	3	1		4,42	2	105					
6014	1062018	4	11		4,56	2	140					
6015	1062018	5	21		4,70	2	175					
6016	1062018	6	31		4,84	2	210					
6017	1062018	7	41		4,98	2	245					
6018	1062018	8	51		4,112	2	280					
6019	1062018	9	61		4,126	2	315					
6020	1062018	10	71		4,140	2	350					
6021	1062019	1	1		24,28	2	35					
6022	1062019	2	1		24,56	2	70					
6023	1062019	3	1		24,84	2	105					
6024	1062019	4	11		24,112	2	140					
6025	1062019	5	21		24,140	2	175					
6026	1062019	6	31		24,168	2	210					
6027	1062019	7	41		24,196	2	245					
6028	1062019	8	51		24,224	2	280					
6029	1062019	9	61		24,252	2	315					
6030	1062019	10	71		24,280	2	350					
6031	1062020	1	1		21,28	2	35					
6032	1062020	2	1		21,56	2	70					
6033	1062020	3	1		21,84	2	105					
6034	1062020	4	11		21,112	2	140					
6035	1062020	5	21		21,140	2	175					
6036	1062020	6	31		21,168	2	210					
6037	1062020	7	41		21,196	2	245					
6038	1062020	8	51		21,224	2	280					
6039	1062020	9	61		21,252	2	315					
6040	1062020	10	71		21,280	2	350					
6041	1062803	1	1		52,210	2	210					
6042	1062803	2	1		52,240	2	240					
6043	1062803	3	1		52,270	2	270					
6044	1062803	4	11		52,300	2	300					
6045	1062803	5	21		52,330	2	330					
6046	1062803	6	31		52,360	2	360					
6047	1062803	7	41		52,390	2	390					
6048	1062803	8	51		52,420	2	420					
6049	1062803	9	61		52,450	2	450					
6050	1062803	10	71		52,480	2	480					
6051	1062021	1	1		22,28	2	35					
6052	1062021	2	1		22,56	2	70					
6053	1062021	3	1		22,84	2	105					
6054	1062021	4	11		22,112	2	140					
6055	1062021	5	21		22,140	2	175					
6056	1062021	6	31		22,168	2	210					
6057	1062021	7	41		22,196	2	245					
6058	1062021	8	51		22,224	2	280					
6059	1062021	9	61		22,252	2	315					
6060	1062021	10	71		22,280	2	350					
6061	1062022	1	61		4,15	2	37					
6062	1062022	2	61		4,30	2	75					
6063	1062022	3	61		4,45	2	112					
6064	1062022	4	61		4,60	2	150					
6065	1062022	5	61		4,75	2	187					
6066	1062022	6	63		4,90	2	225					
6067	1062022	7	65		4,105	2	262					
6068	1062022	8	67		4,120	2	300					
6069	1062022	9	69		4,135	2	337					
6070	1062022	10	71		4,150	2	375					
6071	1062023	1	61		1,150	2	37					
6072	1062023	2	61		1,300	2	75					
6073	1062023	3	61		1,450	2	112					
6074	1062023	4	61		1,600	2	150					
6075	1062023	5	61		1,750	2	187					
6076	1062023	6	63		1,900	2	225					
6077	1062023	7	65		1,1050	2	262					
6078	1062023	8	67		1,1200	2	300					
6079	1062023	9	69		1,1350	2	337					
6080	1062023	10	71		1,1500	2	375					
6081	1062024	1	61		3,15	2	37					
6082	1062024	2	61		3,30	2	75					
6083	1062024	3	61		3,45	2	112					
6084	1062024	4	61		3,60	2	150					
