流水号	星蕴ID	星蕴等级	星蕴名称	星蕴描述	星蕴类型	升级消耗	星蕴属性	觉醒星蕴属性	显示前置条件	前置星蕴	玩家所需等级	坐标	链接坐标	星蕴Icon	评分类型	值/公式
4011	170014014	0	starsoulcontent_name_3	talentdes1011803	1	35000	4,0		170014010,1	170014010,1	70	1,7	1,1;1,7	skill_60521	1	6
4012	170014014	1	starsoulcontent_name_3	talentdes1011021	1	17500	4,8		170014010,1	170014010,1	70	1,7	1,1;1,7	skill_60521	1	6
4013	170014014	2	starsoulcontent_name_3	talentdes1000022	1		4,11		170014010,1	170014010,1	70	1,7	1,1;1,7	skill_60521	1	6
4014	170014015	0	ItemName_107000020202	talentdes1000023	2	item107000020202;6;105000			170014011,1	170014011,1	70	2,2	1,2;2,2	#N/A	1	6
4015	170014015	1	ItemName_107000020202	talentdes101111	2				170014011,1	170014011,1	70	2,2	1,2;2,2	#N/A	1	6
4016	170014016	0	starsoulcontent_name_1	talentdes1000024	1	60000		1,0;3,0	4		70	0,0	0,0;0,0	skill_60481	1	6
4017	170014016	1	starsoulcontent_name_1	talentdes1000025	1			1,600;3,60	4		70	0,0	0,0;0,0	skill_60481	1	6
4018	170014017	0	starsoulcontent_name_3	talentdes10001001	1	60000	4,0		170014018,1	170014018,1	70	1,1	1,2;1,1	skill_60521	1	6
4019	170014017	1	starsoulcontent_name_3	talentdes10001002	1	30000	4,8		170014018,1	170014018,1	70	1,1	1,2;1,1	skill_60521	1	6
4020	170014017	2	starsoulcontent_name_3	talentdes10001003	1		4,11		170014018,1	170014018,1	70	1,1	1,2;1,1	skill_60521	1	6
4021	170014018	0	starsoulcontent_name_4	talentdes1000026	1	60000	1,0		170014016,1	170014016,1	70	1,2	0,0;1,2	skill_60561	1	6
4022	170014018	1	starsoulcontent_name_4	talentdes1000804	1	30000	1,80		170014016,1	170014016,1	70	1,2	0,0;1,2	skill_60561	1	6
4023	170014018	2	starsoulcontent_name_4	talentdes1000027	1		1,110		170014016,1	170014016,1	70	1,2	0,0;1,2	skill_60561	1	6
4024	170014019	0	starsoulcontent_name_2	talentdes1011028	1	60000	3,0		170014018,1	170014018,1	70	1,3	1,2;1,3	skill_60441	1	6
4025	170014019	1	starsoulcontent_name_2	talentdes1011029	1	30000	3,8		170014018,1	170014018,1	70	1,3	1,2;1,3	skill_60441	1	6
4026	170014019	2	starsoulcontent_name_2	talentdes1011030	1		3,11		170014018,1	170014018,1	70	1,3	1,2;1,3	skill_60441	1	6
4027	170014020	0	starsoulcontent_name_4	talentdes1011031	1	60000	1,0		170014021,1	170014021,1	70	1,4	1,5;1,4	skill_60561	1	6
4028	170014020	1	starsoulcontent_name_4	talentdes1011032	1	30000	1,80		170014021,1	170014021,1	70	1,4	1,5;1,4	skill_60561	1	6
4029	170014020	2	starsoulcontent_name_4	talentdes1011805	1		1,110		170014021,1	170014021,1	70	1,4	1,5;1,4	skill_60561	1	6
4030	170014021	0	starsoulcontent_name_3	talentdes1011034	1	60000	4,0		170014016,1	170014016,1	70	1,5	0,0;1,5	skill_60521	1	6
4031	170014021	1	starsoulcontent_name_3	talentdes1011035	1	30000	4,8		170014016,1	170014016,1	70	1,5	0,0;1,5	skill_60521	1	6
4032	170014021	2	starsoulcontent_name_3	talentdes1011036	1		4,11		170014016,1	170014016,1	70	1,5	0,0;1,5	skill_60521	1	6
4033	170014022	0	starsoulcontent_name_12	talentdes1011037	1	60000	24,0		170014016,1	170014016,1	70	1,7	0,0;1,7	skill_400109	1	6
4034	170014022	1	starsoulcontent_name_12	talentdes1011038	1	30000	24,27		170014016,1	170014016,1	70	1,7	0,0;1,7	skill_400109	1	6
4035	170014022	2	starsoulcontent_name_12	talentdes101204	1		24,36		170014016,1	170014016,1	70	1,7	0,0;1,7	skill_400109	1	6
4036	170014023	0	starsoulcontent_name_3	talentdes101208	1	60000	4,0		170014022,1	170014022,1	70	1,8	1,7;1,8	skill_60521	1	6
4037	170014023	1	starsoulcontent_name_3	talentdes1012007	1	30000	4,8		170014022,1	170014022,1	70	1,8	1,7;1,8	skill_60521	1	6
4038	170014023	2	starsoulcontent_name_3	talentdes1012008	1		4,11		170014022,1	170014022,1	70	1,8	1,7;1,8	skill_60521	1	6
4039	170014024	0	ItemName_107000030301	talentdes1012009	2	item107000030301;9;180000			170014017,1	170014017,1	70	2,1	1,1;2,1	#N/A	1	6
4040	170014024	1	ItemName_107000030301	talentdes1012801	2				170014017,1	170014017,1	70	2,1	1,1;2,1	#N/A	1	6
4041	170014025	0	ItemName_107000030201	talentdes101202	2	item107000030201;9;180000			170014021,1	170014021,1	70	2,5	1,5;2,5	#N/A	1	6
4042	170014025	1	ItemName_107000030201	talentdes101206	2				170014021,1	170014021,1	70	2,5	1,5;2,5	#N/A	1	6
4043	170014026	0	starsoulcontent_name_1	talentdes1012002	1	160000		1,0;3,0	5		70	0,0	0,0;0,0	skill_60481	1	6
4044	170014026	1	starsoulcontent_name_1	talentdes1012005	1			1,800;3,80	5		70	0,0	0,0;0,0	skill_60481	1	6
4045	170014027	0	starsoulcontent_name_3	talentdes1012010	1	160000	4,0		170014028,1	170014028,1	70	1,2	1,3;1,2	skill_60521	1	6
4046	170014027	1	starsoulcontent_name_3	talentdes1012012	1	80000	4,8		170014028,1	170014028,1	70	1,2	1,3;1,2	skill_60521	1	6
4047	170014027	2	starsoulcontent_name_3	talentdes1012014	1	80000	4,11		170014028,1	170014028,1	70	1,2	1,3;1,2	skill_60521	1	6
4048	170014027	3	starsoulcontent_name_3	talentdes101205	1		4,14		170014028,1	170014028,1	70	1,2	1,3;1,2	skill_60521	1	6
4049	170014028	0	starsoulcontent_name_4	talentdes1012004	1	160000	1,0		170014026,1	170014026,1	70	1,3	0,0;1,3	skill_60561	1	6
4050	170014028	1	starsoulcontent_name_4	talentdes1012013	1	80000	1,80		170014026,1	170014026,1	70	1,3	0,0;1,3	skill_60561	1	6
4051	170014028	2	starsoulcontent_name_4	talentdes1012011	1	80000	1,110		170014026,1	170014026,1	70	1,3	0,0;1,3	skill_60561	1	6
4052	170014028	3	starsoulcontent_name_4	talentdes101207	1		1,140		170014026,1	170014026,1	70	1,3	0,0;1,3	skill_60561	1	6
4053	170014029	0	starsoulcontent_name_2	talentdes101209	1	160000	3,0		170014030,1	170014030,1	70	1,6	1,7;1,6	skill_60441	1	6
4054	170014029	1	starsoulcontent_name_2	talentdes1012003	1	80000	3,8		170014030,1	170014030,1	70	1,6	1,7;1,6	skill_60441	1	6
4055	170014029	2	starsoulcontent_name_2	talentdes1012802	1	80000	3,11		170014030,1	170014030,1	70	1,6	1,7;1,6	skill_60441	1	6
4056	170014029	3	starsoulcontent_name_2	talentdes1012006	1		3,14		170014030,1	170014030,1	70	1,6	1,7;1,6	skill_60441	1	6
4057	170014030	0	starsoulcontent_name_8	talentdes1012015	1	160000	21,0		170014031,1	170014031,1	70	1,7	1,8;1,7	skill_400504	1	6
4058	170014030	1	starsoulcontent_name_8	talentdes1012016	1	80000	21,27		170014031,1	170014031,1	70	1,7	1,8;1,7	skill_400504	1	6
4059	170014030	2	starsoulcontent_name_8	talentdes101203	1	80000	21,36		170014031,1	170014031,1	70	1,7	1,8;1,7	skill_400504	1	6
4060	170014030	3	starsoulcontent_name_8	talentdes1012017	1		21,45		170014031,1	170014031,1	70	1,7	1,8;1,7	skill_400504	1	6
4061	170014031	0	starsoulcontent_name_12	talentdes1012018	1	160000	24,0		170014026,1	170014026,1	70	1,8	0,0;1,8	skill_400109	1	6
4062	170014031	1	starsoulcontent_name_12	talentdes1012019	1	80000	24,27		170014026,1	170014026,1	70	1,8	0,0;1,8	skill_400109	1	6
4063	170014031	2	starsoulcontent_name_12	talentdes101210	1	80000	24,36		170014026,1	170014026,1	70	1,8	0,0;1,8	skill_400109	1	6
4064	170014031	3	starsoulcontent_name_12	talentdes101201	1		24,45		170014026,1	170014026,1	70	1,8	0,0;1,8	skill_400109	1	6
4065	170014032	0	starsoulcontent_name_4	talentdes1012020	1	160000	1,0		170014028,1	170014028,1	70	2,3	1,3;2,3	skill_60561	1	6
4066	170014032	1	starsoulcontent_name_4	talentdes1012803	1	80000	1,80		170014028,1	170014028,1	70	2,3	1,3;2,3	skill_60561	1	6
4067	170014032	2	starsoulcontent_name_4	talentdes1012021	1	80000	1,110		170014028,1	170014028,1	70	2,3	1,3;2,3	skill_60561	1	6
4068	170014032	3	starsoulcontent_name_4	talentdes1000022	1		1,140		170014028,1	170014028,1	70	2,3	1,3;2,3	skill_60561	1	6
4069	170014033	0	ItemName_107000030202	talentdes1000023	2	item107000030202;9;480000			170014032,1	170014032,1	70	2,2	2,3;2,2	#N/A	1	6
4070	170014033	1	ItemName_107000030202	talentdes101211	2				170014032,1	170014032,1	70	2,2	2,3;2,2	#N/A	1	6
4071	170014034	0	ItemName_107000041102	talentdes1000024	2	item107000041102;12;480000			170014032,1	170014032,1	70	2,4	2,3;2,4	#N/A	1	6
4072	170014034	1	ItemName_107000041102	talentdes1000025	2				170014032,1	170014032,1	70	2,4	2,3;2,4	#N/A	1	6
4073	170014035	0	ItemName_107000041301	talentdes10001001	2	item107000041301;12;480000			170014030,1	170014030,1	70	2,7	1,7;2,7	#N/A	1	6
4074	170014035	1	ItemName_107000041301	talentdes10001002	2				170014030,1	170014030,1	70	2,7	1,7;2,7	#N/A	1	6
4075	170014036	0	starsoulcontent_name_1	talentdes10001003	1	340000		1,0;3,0	6		70	0,0	0,0;0,0	skill_60481	1	6
4076	170014036	1	starsoulcontent_name_1	talentdes1000026	1			1,1200;3,120	6		70	0,0	0,0;0,0	skill_60481	1	6
4077	170014037	0	starsoulcontent_name_3	talentdes1000804	1	340000	4,0		170014036,1	170014036,1	70	1,2	0,0;1,2	skill_60521	1	6
4078	170014037	1	starsoulcontent_name_3	talentdes1000027	1	170000	4,8		170014036,1	170014036,1	70	1,2	0,0;1,2	skill_60521	1	6
4079	170014037	2	starsoulcontent_name_3	talentdes1012028	1	170000	4,11		170014036,1	170014036,1	70	1,2	0,0;1,2	skill_60521	1	6
4080	170014037	3	starsoulcontent_name_3	talentdes1012029	1		4,14		170014036,1	170014036,1	70	1,2	0,0;1,2	skill_60521	1	6
4081	170014038	0	starsoulcontent_name_4	talentdes1012031	1	340000	1,0		170014037,1	170014037,1	70	1,3	1,2;1,3	skill_60561	1	6
4082	170014038	1	starsoulcontent_name_4	talentdes1012032	1	170000	1,80		170014037,1	170014037,1	70	1,3	1,2;1,3	skill_60561	1	6
4083	170014038	2	starsoulcontent_name_4	talentdes1012805	1	170000	1,110		170014037,1	170014037,1	70	1,3	1,2;1,3	skill_60561	1	6
4084	170014038	3	starsoulcontent_name_4	talentdes1012034	1		1,140		170014037,1	170014037,1	70	1,3	1,2;1,3	skill_60561	1	6
4085	170014039	0	starsoulcontent_name_2	talentdes1012036	1	340000	3,0		170014038,1	170014038,1	70	1,4	1,3;1,4	skill_60441	1	6
4086	170014039	1	starsoulcontent_name_2	talentdes1012037	1	170000	3,8		170014038,1	170014038,1	70	1,4	1,3;1,4	skill_60441	1	6
4087	170014039	2	starsoulcontent_name_2	talentdes1012038	1	170000	3,11		170014038,1	170014038,1	70	1,4	1,3;1,4	skill_60441	1	6
4088	170014039	3	starsoulcontent_name_2	talentdes102109	1		3,14		170014038,1	170014038,1	70	1,4	1,3;1,4	skill_60441	1	6
4089	170014040	0	starsoulcontent_name_9	talentdes1021007	1	340000	23,0		170014039,1	170014039,1	70	1,5	1,4;1,5	skill_400406	1	6
4090	170014040	1	starsoulcontent_name_9	talentdes1021008	1	170000	23,27		170014039,1	170014039,1	70	1,5	1,4;1,5	skill_400406	1	6
4091	170014040	2	starsoulcontent_name_9	talentdes1021009	1	170000	23,36		170014039,1	170014039,1	70	1,5	1,4;1,5	skill_400406	1	6
4092	170014040	3	starsoulcontent_name_9	talentdes1021801	1		23,45		170014039,1	170014039,1	70	1,5	1,4;1,5	skill_400406	1	6
4093	170014041	0	starsoulcontent_name_2	talentdes102104	1	340000	3,0		170014040,1	170014040,1	70	1,6	1,5;1,6	skill_60441	1	6
4094	170014041	1	starsoulcontent_name_2	talentdes1021002	1	170000	3,8		170014040,1	170014040,1	70	1,6	1,5;1,6	skill_60441	1	6
4095	170014041	2	starsoulcontent_name_2	talentdes1021005	1	170000	3,11		170014040,1	170014040,1	70	1,6	1,5;1,6	skill_60441	1	6
4096	170014041	3	starsoulcontent_name_2	talentdes1021010	1		3,14		170014040,1	170014040,1	70	1,6	1,5;1,6	skill_60441	1	6
4097	170014042	0	starsoulcontent_name_12	talentdes1021014	1	340000	24,0		170014036,1	170014036,1	70	1,8	0,0;1,8	skill_400109	1	6
4098	170014042	1	starsoulcontent_name_12	talentdes102106	1	170000	24,27		170014036,1	170014036,1	70	1,8	0,0;1,8	skill_400109	1	6
4099	170014042	2	starsoulcontent_name_12	talentdes1021004	1	170000	24,36		170014036,1	170014036,1	70	1,8	0,0;1,8	skill_400109	1	6
4100	170014042	3	starsoulcontent_name_12	talentdes1021013	1		24,45		170014036,1	170014036,1	70	1,8	0,0;1,8	skill_400109	1	6
4101	170014043	0	starsoulcontent_name_4	talentdes102110	1	340000	1,0		170014037,1	170014037,1	70	2,2	1,2;2,2	skill_60561	1	6
4102	170014043	1	starsoulcontent_name_4	talentdes102107	1	170000	1,80		170014037,1	170014037,1	70	2,2	1,2;2,2	skill_60561	1	6
4103	170014043	2	starsoulcontent_name_4	talentdes1021003	1	170000	1,110		170014037,1	170014037,1	70	2,2	1,2;2,2	skill_60561	1	6
4104	170014043	3	starsoulcontent_name_4	talentdes1021802	1		1,140		170014037,1	170014037,1	70	2,2	1,2;2,2	skill_60561	1	6
4105	170014044	0	starsoulcontent_name_12	talentdes1021015	1	340000	24,0		170014041,1	170014041,1	70	2,6	1,6;2,6	skill_400109	1	6
4106	170014044	1	starsoulcontent_name_12	talentdes1021016	1	170000	24,27		170014041,1	170014041,1	70	2,6	1,6;2,6	skill_400109	1	6
4107	170014044	2	starsoulcontent_name_12	talentdes102101	1	170000	24,36		170014041,1	170014041,1	70	2,6	1,6;2,6	skill_400109	1	6
4108	170014044	3	starsoulcontent_name_12	talentdes1021017	1		24,45		170014041,1	170014041,1	70	2,6	1,6;2,6	skill_400109	1	6
4109	170014045	0	ItemName_107000042102	talentdes1021019	2	item107000042102;12;1020000			170014046,1	170014046,1	70	2,3	2,4;2,3	#N/A	1	6
4110	170014045	1	ItemName_107000042102	talentdes102108	2				170014046,1	170014046,1	70	2,3	2,4;2,3	#N/A	1	6
4111	170014046	0	ItemName_107000042201	talentdes102105	2	item107000042201;12;1020000			170014039,1	170014039,1	70	2,4	1,4;2,4	#N/A	1	6
4112	170014046	1	ItemName_107000042201	talentdes1021020	2				170014039,1	170014039,1	70	2,4	1,4;2,4	#N/A	1	6
4113	170014047	0	ItemName_107000042301	talentdes1021803	2	item107000042301;12;1020000			170014044,1	170014044,1	70	2,5	2,6;2,5	#N/A	1	6
4114	170014047	1	ItemName_107000042301	talentdes1021021	2				170014044,1	170014044,1	70	2,5	2,6;2,5	#N/A	1	6
4115	170014048	0	ItemName_107000043201	talentdes1000022	2	item107000043201;12;1020000			170014042,1	170014042,1	70	2,8	1,8;2,8	#N/A	1	6
4116	170014048	1	ItemName_107000043201	talentdes1000023	2				170014042,1	170014042,1	70	2,8	1,8;2,8	#N/A	1	6
4117	170014049	0	starsoulcontent_name_1	talentdes102111	1	760000		1,0;3,0	7		70	0,0	0,0;0,0	skill_60481	1	6
4118	170014049	1	starsoulcontent_name_1	talentdes102106	1			1,1800;3,180	7		70	0,0	0,0;0,0	skill_60481	1	6
4119	170014050	0	starsoulcontent_name_3	talentdes1021004	1	760000	4,0		170014049,1	170014049,1	70	1,2	0,0;1,2	skill_60521	1	6
4120	170014050	1	starsoulcontent_name_3	talentdes1021013	1	380000	4,8		170014049,1	170014049,1	70	1,2	0,0;1,2	skill_60521	1	6
4121	170014050	2	starsoulcontent_name_3	talentdes1021016	1	380000	4,11		170014049,1	170014049,1	70	1,2	0,0;1,2	skill_60521	1	6
4122	170014050	3	starsoulcontent_name_3	talentdes102101	1	380000	4,14		170014049,1	170014049,1	70	1,2	0,0;1,2	skill_60521	1	6
4123	170014050	4	starsoulcontent_name_3	talentdes1021017	1		4,17		170014049,1	170014049,1	70	1,2	0,0;1,2	skill_60521	1	6
4124	170014051	0	starsoulcontent_name_4	talentdes1021018	1	760000	1,0		170014050,1	170014050,1	70	1,3	1,2;1,3	skill_60561	1	6
4125	170014051	1	starsoulcontent_name_4	talentdes1021019	1	380000	1,80		170014050,1	170014050,1	70	1,3	1,2;1,3	skill_60561	1	6
4126	170014051	2	starsoulcontent_name_4	talentdes102108	1	380000	1,110		170014050,1	170014050,1	70	1,3	1,2;1,3	skill_60561	1	6
4127	170014051	3	starsoulcontent_name_4	talentdes102105	1	380000	1,140		170014050,1	170014050,1	70	1,3	1,2;1,3	skill_60561	1	6
4128	170014051	4	starsoulcontent_name_4	talentdes1021020	1		1,170		170014050,1	170014050,1	70	1,3	1,2;1,3	skill_60561	1	6
4129	170014052	0	starsoulcontent_name_2	talentdes101101	1	760000	3,0		170014051,1	170014051,1	70	1,4	1,3;1,4	skill_60441	1	6
4130	170014052	1	starsoulcontent_name_2	talentdes101104	1	380000	3,8		170014051,1	170014051,1	70	1,4	1,3;1,4	skill_60441	1	6
4131	170014052	2	starsoulcontent_name_2	talentdes1011008	1	380000	3,11		170014051,1	170014051,1	70	1,4	1,3;1,4	skill_60441	1	6
4132	170014052	3	starsoulcontent_name_2	talentdes1011009	1	380000	3,14		170014051,1	170014051,1	70	1,4	1,3;1,4	skill_60441	1	6
4133	170014052	4	starsoulcontent_name_2	talentdes1011801	1		3,17		170014051,1	170014051,1	70	1,4	1,3;1,4	skill_60441	1	6
4134	170014053	0	starsoulcontent_name_8	talentdes101106	1	760000	21,0		170014054,1	170014054,1	70	1,7	1,8;1,7	skill_400504	1	6
4135	170014053	1	starsoulcontent_name_8	talentdes101102	1	380000	21,27		170014054,1	170014054,1	70	1,7	1,8;1,7	skill_400504	1	6
4136	170014053	2	starsoulcontent_name_8	talentdes1011002	1	380000	21,36		170014054,1	170014054,1	70	1,7	1,8;1,7	skill_400504	1	6
4137	170014053	3	starsoulcontent_name_8	talentdes1011005	1	380000	21,45		170014054,1	170014054,1	70	1,7	1,8;1,7	skill_400504	1	6
4138	170014053	4	starsoulcontent_name_8	talentdes1011010	1		21,54		170014054,1	170014054,1	70	1,7	1,8;1,7	skill_400504	1	6
4139	170014054	0	starsoulcontent_name_4	talentdes1011012	1	760000	1,0		170014049,1	170014049,1	70	1,8	0,0;1,8	skill_60561	1	6
4140	170014054	1	starsoulcontent_name_4	talentdes1011014	1	380000	1,80		170014049,1	170014049,1	70	1,8	0,0;1,8	skill_60561	1	6
4141	170014054	2	starsoulcontent_name_4	talentdes101105	1	380000	1,110		170014049,1	170014049,1	70	1,8	0,0;1,8	skill_60561	1	6
4142	170014054	3	starsoulcontent_name_4	talentdes1011004	1	380000	1,140		170014049,1	170014049,1	70	1,8	0,0;1,8	skill_60561	1	6
4143	170014054	4	starsoulcontent_name_4	talentdes1011013	1		1,170		170014049,1	170014049,1	70	1,8	0,0;1,8	skill_60561	1	6
4144	170014055	0	starsoulcontent_name_12	talentdes1011011	1	760000	24,0		170014052,1	170014052,1	70	2,4	1,4;2,4	skill_400109	1	6
4145	170014055	1	starsoulcontent_name_12	talentdes101103	1	380000	24,27		170014052,1	170014052,1	70	2,4	1,4;2,4	skill_400109	1	6
4146	170014055	2	starsoulcontent_name_12	talentdes101108	1	380000	24,36		170014052,1	170014052,1	70	2,4	1,4;2,4	skill_400109	1	6
4147	170014055	3	starsoulcontent_name_12	talentdes1011003	1	380000	24,45		170014052,1	170014052,1	70	2,4	1,4;2,4	skill_400109	1	6
4148	170014055	4	starsoulcontent_name_12	talentdes1011802	1		24,54		170014052,1	170014052,1	70	2,4	1,4;2,4	skill_400109	1	6
4149	170014056	0	starsoulcontent_name_13	talentdes1011006	1	760000	26,0		170014053,1	170014053,1	70	2,7	1,7;2,7	skill_60721	1	6
4150	170014056	1	starsoulcontent_name_13	talentdes1011015	1	380000	26,27		170014053,1	170014053,1	70	2,7	1,7;2,7	skill_60721	1	6
4151	170014056	2	starsoulcontent_name_13	talentdes1011016	1	380000	26,36		170014053,1	170014053,1	70	2,7	1,7;2,7	skill_60721	1	6
4152	170014056	3	starsoulcontent_name_13	talentdes101107	1	380000	26,45		170014053,1	170014053,1	70	2,7	1,7;2,7	skill_60721	1	6
4153	170014056	4	starsoulcontent_name_13	talentdes1011017	1		26,54		170014053,1	170014053,1	70	2,7	1,7;2,7	skill_60721	1	6
4154	170014057	0	starsoulcontent_name_2	talentdes1011018	1	760000	3,0		170014056,1	170014056,1	70	2,6	2,7;2,6	skill_60441	1	6
4155	170014057	1	starsoulcontent_name_2	talentdes1011019	1	380000	3,8		170014056,1	170014056,1	70	2,6	2,7;2,6	skill_60441	1	6
4156	170014057	2	starsoulcontent_name_2	talentdes101109	1	380000	3,11		170014056,1	170014056,1	70	2,6	2,7;2,6	skill_60441	1	6
4157	170014057	3	starsoulcontent_name_2	talentdes101110	1	380000	3,14		170014056,1	170014056,1	70	2,6	2,7;2,6	skill_60441	1	6
4158	170014057	4	starsoulcontent_name_2	talentdes1011020	1		3,17		170014056,1	170014056,1	70	2,6	2,7;2,6	skill_60441	1	6
4159	170014058	0	ItemName_107000042103	talentdes1000026	2	item107000042103;12;2280000			170014059,1	170014059,1	70	2,2	2,3;2,2	#N/A	1	6
4160	170014058	1	ItemName_107000042103	talentdes1000804	2				170014059,1	170014059,1	70	2,2	2,3;2,2	#N/A	1	6
4161	170014059	0	ItemName_107000042202	talentdes1000027	2	item107000042202;12;2280000			170014055,1	170014055,1	70	2,3	2,4;2,3	#N/A	1	6
4162	170014059	1	ItemName_107000042202	talentdes1011028	2				170014055,1	170014055,1	70	2,3	2,4;2,3	#N/A	1	6
4163	170014060	0	ItemName_107000043303	talentdes1011029	2	item107000043303;12;2280000			170014057,1	170014057,1	70	2,5	2,6;2,5	#N/A	1	6
4164	170014060	1	ItemName_107000043303	talentdes1011030	2				170014057,1	170014057,1	70	2,5	2,6;2,5	#N/A	1	6
4165	170014061	0	ItemName_107000043201	talentdes1011031	2	item107000043201;12;2280000			170014056,1	170014056,1	70	2,8	2,7;2,8	#N/A	1	6
4166	170014061	1	ItemName_107000043201	talentdes1011032	2				170014056,1	170014056,1	70	2,8	2,7;2,8	#N/A	1	6
4167	170014062	0	starsoulcontent_name_1	talentdes1011805	1	1000000		1,0;3,0	8		75	0,0	0,0;0,0	skill_60481	1	6
4168	170014062	1	starsoulcontent_name_1	talentdes1011034	1			1,2800;3,280	8		75	0,0	0,0;0,0	skill_60481	1	6
4169	170014063	0	starsoulcontent_name_3	talentdes1011035	1	1000000	4,0		170014062,1	170014062,1	75	1,1	0,0;1,1	skill_60521	1	6
4170	170014063	1	starsoulcontent_name_3	talentdes1011036	1	500000	4,8		170014062,1	170014062,1	75	1,1	0,0;1,1	skill_60521	1	6
4171	170014063	2	starsoulcontent_name_3	talentdes1011037	1	500000	4,11		170014062,1	170014062,1	75	1,1	0,0;1,1	skill_60521	1	6
4172	170014063	3	starsoulcontent_name_3	talentdes1011038	1	500000	4,14		170014062,1	170014062,1	75	1,1	0,0;1,1	skill_60521	1	6
4173	170014063	4	starsoulcontent_name_3	talentdes101204	1	500000	4,17		170014062,1	170014062,1	75	1,1	0,0;1,1	skill_60521	1	6
4174	170014063	5	starsoulcontent_name_3	talentdes101208	1		4,20		170014062,1	170014062,1	75	1,1	0,0;1,1	skill_60521	1	6
4175	170014064	0	starsoulcontent_name_4	talentdes1012007	1	1000000	1,0		170014074,1	170014074,1	75	1,2	1,3;1,2	skill_60561	1	6
4176	170014064	1	starsoulcontent_name_4	talentdes1012008	1	500000	1,80		170014074,1	170014074,1	75	1,2	1,3;1,2	skill_60561	1	6
4177	170014064	2	starsoulcontent_name_4	talentdes1012009	1	500000	1,110		170014074,1	170014074,1	75	1,2	1,3;1,2	skill_60561	1	6
4178	170014064	3	starsoulcontent_name_4	talentdes1012801	1	500000	1,140		170014074,1	170014074,1	75	1,2	1,3;1,2	skill_60561	1	6
4179	170014064	4	starsoulcontent_name_4	talentdes101202	1	500000	1,170		170014074,1	170014074,1	75	1,2	1,3;1,2	skill_60561	1	6
4180	170014064	5	starsoulcontent_name_4	talentdes101206	1		1,200		170014074,1	170014074,1	75	1,2	1,3;1,2	skill_60561	1	6
4181	170014065	0	starsoulcontent_name_2	talentdes1012002	1	1000000	3,0		170014062,1	170014062,1	75	1,4	0,0;1,4	skill_60441	1	6
