流水	纹章ID	类别	品质	进阶等级	分解返还材料(不包含觉醒材料）	属性值	物品等级	物品等级描述	默认孔数	最多锁属性数量	底图	插槽坐标	未鉴定纹章ID	觉醒最大孔位数量
538	item171001040103	badge_10401	5	4	item8171000101061,132;item171000101012,300;item171000101032,10	1,8064;3,720;32,400;34,560	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
539	item171001040103	badge_10401	5	5	item8171000101061,145;item171000101012,300;item171000101032,10	1,8280;3,741;32,412;34,576	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
540	item171001040103	badge_10401	5	6	item8171000101061,160;item171000101012,300;item171000101032,10	1,8496;3,741;32,412;34,576	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
541	item171001040103	badge_10401	5	7	item8171000101061,177;item171000101012,300;item171000101032,10	1,8712;3,741;32,412;34,576	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
542	item171001040103	badge_10401	5	8	item8171000101061,196;item171000101012,300;item171000101032,10	1,8928;3,741;32,412;34,576	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
543	item171001040103	badge_10401	5	9	item8171000101061,217;item171000101012,300;item171000101032,10	1,9144;3,741;32,412;34,576	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
544	item171001040103	badge_10401	5	10	item8171000101061,240;item171000101012,300;item171000101032,10	1,9360;3,762;32,424;34,592	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
545	item171001040103	badge_10401	5	11	item8171000101061,265;item171000101012,300;item171000101032,10	1,9576;3,762;32,424;34,592	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
546	item171001040103	badge_10401	5	12	item8171000101061,292;item171000101012,300;item171000101032,10	1,9792;3,762;32,424;34,592	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
547	item171001040103	badge_10401	5	13	item8171000101061,321;item171000101012,300;item171000101032,10	1,10008;3,762;32,424;34,592	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
548	item171001040103	badge_10401	5	14	item8171000101061,352;item171000101012,300;item171000101032,10	1,10224;3,762;32,424;34,592	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
549	item171001040103	badge_10401	5	15	item8171000101061,385;item171000101012,300;item171000101032,10	1,10440;3,783;32,436;34,608	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
550	item171001040103	badge_10401	5	16	item8171000101061,420;item171000101012,300;item171000101032,10	1,10656;3,783;32,436;34,608	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
551	item171001040103	badge_10401	5	17	item8171000101061,457;item171000101012,300;item171000101032,10	1,10872;3,783;32,436;34,608	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
552	item171001040103	badge_10401	5	18	item8171000101061,496;item171000101012,300;item171000101032,10	1,11088;3,783;32,436;34,608	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
553	item171001040103	badge_10401	5	19	item8171000101061,537;item171000101012,300;item171000101032,10	1,11304;3,783;32,436;34,608	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
554	item171001040103	badge_10401	5	20	item8171000101061,580;item171000101012,300;item171000101032,10	1,11520;3,804;32,448;34,624	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
555	item171001040103	badge_10401	5	21	item8171000101061,625;item171000101012,300;item171000101032,10	1,11736;3,804;32,448;34,624	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
556	item171001040103	badge_10401	5	22	item8171000101061,672;item171000101012,300;item171000101032,10	1,11952;3,804;32,448;34,624	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
557	item171001040103	badge_10401	5	23	item8171000101061,721;item171000101012,300;item171000101032,10	1,12168;3,804;32,448;34,624	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
558	item171001040103	badge_10401	5	24	item8171000101061,772;item171000101012,300;item171000101032,10	1,12384;3,804;32,448;34,624	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
559	item171001040103	badge_10401	5	25	item8171000101061,825;item171000101012,300;item171000101032,10	1,12600;3,825;32,460;34,640	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
560	item171001040103	badge_10401	5	26	item8171000101061,880;item171000101012,300;item171000101032,10	1,12816;3,825;32,460;34,640	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
561	item171001040103	badge_10401	5	27	item8171000101061,937;item171000101012,300;item171000101032,10	1,13032;3,825;32,460;34,640	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
562	item171001040103	badge_10401	5	28	item8171000101061,996;item171000101012,300;item171000101032,10	1,13248;3,825;32,460;34,640	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
563	item171001040103	badge_10401	5	29	item8171000101061,1057;item171000101012,300;item171000101032,10	1,13464;3,825;32,460;34,640	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
564	item171001040103	badge_10401	5	30	item8171000101061,1120;item171000101012,300;item171000101032,10	1,13680;3,846;32,472;34,656	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080103	3
565	item171001040201	badge_10402	5	0	item8171000101061,100;item171000101012,300;item171000101032,10	1,12000;3,1200;206,400;51,600	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
566	item171001040201	badge_10402	5	1	item8171000101061,105;item171000101012,300;item171000101032,10	1,12360;3,1200;206,400;51,600	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
567	item171001040201	badge_10402	5	2	item8171000101061,112;item171000101012,300;item171000101032,10	1,12720;3,1200;206,400;51,600	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
568	item171001040201	badge_10402	5	3	item8171000101061,121;item171000101012,300;item171000101032,10	1,13080;3,1200;206,400;51,600	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
569	item171001040201	badge_10402	5	4	item8171000101061,132;item171000101012,300;item171000101032,10	1,13440;3,1200;206,400;51,600	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
570	item171001040201	badge_10402	5	5	item8171000101061,145;item171000101012,300;item171000101032,10	1,13800;3,1236;206,412;51,618	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
571	item171001040201	badge_10402	5	6	item8171000101061,160;item171000101012,300;item171000101032,10	1,14160;3,1236;206,412;51,618	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
572	item171001040201	badge_10402	5	7	item8171000101061,177;item171000101012,300;item171000101032,10	1,14520;3,1236;206,412;51,618	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
573	item171001040201	badge_10402	5	8	item8171000101061,196;item171000101012,300;item171000101032,10	1,14880;3,1236;206,412;51,618	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
574	item171001040201	badge_10402	5	9	item8171000101061,217;item171000101012,300;item171000101032,10	1,15240;3,1236;206,412;51,618	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
575	item171001040201	badge_10402	5	10	item8171000101061,240;item171000101012,300;item171000101032,10	1,15600;3,1272;206,424;51,636	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
576	item171001040201	badge_10402	5	11	item8171000101061,265;item171000101012,300;item171000101032,10	1,15960;3,1272;206,424;51,636	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
577	item171001040201	badge_10402	5	12	item8171000101061,292;item171000101012,300;item171000101032,10	1,16320;3,1272;206,424;51,636	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
578	item171001040201	badge_10402	5	13	item8171000101061,321;item171000101012,300;item171000101032,10	1,16680;3,1272;206,424;51,636	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
579	item171001040201	badge_10402	5	14	item8171000101061,352;item171000101012,300;item171000101032,10	1,17040;3,1272;206,424;51,636	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
580	item171001040201	badge_10402	5	15	item8171000101061,385;item171000101012,300;item171000101032,10	1,17400;3,1308;206,436;51,654	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
581	item171001040201	badge_10402	5	16	item8171000101061,420;item171000101012,300;item171000101032,10	1,17760;3,1308;206,436;51,654	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
582	item171001040201	badge_10402	5	17	item8171000101061,457;item171000101012,300;item171000101032,10	1,18120;3,1308;206,436;51,654	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
583	item171001040201	badge_10402	5	18	item8171000101061,496;item171000101012,300;item171000101032,10	1,18480;3,1308;206,436;51,654	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
584	item171001040201	badge_10402	5	19	item8171000101061,537;item171000101012,300;item171000101032,10	1,18840;3,1308;206,436;51,654	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
585	item171001040201	badge_10402	5	20	item8171000101061,580;item171000101012,300;item171000101032,10	1,19200;3,1344;206,448;51,672	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
586	item171001040201	badge_10402	5	21	item8171000101061,625;item171000101012,300;item171000101032,10	1,19560;3,1344;206,448;51,672	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
587	item171001040201	badge_10402	5	22	item8171000101061,672;item171000101012,300;item171000101032,10	1,19920;3,1344;206,448;51,672	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
588	item171001040201	badge_10402	5	23	item8171000101061,721;item171000101012,300;item171000101032,10	1,20280;3,1344;206,448;51,672	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
589	item171001040201	badge_10402	5	24	item8171000101061,772;item171000101012,300;item171000101032,10	1,20640;3,1344;206,448;51,672	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
590	item171001040201	badge_10402	5	25	item8171000101061,825;item171000101012,300;item171000101032,10	1,21000;3,1380;206,460;51,690	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
591	item171001040201	badge_10402	5	26	item8171000101061,880;item171000101012,300;item171000101032,10	1,21360;3,1380;206,460;51,690	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
592	item171001040201	badge_10402	5	27	item8171000101061,937;item171000101012,300;item171000101032,10	1,21720;3,1380;206,460;51,690	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
593	item171001040201	badge_10402	5	28	item8171000101061,996;item171000101012,300;item171000101032,10	1,22080;3,1380;206,460;51,690	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
594	item171001040201	badge_10402	5	29	item8171000101061,1057;item171000101012,300;item171000101032,10	1,22440;3,1380;206,460;51,690	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
595	item171001040201	badge_10402	5	30	item8171000101061,1120;item171000101012,300;item171000101032,10	1,22800;3,1416;206,472;51,708	2160	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080201	3
596	item171001040301	badge_10403	5	0	item8171000101061,100;item171000101012,300;item171000101032,10	4,1500;3,1500;28,300;36,800	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
597	item171001040301	badge_10403	5	1	item8171000101061,105;item171000101012,300;item171000101032,10	4,1545;3,1500;28,300;36,800	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
598	item171001040301	badge_10403	5	2	item8171000101061,112;item171000101012,300;item171000101032,10	4,1590;3,1500;28,300;36,800	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
599	item171001040301	badge_10403	5	3	item8171000101061,121;item171000101012,300;item171000101032,10	4,1635;3,1500;28,300;36,800	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
600	item171001040301	badge_10403	5	4	item8171000101061,132;item171000101012,300;item171000101032,10	4,1680;3,1500;28,300;36,800	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
601	item171001040301	badge_10403	5	5	item8171000101061,145;item171000101012,300;item171000101032,10	4,1725;3,1545;28,309;36,824	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
602	item171001040301	badge_10403	5	6	item8171000101061,160;item171000101012,300;item171000101032,10	4,1770;3,1545;28,309;36,824	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
603	item171001040301	badge_10403	5	7	item8171000101061,177;item171000101012,300;item171000101032,10	4,1815;3,1545;28,309;36,824	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
604	item171001040301	badge_10403	5	8	item8171000101061,196;item171000101012,300;item171000101032,10	4,1860;3,1545;28,309;36,824	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
605	item171001040301	badge_10403	5	9	item8171000101061,217;item171000101012,300;item171000101032,10	4,1905;3,1545;28,309;36,824	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
606	item171001040301	badge_10403	5	10	item8171000101061,240;item171000101012,300;item171000101032,10	4,1950;3,1590;28,318;36,848	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
607	item171001040301	badge_10403	5	11	item8171000101061,265;item171000101012,300;item171000101032,10	4,1995;3,1590;28,318;36,848	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
608	item171001040301	badge_10403	5	12	item8171000101061,292;item171000101012,300;item171000101032,10	4,2040;3,1590;28,318;36,848	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
609	item171001040301	badge_10403	5	13	item8171000101061,321;item171000101012,300;item171000101032,10	4,2085;3,1590;28,318;36,848	2745	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080301	3
