NPC编号	对象类型	NPC类型	头像显示	描边参数	头像	名字	功能名称	名称位置	小地图标志	场景头上icon	附近显示npc	模型编号	模型缩放	挂件模型	特殊icon	动作集	随机动作列表	是否转向	圆柱高度	圆柱半径	对话显示修正	对话显示缩放	对话摄像机位置修正	对话摄像机角度修正	特殊对话摄像机位置修正	特殊对话摄像机角度修正	送礼(聚焦)摄像机位置修正	送礼(聚焦)摄像机角度修正	是否不能被其他npc选择	常驻美术特效	模型效果	阻挡信息
npc_ring106	FuncNpc	1	0	1	m909_portrait03	name_m075		0,1.2,0				m909|body|m909_body_t3	1.000000			3001103		1	2.480000	0.500000	-0.5,-0.3,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring107	FuncNpc	1	0	1	m915_portrait01	name_m114		0,1.2,0				m915|body|m915_body_t1	1.000000			3001003		1	3.160000	0.500000	-0.75,-1,5	1.000000	0,0,0	0,0,0					1		0	
npc_ring108	FuncNpc	1	0	1	m916_portrait03	name_m117		0,1.2,0				m916|body|m916_body_t3	1.000000			3001003		1	3.800000	0.500000	-1.0,-1.75,7.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring109	FuncNpc	1	0	1	m920_portrait01	name_m144		0,1.2,0				m920|body|m920_body_t1	1.000000			3001003		1	2.100000	0.500000	-0.3,-0.75,3.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring110	FuncNpc	1	0	1	m921_portrait01	name_m147		0,1.2,0				m921|body|m921_body_t1	1.000000			3001003		1	2.700000	0.750000	-0.5,-0.3,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring201	FuncNpc	1	0	1	m006_portrait03	name_m018		0,1.2,0				m006|body|m006_body_t3	1.000000			3001003		1	2.470000	0.500000	-1,-1,5.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring202	FuncNpc	1	0	1	m007_portrait03	name_m021		0,1.2,0				m007|body|m007_body_t3	1.000000			3001003		1	2.120000	0.500000	-0.35,-0.5,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring203	FuncNpc	1	0	1	m904_portrait03	name_m039		0,1.2,0				m904|body|m904_body_t3	1.000000			3001003		1	1.800000	0.500000	-0.3,0,2	1.000000	0,0,0	0,0,0					1		0	
npc_ring204	FuncNpc	1	0	1	m905_portrait03	name_m042		0,1.2,0				m905|body|m905_body_t3	1.000000			3001003		1	3.360000	0.500000	-1,-1.25,5	1.000000	0,0,0	0,0,0					1		0	
npc_ring205	FuncNpc	1	0	1	m908_portrait03	name_m072		0,1.2,0				m908|body|m908_body_t3	1.000000			3001003		1	2.220000	0.500000	-0.85,-0.7,4.75	1.000000	0,0,0	0,0,0					1		0	
npc_ring206	FuncNpc	1	0	1	m909_portrait03	name_m075		0,1.2,0				m909|body|m909_body_t3	1.000000			3001103		1	2.480000	0.500000	-0.5,-0.3,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring207	FuncNpc	1	0	1	m915_portrait01	name_m114		0,1.2,0				m915|body|m915_body_t1	1.000000			3001003		1	3.160000	0.500000	-0.75,-1,5	1.000000	0,0,0	0,0,0					1		0	
npc_ring208	FuncNpc	1	0	1	m916_portrait03	name_m117		0,1.2,0				m916|body|m916_body_t3	1.000000			3001003		1	3.800000	0.500000	-1.0,-1.75,7.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring209	FuncNpc	1	0	1	m920_portrait01	name_m144		0,1.2,0				m920|body|m920_body_t1	1.000000			3001003		1	2.100000	0.500000	-0.3,-0.75,3.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring210	FuncNpc	1	0	1	m921_portrait01	name_m147		0,1.2,0				m921|body|m921_body_t1	1.000000			3001003		1	2.700000	0.750000	-0.5,-0.3,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring301	FuncNpc	1	0	1	m006_portrait03	name_m018		0,1.2,0				m006|body|m006_body_t3	1.000000			3001003		1	2.470000	0.500000	-1,-1,5.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring302	FuncNpc	1	0	1	m007_portrait03	name_m021		0,1.2,0				m007|body|m007_body_t3	1.000000			3001003		1	2.120000	0.500000	-0.35,-0.5,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring303	FuncNpc	1	0	1	m904_portrait03	name_m039		0,1.2,0				m904|body|m904_body_t3	1.000000			3001003		1	1.800000	0.500000	-0.3,0,2	1.000000	0,0,0	0,0,0					1		0	
npc_ring304	FuncNpc	1	0	1	m905_portrait03	name_m042		0,1.2,0				m905|body|m905_body_t3	1.000000			3001003		1	3.360000	0.500000	-1,-1.25,5	1.000000	0,0,0	0,0,0					1		0	
npc_ring305	FuncNpc	1	0	1	m908_portrait03	name_m072		0,1.2,0				m908|body|m908_body_t3	1.000000			3001003		1	2.220000	0.500000	-0.85,-0.7,4.75	1.000000	0,0,0	0,0,0					1		0	
npc_ring306	FuncNpc	1	0	1	m909_portrait03	name_m075		0,1.2,0				m909|body|m909_body_t3	1.000000			3001103		1	2.480000	0.500000	-0.5,-0.3,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring307	FuncNpc	1	0	1	m915_portrait01	name_m114		0,1.2,0				m915|body|m915_body_t1	1.000000			3001003		1	3.160000	0.500000	-0.75,-1,5	1.000000	0,0,0	0,0,0					1		0	
npc_ring308	FuncNpc	1	0	1	m916_portrait03	name_m117		0,1.2,0				m916|body|m916_body_t3	1.000000			3001003		1	3.800000	0.500000	-1.0,-1.75,7.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring309	FuncNpc	1	0	1	m920_portrait01	name_m144		0,1.2,0				m920|body|m920_body_t1	1.000000			3001003		1	2.100000	0.500000	-0.3,-0.75,3.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring310	FuncNpc	1	0	1	m921_portrait01	name_m147		0,1.2,0				m921|body|m921_body_t1	1.000000			3001003		1	2.700000	0.750000	-0.5,-0.3,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring401	FuncNpc	1	0	1	m006_portrait03	name_m018		0,1.2,0				m006|body|m006_body_t3	1.000000			3001003		1	2.470000	0.500000	-1,-1,5.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring402	FuncNpc	1	0	1	m007_portrait03	name_m021		0,1.2,0				m007|body|m007_body_t3	1.000000			3001003		1	2.120000	0.500000	-0.35,-0.5,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring403	FuncNpc	1	0	1	m904_portrait03	name_m039		0,1.2,0				m904|body|m904_body_t3	1.000000			3001003		1	1.800000	0.500000	-0.3,0,2	1.000000	0,0,0	0,0,0					1		0	
npc_ring404	FuncNpc	1	0	1	m905_portrait03	name_m042		0,1.2,0				m905|body|m905_body_t3	1.000000			3001003		1	3.360000	0.500000	-1,-1.25,5	1.000000	0,0,0	0,0,0					1		0	
npc_ring405	FuncNpc	1	0	1	m908_portrait03	name_m072		0,1.2,0				m908|body|m908_body_t3	1.000000			3001003		1	2.220000	0.500000	-0.85,-0.7,4.75	1.000000	0,0,0	0,0,0					1		0	
npc_ring406	FuncNpc	1	0	1	m909_portrait03	name_m075		0,1.2,0				m909|body|m909_body_t3	1.000000			3001103		1	2.480000	0.500000	-0.5,-0.3,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring407	FuncNpc	1	0	1	m915_portrait01	name_m114		0,1.2,0				m915|body|m915_body_t1	1.000000			3001003		1	3.160000	0.500000	-0.75,-1,5	1.000000	0,0,0	0,0,0					1		0	
npc_ring408	FuncNpc	1	0	1	m916_portrait03	name_m117		0,1.2,0				m916|body|m916_body_t3	1.000000			3001003		1	3.800000	0.500000	-1.0,-1.75,7.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring409	FuncNpc	1	0	1	m920_portrait01	name_m144		0,1.2,0				m920|body|m920_body_t1	1.000000			3001003		1	2.100000	0.500000	-0.3,-0.75,3.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring410	FuncNpc	1	0	1	m921_portrait01	name_m147		0,1.2,0				m921|body|m921_body_t1	1.000000			3001003		1	2.700000	0.750000	-0.5,-0.3,3	1.000000	0,0,0	0,0,0					1		0	
npc_collect_001	FuncNpc	2	0	2		NpcName_collect_001		0,1.2,0				g001|body|g001_body_t1	1.000000		item_106030101002	0		0	1.320000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_002	FuncNpc	2	0	2		NpcName_collect_002		0,1.2,0				g009|body|g009_body_t2	1.000000		item_106030101022	0		0	1.310000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_003	FuncNpc	2	0	2		NpcName_collect_003		0,1.2,0				g015|body|g015_body_t1	1.000000		item_106030101028	0		0	1.160000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_004	FuncNpc	2	0	2		NpcName_collect_004		0,1.2,0				g009|body|g009_body_t1	1.000000		item_106030101024	0		0	1.310000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_005	FuncNpc	2	0	2		NpcName_collect_005		0,1.2,0				g003|body|g003_body_t1	1.000000		item_106030101027	0		0	0.800000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_006	FuncNpc	2	0	2		NpcName_collect_006		0,1.2,0				g012|body|g012_body_t1	1.000000		item_106030101031	0		0	2.050000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_007	FuncNpc	2	0	2		NpcName_collect_007		0,1.2,0				g002|body|g002_body_t1	1.000000		item_106030101032	0		0	0.630000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_008	FuncNpc	2	0	2		NpcName_collect_008		0,1.2,0				g014|body|g014_body_t1	1.000000		item_106030101035	0		0	1.330000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_009	FuncNpc	2	0	2		NpcName_collect_009		0,1.2,0				g006|body|g006_body_t1	1.000000		item_108100102106	0		0	1.890000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_010	FuncNpc	2	0	2		NpcName_collect_010		0,1.2,0				g014|body|g014_body_t1	1.000000		item_106030101035	0		0	1.330000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_011	FuncNpc	2	0	2		NpcName_collect_011		0,1.2,0				g007|body|g007_body_t1	1.000000		item_108100101206	0		0	1.490000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_012	FuncNpc	2	0	2		NpcName_collect_012		0,1.2,0				g006|body|g006_body_t1	1.000000		item_108100102202	0		0	1.890000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_013	FuncNpc	2	0	2		NpcName_collect_013		0,1.2,0				g020|body|g020_body_t1	1.000000		item_106030101066	0		0	1.350000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_014	FuncNpc	2	0	2		NpcName_collect_014		0,1.2,0				g014|body|g014_body_t1	1.000000		item_106030101035	0		0	1.330000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_015	FuncNpc	2	0	2		NpcName_collect_015		0,1.2,0				g007|body|g007_body_t1	1.000000		item_108100101102	0		0	1.490000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_016	FuncNpc	2	0	2				0,1.2,0					1.000000		item_106030101081	0		0	0.000000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_017	FuncNpc	2	0	2		NpcName_collect_017		0,1.2,0				g001|body|g001_body_t1	1.000000		item_106030101003	0		0	1.320000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_018	FuncNpc	2	0	2		NpcName_collect_018		0,1.2,0				g024|body|g024_body_t1	1.000000		item_106030101097	0		0	2.260000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_019	FuncNpc	2	0	2		NpcName_collect_019		0,1.2,0				g021|body|g021_body_t1	1.000000		item_106030101086	0		0	0.900000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_020	FuncNpc	2	0	2		NpcName_collect_020		0,1.2,0				g022|body|g022_body_t1	1.000000		item_106030101093	0		0	1.860000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_021	FuncNpc	2	0	2		NpcName_collect_021		0,1.2,0				g003|body|g003_body_t1	1.000000		item_106100111001	0		0	0.800000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_022	FuncNpc	2	0	2		NpcName_collect_022		0,1.2,0				g027|body|g027_body_t1	1.000000		item_106030101103	0		0	1.260000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_023	FuncNpc	2	0	2		NpcName_collect_023		0,1.2,0				g027|body|g027_body_t1	1.000000		item_106030101108	0		0	1.260000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_024	FuncNpc	2	0	2		NpcName_collect_024		0,1.2,0				g021|body|g021_body_t1	1.000000		item_106030101086	0		0	0.900000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_025	FuncNpc	2	0	2		NpcName_collect_025		0,1.2,0				g028|body|g028_body_t1	1.000000		item_106030101119	0		0	1.140000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_026	FuncNpc	2	0	2				0,1.2,0					1.000000		item_106030101081	0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_027	FuncNpc	2	0	2		NpcName_collect_027		0,1.2,0				g006|body|g006_body_t1	0.000000		item_106030101010	0		0	1.200000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_028	FuncNpc	2	0	2		NpcName_collect_028		0,1.2,0				g021|body|g021_body_t1	0.000000		item_108100101102	0		0	1.200000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_collect_029	FuncNpc	2	0	2		NpcName_collect_029		0,1.2,0				g122|body|g122_body_t2	0.000000		item_108100103210	0		0	1.200000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_300020_001	FuncNpc	2	0	2				0,1.2,0				g503|body|g503_body_t1	1.000000			5001002		0	1.260000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300021_001	FuncNpc	2	0	2				0,1.2,0				g503|body|g503_body_t1	1.000000			5001002		0	1.260000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300021_002	FuncNpc	2	0	2				0,1.2,0				g503|body|g503_body_t1	1.000000			5001002		0	1.260000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300021_003	FuncNpc	2	0	2	icon_luckysix_04	NpcName_dungeon_tips		0,1.2,0				g503|body|g503_body_t1	1.000000			5001002		0	1.260000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300021_004	FuncNpc	2	0	2				0,1.2,0				g503|body|g503_body_t1	1.000000			5001002		0	1.260000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300022_001	FuncNpc	2	0	2				0,1.2,0				g503|body|g503_body_t1	1.000000			5001002		0	1.260000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300022_002	FuncNpc	2	0	2				0,1.2,0				g503|body|g503_body_t1	1.000000			5001002		0	1.260000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300022_003	FuncNpc	2	0	2	icon_luckysix_04	NpcName_dungeon_tips		0,1.2,0				g503|body|g503_body_t1	1.000000			5001002		0	1.260000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300022_004	FuncNpc	2	0	2				0,1.2,0				g503|body|g503_body_t1	1.000000			5001002		0	1.260000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_hongland01	FuncNpc	1	1	1	n007_portrait01	NpcName_10003		0,1.2,0				n007|body|n007_body_t1	1.000000			3000103		1	1.580000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_hongland02	FuncNpc	4	1	1	n021_portrait01	NpcName_10045		0,1.2,0				n021|body|n021_body_t1	1.000000			3000003		1	2.070000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_hongland03	FuncNpc	1	1	1	n901_portrait01	NpcName_10100		0,1.2,0				n901|body|n901_body_t1|parta|n901_parta_t1	1.000000			3000003		1	1.970000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_hongland04	FuncNpc	1	1	1	n053_portrait01	NpcName_10505		0,1.2,0				n053|body|n053_body_t1	1.000000			3000003		1	1.900000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_hongland05	FuncNpc	1	1	1	n054_portrait01	NpcName_10504		0,1.2,0				n054|body|n054_body_t1	1.000000			3000903		1	1.970000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_hongland06	FuncNpc	1	1	1	n055_portrait01	NpcName_10507		0,1.2,0				n055|body|n055_body_t1	1.000000			3000903		1	2.000000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_hongland07	FuncNpc	1	1	1	n056_portrait01	NpcName_10501		0,1.2,0				n056|body|n056_body_t1	1.000000			3000103		1	1.780000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_hongland08	FuncNpc	1	1	1	n057_portrait01	NpcName_10502		0,1.2,0				n057|body|n057_body_t1	1.000000			3000103		1	1.700000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_hongland09	FuncNpc	1	1	1	n058_portrait01	NpcName_10503		0,1.2,0				n058|body|n058_body_t1	1.000000			3000903		1	1.730000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_hongland10	FuncNpc	1	1	1	m021_portrait04	NpcName_10067		0,1.2,0				m021|body|m021_body_t4	2.000000			2000002		1	2.300000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_soulstar	FuncNpc	9	1	1		NpcName_soulstar		0,1.2,0					1.000000			0		1	3.600000	1.600000		1.000000	0,0,0	0,0,0					1		0	
npc_worldtask	FuncNpc	4	1	1	c999_portrait01	NpcName_10207		0,1.2,0				c999|clothes|c999_clothes001_t1|face|c999_face001_t1|head|c999_head001_t1	1.000000			3073003		0	1.900000	0.500000		1.000000	0,0,0	0,0,0					0		0	
npc_homeland	FuncNpc	4	1	1	c999_portrait01	NpcName_10207	FunctionName_homeland	0,1.2,0	icon_homeland	icon_homeland	1	c999|clothes|c999_clothes001_t1|face|c999_face001_t1|head|c999_head001_t1	1.000000			3073001		0	1.900000	0.500000		1.000000	0,0,0	0,0,0					0		0	
npc_homeland_businessman	FuncNpc	4	1	1	n021_portrait01	NpcName_10139	FunctionName_homeland_businessman	0,1.2,0	icon_homeland	icon_homeland	1	n021|body|n021_body_t1	1.000000			3003003		1	2.070000	0.500000	0,0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_examination	FuncNpc	4	1	1	n007_portrait01	NpcName_examination	FunctionName_examination	0,1.2,0	icon_college	icon_college	1	n007|body|n007_body_t1	1.000000			3000103		1	1.580000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_crack	FuncNpc	4	0	1	n028_portrait01	NpcName_crack	FunctionName_crack	0,1.2,0	icon_daily	icon_daily	1	n028|body|n028_body_t1	1.000000			3001003		1	2.040000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_trial	FuncNpc	4	1	1	n069_portrait01	NpcName_trial	FunctionName_trial	0,1.2,0	icon_trial	icon_trial	1	n069|body|n069_body_t1	1.000000			3004003		1	1.940000	0.500000	0,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_lock	FuncNpc	4	1	1	n008_portrait01	NpcName_10014		0,1.2,0			1	n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_multi	FuncNpc	4	0	1	n032_portrait01	NpcName_multi	FunctionName_multi	0,1.2,0	arena_func	arena_func	1	n032|body|n032_body_t1	1.000000			3001003		1	2.600000	0.500000	-0.5,-0.3,1.5	1.000000	0,0,0	0,0,0					1		0	
npc_multi_prepare	FuncNpc	4	0	1	n032_portrait01	NpcName_multi_prepare	FunctionName_multi_prepare	0,1.2,0	arena_func	arena_func	1	n032|body|n032_body_t1	1.000000			3001103		1	2.600000	0.500000	-0.5,-0.3,1.5	1.000000	0,0,0	0,0,0					1		0	
npc_digtreasure	FuncNpc	4	1	1	r012_portrait01	NpcName_digtreasure	FunctionName_digtreasure	0,1.2,0	rmbtreasure_func	rmbtreasure_func	1	r012|body|r012_body_t1|parta|r012_parta_t1|partb|r012_partb_t1	1.000000			3001303		1	1.960000	0.500000	-0.2,-0.2,1.5	1.000000	0,0,0	0,0,0					1		0	
npc_snowfight	FuncNpc	4	1	1	n093_portrait01	NpcName_snowfight	FunctionName_snowfight	0,1.2,0	arena_func	arena_func	1	n093|body|n093_body_t1	1.000000			3001003		0	1.940000	0.500000	-0.25,-0.3,1.8	1.000000	0,0,0	0,0,0					1		0	
npc_soldier	FuncNpc	4	1	1	soldier901_portrait01	NpcName_soldiershop	FunctionName_soldier	0,1.2,0	magic_func	magic_func	1	soldier901|body|soldier901_body_t1	1.000000			24901102		1	1.830000	0.500000	-0.1,-0.2,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_resurrection	FuncNpc	1	0	1				0,1.2,0	icon_tansdoor	icon_tansdoor	1		1.000000			3001103		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_19000	FuncNpc	4	1	1	n027_portrait01	NpcName_10038	FunctionName_10038	0,1.2,0	btn_shipindian	btn_shipindian	1	n027|body|n027_body_t1	1.000000			3004003		1	1.730000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_99999	FuncNpc	4	1	1	n042_portrait01	NpcName_10046	FunctionName_10046	0,1.2,0				n042|body|n042_body_t1	1.000000			3001003		1	1.600000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_50000	FuncNpc	1	0	1		NpcName_50000		0,1.2,0					1.000000			0		1	0.000000	0.500000	-0.15,0.3,0	1.000000	0,0,0	0,0,0					1		0	
npc_devil_001	FuncNpc	4	1	1				0,1.2,0				m050|body|m050_body_t1	1.000000			2000002		0	3.390000	0.500000	0,-0.4,0	1.000000	0,0,0	0,0,0					1		0	
npc_devil_002	FuncNpc	4	1	1		devil01		0,1.2,0				m041|body|m041_body_t3	2.000000			2059002		0	2.180000	1.400000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_devil_003	FuncNpc	4	1	1		devil02		0,1.2,0				m034|body|m034_body_t1	1.500000			2064002		0	2.499000	1.020000	-0.3,0,1.5	1.000000	0,0,0	0,0,0					1		0	
npc_devil_004	FuncNpc	4	1	1		devil03		0,1.2,0				m028|body|m028_body_t3	1.400000			2037002		0	2.940000	0.840000	-0.5,-0.5,3	1.000000	0,0,0	0,0,0					1		0	
npc_treasure_001	FuncNpc	4	1	1	m929_portrait01	treasure_devil		0,1.2,0				m929|body|m929_body_t1	1.000000			2057002		0	3.960000	0.500000	0,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_task_400012_1	FuncNpc	2	0	1				0,1.2,0					1.000000			5001002		0	0.000000	2.000000		1.000000	0,0,0	0,0,0					1		0	
npc_350021_001	FuncNpc	2	0	1								g519|body|g519_body_t2	0.500000			0		0	1.890000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_350021_002	FuncNpc	2	0	1								g519|body|g519_body_t2	0.500000			0		0	1.890000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300051_001	FuncNpc	2	0	1									0.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300051_002	FuncNpc	2	0	1									0.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300051_pym01	FuncNpc	2	0	1				0,1.2,0				g526|body|g526_body_t1	1.000000			5026002		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300051_pym02	FuncNpc	2	0	1				0,1.2,0				g526|body|g526_body_t1	1.000000			5026002		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300052_001	FuncNpc	2	0	1									0.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300052_002	FuncNpc	2	0	1									0.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300052_pym01	FuncNpc	2	0	1				0,1.2,0				g526|body|g526_body_t1	1.000000			5026002		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_300052_pym02	FuncNpc	2	0	1				0,1.2,0				g526|body|g526_body_t1	1.000000			5026002		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_10010_climb	FuncNpc	2	0	1				0,1.2,0					1.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_10010_CarryTarget	FuncNpc	2	0	1				0,1.2,0					1.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_10500240_CarryTarget	FuncNpc	2	0	1				0,1.2,0					1.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_10009_CarryTarget	FuncNpc	2	0	1				0,1.2,0					1.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
toss_01	FuncNpc	2	0	1				0,1.2,0					1.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
toss_02	FuncNpc	2	0	1				0,1.2,0					1.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
toss_03	FuncNpc	2	0	1				0,1.2,0					1.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
toss_04	FuncNpc	2	0	1				0,1.2,0					1.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
toss_05	FuncNpc	2	0	1				0,1.2,0					1.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
toss_06	FuncNpc	2	0	1				0,1.2,0					1.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
NewPlayerEgg_1	FuncNpc	1	0	1		NewPlayerEgg_1		0,1.2,0				g701|body|g701_body_t041	1.000000			5	60	0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
NewPlayerEgg_2	FuncNpc	1	0	1		NewPlayerEgg_1		0,1.2,0				g701|body|g701_body_t042	1.000000			5	60	0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
NewPlayerEgg_3	FuncNpc	1	0	1		NewPlayerEgg_1		0,1.2,0				g701|body|g701_body_t043	1.000000			3012012		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_bbq	FuncNpc	2	0	1	JobPotrait_sp01	AI_zhanshi		0,1.2,0				g536|body|g536_body_t1|parta|g536_parta_t1|partb|g536_partb_t1	1.000000			3000044		0	2.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_boom	FuncNpc	1	0	1				0,1.2,0				g548|body|g548_body_t1	0.500000			0		0	2.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_toss_hand	FuncNpc	1	0	1				0,1.2,0				g539|body|g539_body_t1|parta|g539_parta_t1	1.000000			3000403		0	0.000000	0.000000		2.000000	0,-1.33,0	-28.6,-174.7,-9.5					1		0	
npc_bbq2	FuncNpc	1	0	1				0,1.2,0				g536|body|g536_body_t1	1.000000			5		0	1.700000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_bbq3	FuncNpc	1	0	1				0,1.2,0				g536|body|g536_body_t1	1.000000			3011003		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_chaihuo1	FuncNpc	1	0	1				0,1.2,0				g540|body|g540_body_t1	1.000000			5		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_chaihuo2	FuncNpc	1	0	1				0,1.2,0				g540|body|g540_body_t1	1.000000			5		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
npc_chaihuo3	FuncNpc	1	0	1				0,1.2,0				g540|body|g540_body_t1	1.000000			5		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1		0	
