特色属性ID	六维1	六维2	六维3	六维4	六维5	六维6	属性id	六维1显示	六维2显示	六维3显示	六维4显示	六维5显示	六维6显示	特色属性语言包	特色属性参数	觉醒属性语言包	觉醒属性参数	战力评分
5007013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5007	0.6,0.7			225
5007014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5007	0.6,0.7			225
5007015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5007	0.7,0.8			250
5007016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5007	0.7,0.8			250
5007017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5007	0.7,0.8			250
5007018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5007	0.7,0.8			250
5007019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5007	0.7,0.8			250
5007020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5007	0.7,0.8			250
5007021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5007	0.7,0.8			250
5007022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5007	0.8,0.9			275
5007023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5007	0.8,0.9			275
5007024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5007	0.8,0.9			275
5007025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5007	0.8,0.9			275
5007026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5007	0.8,0.9			275
5007027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5007	0.8,0.9			275
5007028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5007	0.8,0.9			275
5007029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5007	0.9,100			300
5007030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5007	0.9,100			300
5007031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5007	0.9,100			300
5007032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5007	0.9,100			300
5007033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5007	0.9,100			300
5007034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5007	0.9,100			300
5007035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5007	0.9,100			300
5007036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5007	1			500
5007037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5007	1	AwakeLang5007	1	1000
5008001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5008	100,120			300
5008002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5008	100,120			200
5008003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5008	100,120			200
5008004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5008	100,120			200
5008005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5008	100,120			200
5008006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5008	100,120			200
5008007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5008	100,120			200
5008008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5008	120,140			225
5008009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5008	120,140			225
5008010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5008	120,140			225
5008011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5008	120,140			225
5008012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5008	120,140			225
5008013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5008	120,140			225
5008014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5008	120,140			225
5008015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5008	140,160			250
5008016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5008	140,160			250
5008017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5008	140,160			250
5008018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5008	140,160			250
5008019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5008	140,160			250
5008020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5008	140,160			250
5008021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5008	140,160			250
5008022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5008	160,180			275
5008023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5008	160,180			275
5008024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5008	160,180			275
5008025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5008	160,180			275
5008026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5008	160,180			275
5008027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5008	160,180			275
5008028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5008	160,180			275
5008029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5008	180,200			300
5008030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5008	180,200			300
5008031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5008	180,200			300
5008032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5008	180,200			300
5008033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5008	180,200			300
5008034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5008	180,200			300
5008035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5008	180,200			300
5008036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5008	200			500
5008037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5008	200	AwakeLang5008	200	1000
5009001	32	32	32	32	32	32	39,200	32	32	32	32	32	32	CharacteristicLang5009	2,2.5			300
5009002	40	32	32	32	32	32	39,200	40	32	32	32	32	32	CharacteristicLang5009	2,2.5			200
5009003	40	40	32	32	32	32	39,200	40	40	32	32	32	32	CharacteristicLang5009	2,2.5			200
5009004	40	40	40	32	32	32	39,200	40	40	40	32	32	32	CharacteristicLang5009	2,2.5			200
5009005	40	40	40	40	32	32	39,200	40	40	40	40	32	32	CharacteristicLang5009	2,2.5			200
5009006	40	40	40	40	40	32	39,200	40	40	40	40	40	32	CharacteristicLang5009	2,2.5			200
5009007	40	40	40	40	40	40	39,200	40	40	40	40	40	40	CharacteristicLang5009	2,2.5			200
5009008	46	46	46	46	46	46	39,250	46	46	46	46	46	46	CharacteristicLang5009	2.5,3			225
5009009	55	46	46	46	46	46	39,250	55	46	46	46	46	46	CharacteristicLang5009	2.5,3			225
5009010	55	55	46	46	46	46	39,250	55	55	46	46	46	46	CharacteristicLang5009	2.5,3			225
5009011	55	55	55	46	46	46	39,250	55	55	55	46	46	46	CharacteristicLang5009	2.5,3			225
5009012	55	55	55	55	46	46	39,250	55	55	55	55	46	46	CharacteristicLang5009	2.5,3			225
5009013	55	55	55	55	55	46	39,250	55	55	55	55	55	46	CharacteristicLang5009	2.5,3			225
5009014	55	55	55	55	55	55	39,250	55	55	55	55	55	55	CharacteristicLang5009	2.5,3			225
5009015	63	63	63	63	63	63	39,300	63	63	63	63	63	63	CharacteristicLang5009	3,3.5			250
5009016	73	63	63	63	63	63	39,300	73	63	63	63	63	63	CharacteristicLang5009	3,3.5			250
5009017	73	73	63	63	63	63	39,300	73	73	63	63	63	63	CharacteristicLang5009	3,3.5			250
5009018	73	73	73	63	63	63	39,300	73	73	73	63	63	63	CharacteristicLang5009	3,3.5			250
5009019	73	73	73	73	63	63	39,300	73	73	73	73	63	63	CharacteristicLang5009	3,3.5			250
5009020	73	73	73	73	73	63	39,300	73	73	73	73	73	63	CharacteristicLang5009	3,3.5			250
5009021	73	73	73	73	73	73	39,300	73	73	73	73	73	73	CharacteristicLang5009	3,3.5			250
5009022	83	83	83	83	83	83	39,350	83	83	83	83	83	83	CharacteristicLang5009	3.5,4			275
5009023	94	83	83	83	83	83	39,350	94	83	83	83	83	83	CharacteristicLang5009	3.5,4			275
5009024	94	94	83	83	83	83	39,350	94	94	83	83	83	83	CharacteristicLang5009	3.5,4			275
5009025	94	94	94	83	83	83	39,350	94	94	94	83	83	83	CharacteristicLang5009	3.5,4			275
5009026	94	94	94	94	83	83	39,350	94	94	94	94	83	83	CharacteristicLang5009	3.5,4			275
5009027	94	94	94	94	94	83	39,350	94	94	94	94	94	83	CharacteristicLang5009	3.5,4			275
5009028	94	94	94	94	94	94	39,350	94	94	94	94	94	94	CharacteristicLang5009	3.5,4			275
5009029	106	106	106	106	106	106	39,400	106	106	106	106	106	106	CharacteristicLang5009	4,5			300
5009030	118	106	106	106	106	106	39,400	118	106	106	106	106	106	CharacteristicLang5009	4,5			300
5009031	118	118	106	106	106	106	39,400	118	118	106	106	106	106	CharacteristicLang5009	4,5			300
5009032	118	118	118	106	106	106	39,400	118	118	118	106	106	106	CharacteristicLang5009	4,5			300
5009033	118	118	118	118	106	106	39,400	118	118	118	118	106	106	CharacteristicLang5009	4,5			300
5009034	118	118	118	118	118	106	39,400	118	118	118	118	118	106	CharacteristicLang5009	4,5			300
5009035	118	118	118	118	118	118	39,400	118	118	118	118	118	118	CharacteristicLang5009	4,5			300
5009036	132	132	132	132	132	132	39,500	132	132	132	132	132	132	CharacteristicLangMax5009	5			500
5009037	182	182	182	182	182	182	38,500;39,500	182	182	182	182	182	182	CharacteristicLangMax5009	5	AwakeLang5009	5	1000
5010001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5010	2,2.5			250
5010002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5010	2,2.5			250
5010003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5010	2,2.5			250
5010004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5010	2,2.5			250
5010005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5010	2,2.5			250
5010006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5010	2,2.5			250
5010007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5010	2,2.5			250
5010008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5010	2.5,3			300
5010009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5010	2.5,3			300
5010010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5010	2.5,3			300
5010011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5010	2.5,3			300
5010012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5010	2.5,3			300
5010013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5010	2.5,3			300
5010014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5010	2.5,3			300
5010015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5010	3,3.5			350
5010016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5010	3,3.5			350
5010017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5010	3,3.5			350
5010018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5010	3,3.5			350
5010019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5010	3,3.5			350
5010020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5010	3,3.5			350
5010021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5010	3,3.5			350
5010022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5010	3.5,4			400
5010023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5010	3.5,4			400
5010024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5010	3.5,4			400
5010025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5010	3.5,4			400
5010026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5010	3.5,4			400
5010027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5010	3.5,4			400
5010028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5010	3.5,4			400
5010029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5010	4,5			450
5010030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5010	4,5			450
5010031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5010	4,5			450
5010032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5010	4,5			450
5010033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5010	4,5			450
5010034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5010	4,5			450
5010035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5010	4,5			450
5010036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5010	5,10			500
5010037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5010	5	AwakeLang5010	10	1000
5011001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5011	2,2.5			250
5011002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5011	2,2.5			250
5011003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5011	2,2.5			250
5011004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5011	2,2.5			250
5011005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5011	2,2.5			250
5011006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5011	2,2.5			250
5011007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5011	2,2.5			250
5011008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5011	2.5,3			300
5011009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5011	2.5,3			300
5011010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5011	2.5,3			300
5011011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5011	2.5,3			300
5011012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5011	2.5,3			300
5011013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5011	2.5,3			300
5011014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5011	2.5,3			300
5011015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5011	3,3.5			350
5011016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5011	3,3.5			350
5011017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5011	3,3.5			350
5011018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5011	3,3.5			350
5011019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5011	3,3.5			350
5011020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5011	3,3.5			350
5011021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5011	3,3.5			350
5011022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5011	3.5,4			400
5011023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5011	3.5,4			400
5011024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5011	3.5,4			400
5011025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5011	3.5,4			400
5011026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5011	3.5,4			400
5011027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5011	3.5,4			400
5011028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5011	3.5,4			400
5011029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5011	4,5			450
5011030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5011	4,5			450
5011031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5011	4,5			450
5011032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5011	4,5			450
5011033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5011	4,5			450
5011034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5011	4,5			450
5011035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5011	4,5			450
5011036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5011	5,10			500
5011037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5011	5	AwakeLang5011	10	1000
5012001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5012	2,2.5			250
5012002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5012	2,2.5			250
5012003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5012	2,2.5			250
5012004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5012	2,2.5			250
5012005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5012	2,2.5			250
5012006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5012	2,2.5			250
5012007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5012	2,2.5			250
5012008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5012	2.5,3			300
5012009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5012	2.5,3			300
5012010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5012	2.5,3			300
5012011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5012	2.5,3			300
5012012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5012	2.5,3			300
5012013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5012	2.5,3			300
5012014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5012	2.5,3			300
5012015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5012	3,3.5			350
5012016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5012	3,3.5			350
5012017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5012	3,3.5			350
5012018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5012	3,3.5			350
5012019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5012	3,3.5			350
5012020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5012	3,3.5			350
5012021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5012	3,3.5			350
5012022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5012	3.5,4			400
5012023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5012	3.5,4			400
5012024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5012	3.5,4			400
5012025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5012	3.5,4			400
5012026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5012	3.5,4			400
5012027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5012	3.5,4			400
5012028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5012	3.5,4			400
5012029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5012	4,5			450
5012030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5012	4,5			450
5012031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5012	4,5			450
5012032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5012	4,5			450
5012033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5012	4,5			450
5012034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5012	4,5			450
5012035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5012	4,5			450
5012036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5012	5,10			500
5012037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5012	5	AwakeLang5012	10	1000
5013001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5013	2,3			250
5013002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5013	2,3			250
5013003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5013	2,3			250
5013004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5013	2,3			250
5013005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5013	2,3			250
5013006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5013	2,3			250
5013007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5013	2,3			250
5013008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5013	3,4			300
5013009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5013	3,4			300
5013010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5013	3,4			300
5013011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5013	3,4			300
5013012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5013	3,4			300
5013013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5013	3,4			300
5013014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5013	3,4			300
5013015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5013	4,5			350
5013016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5013	4,5			350
5013017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5013	4,5			350
5013018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5013	4,5			350
5013019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5013	4,5			350
5013020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5013	4,5			350
